47	c	gtrfs	general	tridiagonal	http://www.netlib.org/lapack/complex/cgtrfs.f	14	refine solution to Ax=b, error bounds, backward error estimates	375
48	z	gtrfs	general	tridiagonal	http://www.netlib.org/lapack/complex16/zgtrfs.f	14	refine solution to Ax=b, error bounds, backward error estimates	376
49	s	trrfs	triangular	full	http://www.netlib.org/lapack/single/strrfs.f	14	refine solution to Ax=b, error bounds, backward error estimates	405
50	d	trrfs	triangular	full	http://www.netlib.org/lapack/double/dtrrfs.f	14	refine solution to Ax=b, error bounds, backward error estimates	406
51	c	trrfs	triangular	full	http://www.netlib.org/lapack/complex/ctrrfs.f	14	refine solution to Ax=b, error bounds, backward error estimates	407
52	z	trrfs	triangular	full	http://www.netlib.org/lapack/complex16/ztrrfs.f	14	refine solution to Ax=b, error bounds, backward error estimates	408
53	s	tbrfs	triangular	banded	http://www.netlib.org/lapack/single/stbrfs.f	14	refine solution to Ax=b, error bounds, backward error estimates	409
54	d	tbrfs	triangular	banded	http://www.netlib.org/lapack/double/dtbrfs.f	14	refine solution to Ax=b, error bounds, backward error estimates	410
55	c	tbrfs	triangular	banded	http://www.netlib.org/lapack/complex/ctbrfs.f	14	refine solution to Ax=b, error bounds, backward error estimates	411
56	z	tbrfs	triangular	banded	http://www.netlib.org/lapack/complex16/ztbrfs.f	14	refine solution to Ax=b, error bounds, backward error estimates	412
57	s	tprfs	triangular	packed	http://www.netlib.org/lapack/single/stprfs.f	14	refine solution to Ax=b, error bounds, backward error estimates	413
58	d	tprfs	triangular	packed	http://www.netlib.org/lapack/double/dtprfs.f	14	refine solution to Ax=b, error bounds, backward error estimates	414
59	c	tprfs	triangular	packed	http://www.netlib.org/lapack/complex/ctprfs.f	14	refine solution to Ax=b, error bounds, backward error estimates	415
60	z	tprfs	triangular	packed	http://www.netlib.org/lapack/complex16/ztprfs.f	14	refine solution to Ax=b, error bounds, backward error estimates	416
