1,s,gesv,general,full,http://www.netlib.org/lapack/single/sgesv.f,"driver simple, solve A*X = B only",1
2,d,gesv,general,full,http://www.netlib.org/lapack/double/dgesv.f,"driver simple, solve A*X = B only",2
3,c,gesv,general,full,http://www.netlib.org/lapack/complex/cgesv.f,"driver simple, solve A*X = B only",3
4,z,gesv,general,full,http://www.netlib.org/lapack/complex16/zgesv.f,"driver simple, solve A*X = B only",4
5,s,gbsv,general,band,http://www.netlib.org/lapack/single/sgbsv.f,"driver simple, solve A*X = B only",5
6,d,gbsv,general,band,http://www.netlib.org/lapack/double/dgbsv.f,"driver simple, solve A*X = B only",6
7,c,gbsv,general,band,http://www.netlib.org/lapack/complex/cgbsv.f,"driver simple, solve A*X = B only",7
8,z,gbsv,general,band,http://www.netlib.org/lapack/complex16/zgbsv.f,"driver simple, solve A*X = B only",8
9,s,gtsv,general,tridiagonal,http://www.netlib.org/lapack/single/sgtsv.f,"driver simple, solve A*X = B only",9
10,d,gtsv,general,tridiagonal,http://www.netlib.org/lapack/double/dgtsv.f,"driver simple, solve A*X = B only",10
11,c,gtsv,general,tridiagonal,http://www.netlib.org/lapack/complex/cgtsv.f,"driver simple, solve A*X = B only",11
12,z,gtsv,general,tridiagonal,http://www.netlib.org/lapack/complex16/zgtsv.f,"driver simple, solve A*X = B only",12
13,c,hesv,Hermitian,full,http://www.netlib.org/lapack/complex/chesv.f,"driver simple, solve A*X = B only",13
14,z,hesv,Hermitian,full,http://www.netlib.org/lapack/complex16/zhesv.f,"driver simple, solve A*X = B only",14
15,c,hpsv,Hermitian,packed,http://www.netlib.org/lapack/complex/chpsv.f,"driver simple, solve A*X = B only",15
16,z,hpsv,Hermitian,packed,http://www.netlib.org/lapack/complex16/zhpsv.f,"driver simple, solve A*X = B only",16
17,s,posv,SPD,full,http://www.netlib.org/lapack/single/sposv.f,"driver simple, solve A*X = B only",17
18,d,posv,SPD,full,http://www.netlib.org/lapack/double/dposv.f,"driver simple, solve A*X = B only",18
