ctrcon.f,"['NORM', 'UPLO', 'DIAG', 'N', 'A', 'LDA']","['RCOND', 'WORK', 'RWORK', 'INFO']",[]
csycon.f,"['UPLO', 'N', 'A', 'LDA', 'IPIV', 'ANORM']","['RCOND', 'WORK', 'INFO']",[]
dgecon.f,"['NORM', 'N', 'A', 'LDA', 'ANORM']","['RCOND', 'WORK', 'IWORK', 'INFO']",[]
ztrcon.f,"['NORM', 'UPLO', 'DIAG', 'N', 'A', 'LDA']","['RCOND', 'WORK', 'RWORK', 'INFO']",[]
sla_syrcond.f,"['UPLO', 'N', 'A', 'LDA', 'AF', 'LDAF', 'IPIV', 'CMODE', 'C', 'WORK', 'IWORK']",['INFO'],[]
cla_porcond_x.f,"['UPLO', 'N', 'A', 'LDA', 'AF', 'LDAF', 'X', 'WORK', 'RWORK']",['INFO'],[]
cgbcon.f,"['NORM', 'N', 'KL', 'KU', 'AB', 'LDAB', 'IPIV', 'ANORM']","['RCOND', 'WORK', 'RWORK', 'INFO']",[]
cla_syrcond_c.f,"['UPLO', 'N', 'A', 'LDA', 'AF', 'LDAF', 'IPIV', 'C', 'CAPPLY', 'WORK', 'RWORK']",['INFO'],[]
chpcon.f,"['UPLO', 'N', 'AP', 'IPIV', 'ANORM']","['RCOND', 'WORK', 'INFO']",[]
dgtcon.f,"['NORM', 'N', 'DL', 'D', 'DU', 'DU2', 'IPIV', 'ANORM']","['RCOND', 'WORK', 'IWORK', 'INFO']",[]
sla_gbrcond.f,"['TRANS', 'N', 'KL', 'KU', 'AB', 'LDAB', 'AFB', 'LDAFB', 'IPIV', 'CMODE', 'C', 'WORK', 'IWORK']",['INFO'],[]
cpbcon.f,"['UPLO', 'N', 'KD', 'AB', 'LDAB', 'ANORM']","['RCOND', 'WORK', 'RWORK', 'INFO']",[]
zptcon.f,"['N', 'D', 'E', 'ANORM']","['RCOND', 'RWORK', 'INFO']",[]
sppcon.f,"['UPLO', 'N', 'AP', 'ANORM']","['RCOND', 'WORK', 'IWORK', 'INFO']",[]
dla_syrcond.f,"['UPLO', 'N', 'A', 'LDA', 'AF', 'LDAF', 'IPIV', 'CMODE', 'C', 'WORK', 'IWORK']",['INFO'],[]
zhpcon.f,"['UPLO', 'N', 'AP', 'IPIV', 'ANORM']","['RCOND', 'WORK', 'INFO']",[]
sgecon.f,"['NORM', 'N', 'A', 'LDA', 'ANORM']","['RCOND', 'WORK', 'IWORK', 'INFO']",[]
zla_gercond_c.f,"['TRANS', 'N', 'A', 'LDA', 'AF', 'LDAF', 'IPIV', 'C', 'CAPPLY', 'WORK', 'RWORK']",['INFO'],[]
zgecon.f,"['NORM', 'N', 'A', 'LDA', 'ANORM']","['RCOND', 'WORK', 'RWORK', 'INFO']",[]
dla_porcond.f,"['UPLO', 'N', 'A', 'LDA', 'AF', 'LDAF', 'CMODE', 'C', 'WORK', 'IWORK']",['INFO'],[]
dppcon.f,"['UPLO', 'N', 'AP', 'ANORM']","['RCOND', 'WORK', 'IWORK', 'INFO']",[]
spbcon.f,"['UPLO', 'N', 'KD', 'AB', 'LDAB', 'ANORM']","['RCOND', 'WORK', 'IWORK', 'INFO']",[]
dpocon.f,"['UPLO', 'N', 'A', 'LDA', 'ANORM']","['RCOND', 'WORK', 'IWORK', 'INFO']",[]
dtpcon.f,"['NORM', 'UPLO', 'DIAG', 'N', 'AP']","['RCOND', 'WORK', 'IWORK', 'INFO']",[]
zla_gbrcond_c.f,"['TRANS', 'N', 'KL', 'KU', 'AB', 'LDAB', 'AFB', 'LDAFB', 'IPIV', 'C', 'CAPPLY', 'WORK', 'RWORK']",['INFO'],[]
dla_gbrcond.f,"['TRANS', 'N', 'KL', 'KU', 'AB', 'LDAB', 'AFB', 'LDAFB', 'IPIV', 'CMODE', 'C', 'WORK', 'IWORK']",['INFO'],[]
sptcon.f,"['N', 'D', 'E', 'ANORM']","['RCOND', 'WORK', 'INFO']",[]
ctbcon.f,"['NORM', 'UPLO', 'DIAG', 'N', 'KD', 'AB', 'LDAB']","['RCOND', 'WORK', 'RWORK', 'INFO']",[]
zla_gercond_x.f,"['TRANS', 'N', 'A', 'LDA', 'AF', 'LDAF', 'IPIV', 'X', 'WORK', 'RWORK']",['INFO'],[]
zla_hercond_c.f,"['UPLO', 'N', 'A', 'LDA', 'AF', 'LDAF', 'IPIV', 'C', 'CAPPLY', 'WORK', 'RWORK']",['INFO'],[]
strcon.f,"['NORM', 'UPLO', 'DIAG', 'N', 'A', 'LDA']","['RCOND', 'WORK', 'IWORK', 'INFO']",[]
zla_gbrcond_x.f,"['TRANS', 'N', 'KL', 'KU', 'AB', 'LDAB', 'AFB', 'LDAFB', 'IPIV', 'X', 'WORK', 'RWORK']",['INFO'],[]
zla_hercond_x.f,"['UPLO', 'N', 'A', 'LDA', 'AF', 'LDAF', 'IPIV', 'X', 'WORK', 'RWORK']",['INFO'],[]
cla_hercond_x.f,"['UPLO', 'N', 'A', 'LDA', 'AF', 'LDAF', 'IPIV', 'X', 'WORK', 'RWORK']",['INFO'],[]
zla_porcond_x.f,"['UPLO', 'N', 'A', 'LDA', 'AF', 'LDAF', 'X', 'WORK', 'RWORK']",['INFO'],[]
sspcon.f,"['UPLO', 'N', 'AP', 'IPIV', 'ANORM']","['RCOND', 'WORK', 'IWORK', 'INFO']",[]
cla_gbrcond_x.f,"['TRANS', 'N', 'KL', 'KU', 'AB', 'LDAB', 'AFB', 'LDAFB', 'IPIV', 'X', 'WORK', 'RWORK']",['INFO'],[]
cla_gercond_x.f,"['TRANS', 'N', 'A', 'LDA', 'AF', 'LDAF', 'IPIV', 'X', 'WORK', 'RWORK']",['INFO'],[]
