lambda-max-by-magnitude-im,right-bandwidth,avgdistfromdiag,symmetry,n-dummy-rows,blocksize,max-nnzeros-per-row,diag-definite,avgnnzprow,lambda-max-by-magnitude-re,ellipse-cy,nnzup,ruhe75-bound,avg-diag-dist,nnz,lambda-max-by-im-part-im,left-bandwidth,norm1,sigma-min,upband,n-struct-unsymm,lambda-min-by-magnitude-im,diagonal-average,diagonal-dominance,dummy-rows,ritz-values-r,symmetry-snorm,symmetry-fanorm,symmetry-fsnorm,colours,lambda-max-by-im-part-re,col-variability,trace-abs,ritz-values-c,nnzeros,diag-zerostart,loband,positive-fraction,trace,min-nnzeros-per-row,diagonal-sign,row-variability,nrows,lambda-max-by-real-part-im,colour-offsets,n-colours,relsymm,diagonal-variance,departure,nnzlow,n-nonzero-diags,sigma-max,dummy-rows-kind,kappa,n-ritz-values,colour-set-sizes,sigma-diag-dist,symmetry-anorm,ellipse-ax,ellipse-ay,ellipse-cx,normF,normInf,lee95-bound,lambda-max-by-real-part-re,nnzdia,trace-asquared, time, solver, class
0,4535,4,0,0,2358,13,0,4,0,0,9622,2915880,2408.001,24809,0,5307,2316742,1009066,4535,19435,0,0.034719,-4568205,0,0,2284103,6145331,6143704,0,454.5347,31.53712,184.2868,0,24809,2386,5307,0.525,184.2868,2,1,29.00401,5308,0,0,6,0.216615,2.515537,8688507,9879,7953,3015880,0,183.7622,240,0,14946320,2284103,577.5629,100000,-33.38127,8689660,4568205,8688509,490.0896,5308,-20000880000,0.000214,69654763,bad
0,202,3,0,4,21,13,0,3,1000,0,581,23638.73,102.0418,1608,0,329,2004013,23638.89,202,0,0,30361.99,-30291.55,0,0,0,0,0,0,1,36.09691,13055660,0,1608,430,329,0.951807,13055660,1,1,36.09691,430,0,0,4,0,138532.3,36698.58,597,311,2001004,0,12225160,83,0,25586.49,0,1000533,1.172983,1000471,4138865,2004013,0,2001004,430,0,0.000022,29030070,good
0,514,10,0,1,150,27,0,10,-3227847,0,92795,37101.3,192.2968,206076,0,514,4605960,3209391,514,104780,0,1639634,-3619879,0,0,3941380,22775030,260288600,0,1,22.25839,33560040000,0,206076,20468,514,0,-33560040000,1,0,22.25833,20468,0,0,10,0.491547,12321.11,32024920,92813,694,3264398,0,1,4,0,91730.54,1231672,0,0,-3227296,261283100,3619879,32208750,1,20468,6.72E+16,0.001533,29030070,good
0,0,3,0,371,1,5,1,3,0.000274,0,0,0.000568,561.7257,5177,0,1327,0.001127,0.000571,0,3820,0,0.000129,0,0,0,0.000895,0.001252,0.006364,0,0.000227,6.058414,0.175147,0,5177,1357,1327,1,0.175147,1,2,6.058414,1357,0,0,4,0.262121,0.00011,0.00177,3820,977,0.00072,1,165.0752,45,0,1384263,0.000298,0.000296,0.000003,0.0003,0.006486,0.000895,0.00177,0.000597,1357,0.000039,0.01738,32168839,bad
0,0,3,0,371,1,5,1,3,0.000274,0,0,0.000568,561.7257,5177,0,1327,0.001127,0.000571,0,3820,0,0.000129,0,0,0,0.000895,0.001252,0.006364,0,0.000227,6.058414,0.175147,0,5177,1357,1327,1,0.175147,1,2,6.058414,1357,0,0,4,0.262121,0.00011,0.00177,3820,977,0.00072,1,165.0752,45,0,1384263,0.000298,0.000296,0.000003,0.0003,0.006486,0.000895,0.00177,0.000597,1357,0.000039,0.008959,32168837,good
0,0,3,0,371,1,5,1,3,0.000274,0,0,0.000568,561.7257,5177,0,1327,0.001127,0.000571,0,3820,0,0.000129,0,0,0,0.000895,0.001252,0.006364,0,0.000227,6.058414,0.175147,0,5177,1357,1327,1,0.175147,1,2,6.058414,1357,0,0,4,0.262121,0.00011,0.00177,3820,977,0.00072,1,165.0752,45,0,1384263,0.000298,0.000296,0.000003,0.0003,0.006486,0.000895,0.00177,0.000597,1357,0.000039,0.00762,88865076,good
0,0,3,0,371,1,5,1,3,0.000274,0,0,0.000568,561.7257,5177,0,1327,0.001127,0.000571,0,3820,0,0.000129,0,0,0,0.000895,0.001252,0.006364,0,0.000227,6.058414,0.175147,0,5177,1357,1327,1,0.175147,1,2,6.058414,1357,0,0,4,0.262121,0.00011,0.00177,3820,977,0.00072,1,165.0752,45,0,1384263,0.000298,0.000296,0.000003,0.0003,0.006486,0.000895,0.00177,0.000597,1357,0.000039,0.007818,88865077,good
0,0,3,0,371,1,5,1,3,0.000274,0,0,0.000568,561.7257,5177,0,1327,0.001127,0.000571,0,3820,0,0.000129,0,0,0,0.000895,0.001252,0.006364,0,0.000227,6.058414,0.175147,0,5177,1357,1327,1,0.175147,1,2,6.058414,1357,0,0,4,0.262121,0.00011,0.00177,3820,977,0.00072,1,165.0752,45,0,1384263,0.000298,0.000296,0.000003,0.0003,0.006486,0.000895,0.00177,0.000597,1357,0.000039,0.009452,91845162,good
0,0,3,0,371,1,5,1,3,0.000274,0,0,0.000568,561.7257,5177,0,1327,0.001127,0.000571,0,3820,0,0.000129,0,0,0,0.000895,0.001252,0.006364,0,0.000227,6.058414,0.175147,0,5177,1357,1327,1,0.175147,1,2,6.058414,1357,0,0,4,0.262121,0.00011,0.00177,3820,977,0.00072,1,165.0752,45,0,1384263,0.000298,0.000296,0.000003,0.0003,0.006486,0.000895,0.00177,0.000597,1357,0.000039,0.009558,18868442,good
0,0,3,0,371,1,5,1,3,0.000274,0,0,0.000568,561.7257,5177,0,1327,0.001127,0.000571,0,3820,0,0.000129,0,0,0,0.000895,0.001252,0.006364,0,0.000227,6.058414,0.175147,0,5177,1357,1327,1,0.175147,1,2,6.058414,1357,0,0,4,0.262121,0.00011,0.00177,3820,977,0.00072,1,165.0752,45,0,1384263,0.000298,0.000296,0.000003,0.0003,0.006486,0.000895,0.00177,0.000597,1357,0.000039,0.009509,29553943,good
0,0,3,0,371,1,5,1,3,0.000274,0,0,0.000568,561.7257,5177,0,1327,0.001127,0.000571,0,3820,0,0.000129,0,0,0,0.000895,0.001252,0.006364,0,0.000227,6.058414,0.175147,0,5177,1357,1327,1,0.175147,1,2,6.058414,1357,0,0,4,0.262121,0.00011,0.00177,3820,977,0.00072,1,165.0752,45,0,1384263,0.000298,0.000296,0.000003,0.0003,0.006486,0.000895,0.00177,0.000597,1357,0.000039,0.011686,69654763,bad
0,4535,4,0,0,2358,13,0,4,0,0,9622,2915880,2408.001,24809,0,5307,2316742,1009066,4535,19435,0,0.034719,-4568205,0,0,2284103,6145382,6143754,0,0,31.49234,184.2868,0,24809,2386,5307,0.566667,184.2868,2,1,28.97118,5308,0,0,6,0.216615,2.515537,8688578,9879,7953,3015880,0,183.7635,240,0,14946320,2284103,577.5583,100000,-33.38066,8689731,4568205,8688580,490.0896,5308,-20000880000,0.000234,32168839,bad
0,4535,4,0,0,2358,13,0,4,0,0,9622,2915880,2408.001,24809,0,5307,2316742,1009066,4535,19435,0,0.034719,-4568205,0,0,2284103,6145382,6143754,0,0,31.49234,184.2868,0,24809,2386,5307,0.566667,184.2868,2,1,28.97118,5308,0,0,6,0.216615,2.515537,8688578,9879,7953,3015880,0,183.7635,240,0,14946320,2284103,577.5583,100000,-33.38066,8689731,4568205,8688580,490.0896,5308,-20000880000,0.016638,42851841,bad
0,4535,4,0,0,2358,13,0,4,0,0,9622,2915880,2408.001,24809,0,5307,2316742,1009066,4535,19435,0,0.034719,-4568205,0,0,2284103,6145382,6143754,0,0,31.49234,184.2868,0,24809,2386,5307,0.566667,184.2868,2,1,28.97118,5308,0,0,6,0.216615,2.515537,8688578,9879,7953,3015880,0,183.7635,240,0,14946320,2284103,577.5583,100000,-33.38066,8689731,4568205,8688580,490.0896,5308,-20000880000,0.000235,29030070,bad
0,4535,4,0,0,2358,13,0,4,0,0,9622,2915880,2408.001,24809,0,5307,2316742,1009066,4535,19435,0,0.034719,-4568205,0,0,2284103,6145382,6143754,0,0,31.49234,184.2868,0,24809,2386,5307,0.566667,184.2868,2,1,28.97118,5308,0,0,6,0.216615,2.515537,8688578,9879,7953,3015880,0,183.7635,240,0,14946320,2284103,577.5583,100000,-33.38066,8689731,4568205,8688580,490.0896,5308,-20000880000,0.032147,36564232,bad
0,4535,4,0,0,2358,13,0,4,0,0,9622,2915880,2408.001,24809,0,5307,2316742,1009066,4535,19435,0,0.034719,-4568205,0,0,2284103,6145382,6143754,0,0,31.49234,184.2868,0,24809,2386,5307,0.566667,184.2868,2,1,28.97118,5308,0,0,6,0.216615,2.515537,8688578,9879,7953,3015880,0,183.7635,240,0,14946320,2284103,577.5583,100000,-33.38066,8689731,4568205,8688580,490.0896,5308,-20000880000,1.79769313486E308,81986705,bad
0,4535,4,0,0,2358,13,0,4,0,0,9622,2915880,2408.001,24809,0,5307,2316742,1009066,4535,19435,0,0.034719,-4568205,0,0,2284103,6145382,6143754,0,0,31.49234,184.2868,0,24809,2386,5307,0.566667,184.2868,2,1,28.97118,5308,0,0,6,0.216615,2.515537,8688578,9879,7953,3015880,0,183.7635,240,0,14946320,2284103,577.5583,100000,-33.38066,8689731,4568205,8688580,490.0896,5308,-20000880000,0.00017,69654763,bad
0,326,3,0,0,21,13,0,3,1000,0,599,99998.76,106.5514,1648,0,329,2004013,100000,326,0,0,38461.97,-829335.3,0,0,0,0,0,0,1,14.99903,16538650,0,1648,430,329,0.744681,9576482,2,0,14.99903,430,0,0,4,0,157681.4,37057.76,619,321,2001004,0,1580652,94,0,28264.44,0,1415169,0.709327,585835.5,4451169,2004013,0,2001004,430,0,0.011136,89269801,good
0,326,3,0,0,21,13,0,3,1000,0,599,99998.76,106.5514,1648,0,329,2004013,100000,326,0,0,38461.97,-829335.3,0,0,0,0,0,0,1,14.99903,16538650,0,1648,430,329,0.744681,9576482,2,0,14.99903,430,0,0,4,0,157681.4,37057.76,619,321,2001004,0,1580652,94,0,28264.44,0,1415169,0.709327,585835.5,4451169,2004013,0,2001004,430,0,0.010932,7285384,good
0,326,3,0,0,21,13,0,3,1000,0,599,99998.76,106.5514,1648,0,329,2004013,100000,326,0,0,38461.97,-829335.3,0,0,0,0,0,0,1,14.99903,16538650,0,1648,430,329,0.744681,9576482,2,0,14.99903,430,0,0,4,0,157681.4,37057.76,619,321,2001004,0,1580652,94,0,28264.44,0,1415169,0.709327,585835.5,4451169,2004013,0,2001004,430,0,0.012484,30870720,good
0,326,3,0,0,21,13,0,3,1000,0,599,99998.76,106.5514,1648,0,329,2004013,100000,326,0,0,38461.97,-829335.3,0,0,0,0,0,0,1,14.99903,16538650,0,1648,430,329,0.744681,9576482,2,0,14.99903,430,0,0,4,0,157681.4,37057.76,619,321,2001004,0,1580652,94,0,28264.44,0,1415169,0.709327,585835.5,4451169,2004013,0,2001004,430,0,0.011997,36025724,good
0,326,3,0,0,21,13,0,3,1000,0,599,99998.76,106.5514,1648,0,329,2004013,100000,326,0,0,38461.97,-829335.3,0,0,0,0,0,0,1,14.99903,16538650,0,1648,430,329,0.744681,9576482,2,0,14.99903,430,0,0,4,0,157681.4,37057.76,619,321,2001004,0,1580652,94,0,28264.44,0,1415169,0.709327,585835.5,4451169,2004013,0,2001004,430,0,0.009297,91845162,good
0,326,3,0,0,21,13,0,3,1000,0,599,99998.76,106.5514,1648,0,329,2004013,100000,326,0,0,38461.97,-829335.3,0,0,0,0,0,0,1,14.99903,16538650,0,1648,430,329,0.744681,9576482,2,0,14.99903,430,0,0,4,0,157681.4,37057.76,619,321,2001004,0,1580652,94,0,28264.44,0,1415169,0.709327,585835.5,4451169,2004013,0,2001004,430,0,0.010008,95762353,good
0,326,3,0,0,21,13,0,3,1000,0,599,99998.76,106.5514,1648,0,329,2004013,100000,326,0,0,38461.97,-829335.3,0,0,0,0,0,0,1,14.99903,16538650,0,1648,430,329,0.744681,9576482,2,0,14.99903,430,0,0,4,0,157681.4,37057.76,619,321,2001004,0,1580652,94,0,28264.44,0,1415169,0.709327,585835.5,4451169,2004013,0,2001004,430,0,0.009826,18868443,good
0,326,3,0,0,21,13,0,3,1000,0,599,99998.76,106.5514,1648,0,329,2004013,100000,326,0,0,38461.97,-829335.3,0,0,0,0,0,0,1,14.99903,16538650,0,1648,430,329,0.744681,9576482,2,0,14.99903,430,0,0,4,0,157681.4,37057.76,619,321,2001004,0,1580652,94,0,28264.44,0,1415169,0.709327,585835.5,4451169,2004013,0,2001004,430,0,0.011099,30870723,good
0,326,3,0,0,21,13,0,3,1000,0,599,99998.76,106.5514,1648,0,329,2004013,100000,326,0,0,38461.97,-829335.3,0,0,0,0,0,0,1,14.99903,16538650,0,1648,430,329,0.744681,9576482,2,0,14.99903,430,0,0,4,0,157681.4,37057.76,619,321,2001004,0,1580652,94,0,28264.44,0,1415169,0.709327,585835.5,4451169,2004013,0,2001004,430,0,0.010049,7285383,good
0,326,3,0,0,21,13,0,3,1000,0,599,99998.76,106.5514,1648,0,329,2004013,100000,326,0,0,38461.97,-829335.3,0,0,0,0,0,0,1,14.99903,16538650,0,1648,430,329,0.744681,9576482,2,0,14.99903,430,0,0,4,0,157681.4,37057.76,619,321,2001004,0,1580652,94,0,28264.44,0,1415169,0.709327,585835.5,4451169,2004013,0,2001004,430,0,0.011497,37052870,good
0,326,3,0,0,21,13,0,3,1000,0,599,99998.76,106.5514,1648,0,329,2004013,100000,326,0,0,38461.97,-829335.3,0,0,0,0,0,0,1,14.99903,16538650,0,1648,430,329,0.744681,9576482,2,0,14.99903,430,0,0,4,0,157681.4,37057.76,619,321,2001004,0,1580652,94,0,28264.44,0,1415169,0.709327,585835.5,4451169,2004013,0,2001004,430,0,0.011044,37052871,good
0,326,3,0,0,21,13,0,3,1000,0,599,99998.76,106.5514,1648,0,329,2004013,100000,326,0,0,38461.97,-829335.3,0,0,0,0,0,0,1,14.99903,16538650,0,1648,430,329,0.744681,9576482,2,0,14.99903,430,0,0,4,0,157681.4,37057.76,619,321,2001004,0,1580652,94,0,28264.44,0,1415169,0.709327,585835.5,4451169,2004013,0,2001004,430,0,0.011455,38678401,good
0,326,3,0,0,21,13,0,3,1000,0,599,99998.76,106.5514,1648,0,329,2004013,100000,326,0,0,38461.97,-829335.3,0,0,0,0,0,0,1,14.99903,16538650,0,1648,430,329,0.744681,9576482,2,0,14.99903,430,0,0,4,0,157681.4,37057.76,619,321,2001004,0,1580652,94,0,28264.44,0,1415169,0.709327,585835.5,4451169,2004013,0,2001004,430,0,0.010233,37052868,good
0,5307,5,0,0,2780,15,0,5,-2032.577,0,9977,2990138,2424.118,28342,0,4535,2298394,950616.1,5307,22936,0,0.00063,-4530569,0,0,2265285,7869792,7869792,0,2032.574,27.23757,3.343189,0,28342,2797,4535,0.5,-1.343189,2,0,26.28066,5308,0,0,6,0.190742,0.034963,11129550,13057,8286,2992170,0,1.255724,240,0,12601660,2265285,2032.121,1628.705,-0.218008,11129570,4530569,11129570,2032.574,5308,9638097,51.93996,45869638,bad
0,5307,5,0,0,2780,15,0,5,-2032.577,0,9977,2990138,2424.118,28342,0,4535,2298394,950616.1,5307,22936,0,0.00063,-4530569,0,0,2265285,7869792,7869792,0,2032.574,27.23757,3.343189,0,28342,2797,4535,0.5,-1.343189,2,0,26.28066,5308,0,0,6,0.190742,0.034963,11129550,13057,8286,2992170,0,1.255724,240,0,12601660,2265285,2032.121,1628.705,-0.218008,11129570,4530569,11129570,2032.574,5308,9638097,0.016296,7285384,bad
0,5307,5,0,0,2780,15,0,5,-2032.577,0,9977,2990138,2424.118,28342,0,4535,2298394,950616.1,5307,22936,0,0.00063,-4530569,0,0,2265285,7869792,7869792,0,2032.574,27.23757,3.343189,0,28342,2797,4535,0.5,-1.343189,2,0,26.28066,5308,0,0,6,0.190742,0.034963,11129550,13057,8286,2992170,0,1.255724,240,0,12601660,2265285,2032.121,1628.705,-0.218008,11129570,4530569,11129570,2032.574,5308,9638097,0.021355,30870721,bad
0,5307,5,0,0,2780,15,0,5,-2032.577,0,9977,2990138,2424.118,28342,0,4535,2298394,950616.1,5307,22936,0,0.00063,-4530569,0,0,2265285,7869792,7869792,0,2032.574,27.23757,3.343189,0,28342,2797,4535,0.5,-1.343189,2,0,26.28066,5308,0,0,6,0.190742,0.034963,11129550,13057,8286,2992170,0,1.255724,240,0,12601660,2265285,2032.121,1628.705,-0.218008,11129570,4530569,11129570,2032.574,5308,9638097,0.019562,36025724,bad
0,5307,5,0,0,2780,15,0,5,-2032.577,0,9977,2990138,2424.118,28342,0,4535,2298394,950616.1,5307,22936,0,0.00063,-4530569,0,0,2265285,7869792,7869792,0,2032.574,27.23757,3.343189,0,28342,2797,4535,0.5,-1.343189,2,0,26.28066,5308,0,0,6,0.190742,0.034963,11129550,13057,8286,2992170,0,1.255724,240,0,12601660,2265285,2032.121,1628.705,-0.218008,11129570,4530569,11129570,2032.574,5308,9638097,0.029182,32168839,bad
0,5307,5,0,0,2780,15,0,5,-2032.577,0,9977,2990138,2424.118,28342,0,4535,2298394,950616.1,5307,22936,0,0.00063,-4530569,0,0,2265285,7869792,7869792,0,2032.574,27.23757,3.343189,0,28342,2797,4535,0.5,-1.343189,2,0,26.28066,5308,0,0,6,0.190742,0.034963,11129550,13057,8286,2992170,0,1.255724,240,0,12601660,2265285,2032.121,1628.705,-0.218008,11129570,4530569,11129570,2032.574,5308,9638097,0.020056,57331597,bad
0,5307,5,0,0,2780,15,0,5,-2032.577,0,9977,2990138,2424.118,28342,0,4535,2298394,950616.1,5307,22936,0,0.00063,-4530569,0,0,2265285,7869792,7869792,0,2032.574,27.23757,3.343189,0,28342,2797,4535,0.5,-1.343189,2,0,26.28066,5308,0,0,6,0.190742,0.034963,11129550,13057,8286,2992170,0,1.255724,240,0,12601660,2265285,2032.121,1628.705,-0.218008,11129570,4530569,11129570,2032.574,5308,9638097,0.02066,91845162,bad
0,5307,5,0,0,2780,15,0,5,-2032.577,0,9977,2990138,2424.118,28342,0,4535,2298394,950616.1,5307,22936,0,0.00063,-4530569,0,0,2265285,7869792,7869792,0,2032.574,27.23757,3.343189,0,28342,2797,4535,0.5,-1.343189,2,0,26.28066,5308,0,0,6,0.190742,0.034963,11129550,13057,8286,2992170,0,1.255724,240,0,12601660,2265285,2032.121,1628.705,-0.218008,11129570,4530569,11129570,2032.574,5308,9638097,0.028699,57331600,bad
0,5307,5,0,0,2780,15,0,5,-2032.577,0,9977,2990138,2424.118,28342,0,4535,2298394,950616.1,5307,22936,0,0.00063,-4530569,0,0,2265285,7869792,7869792,0,2032.574,27.23757,3.343189,0,28342,2797,4535,0.5,-1.343189,2,0,26.28066,5308,0,0,6,0.190742,0.034963,11129550,13057,8286,2992170,0,1.255724,240,0,12601660,2265285,2032.121,1628.705,-0.218008,11129570,4530569,11129570,2032.574,5308,9638097,0.019651,95762353,bad
0,5307,5,0,0,2780,15,0,5,-2032.577,0,9977,2990138,2424.118,28342,0,4535,2298394,950616.1,5307,22936,0,0.00063,-4530569,0,0,2265285,7869792,7869792,0,2032.574,27.23757,3.343189,0,28342,2797,4535,0.5,-1.343189,2,0,26.28066,5308,0,0,6,0.190742,0.034963,11129550,13057,8286,2992170,0,1.255724,240,0,12601660,2265285,2032.121,1628.705,-0.218008,11129570,4530569,11129570,2032.574,5308,9638097,0.064097,91068411,bad
0,5307,5,0,0,2780,15,0,5,-2032.577,0,9977,2990138,2424.118,28342,0,4535,2298394,950616.1,5307,22936,0,0.00063,-4530569,0,0,2265285,7869792,7869792,0,2032.574,27.23757,3.343189,0,28342,2797,4535,0.5,-1.343189,2,0,26.28066,5308,0,0,6,0.190742,0.034963,11129550,13057,8286,2992170,0,1.255724,240,0,12601660,2265285,2032.121,1628.705,-0.218008,11129570,4530569,11129570,2032.574,5308,9638097,0.04536,8520536,bad
0,5307,5,0,0,2780,15,0,5,-2032.577,0,9977,2990138,2424.118,28342,0,4535,2298394,950616.1,5307,22936,0,0.00063,-4530569,0,0,2265285,7869792,7869792,0,2032.574,27.23757,3.343189,0,28342,2797,4535,0.5,-1.343189,2,0,26.28066,5308,0,0,6,0.190742,0.034963,11129550,13057,8286,2992170,0,1.255724,240,0,12601660,2265285,2032.121,1628.705,-0.218008,11129570,4530569,11129570,2032.574,5308,9638097,0.020836,95762354,bad
0,5307,5,0,0,2780,15,0,5,-2032.577,0,9977,2990138,2424.118,28342,0,4535,2298394,950616.1,5307,22936,0,0.00063,-4530569,0,0,2265285,7869792,7869792,0,2032.574,27.23757,3.343189,0,28342,2797,4535,0.5,-1.343189,2,0,26.28066,5308,0,0,6,0.190742,0.034963,11129550,13057,8286,2992170,0,1.255724,240,0,12601660,2265285,2032.121,1628.705,-0.218008,11129570,4530569,11129570,2032.574,5308,9638097,0.000256,29030070,bad
0,5307,5,0,0,2780,15,0,5,-2032.577,0,9977,2990138,2424.118,28342,0,4535,2298394,950616.1,5307,22936,0,0.00063,-4530569,0,0,2265285,7869792,7869792,0,2032.574,27.23757,3.343189,0,28342,2797,4535,0.5,-1.343189,2,0,26.28066,5308,0,0,6,0.190742,0.034963,11129550,13057,8286,2992170,0,1.255724,240,0,12601660,2265285,2032.121,1628.705,-0.218008,11129570,4530569,11129570,2032.574,5308,9638097,0.021526,30870722,bad
0,5307,5,0,0,2780,15,0,5,-2032.577,0,9977,2990138,2424.118,28342,0,4535,2298394,950616.1,5307,22936,0,0.00063,-4530569,0,0,2265285,7869792,7869792,0,2032.574,27.23757,3.343189,0,28342,2797,4535,0.5,-1.343189,2,0,26.28066,5308,0,0,6,0.190742,0.034963,11129550,13057,8286,2992170,0,1.255724,240,0,12601660,2265285,2032.121,1628.705,-0.218008,11129570,4530569,11129570,2032.574,5308,9638097,0.037524,13323659,bad
0,5307,5,0,0,2780,15,0,5,-2032.577,0,9977,2990138,2424.118,28342,0,4535,2298394,950616.1,5307,22936,0,0.00063,-4530569,0,0,2265285,7869792,7869792,0,2032.574,27.23757,3.343189,0,28342,2797,4535,0.5,-1.343189,2,0,26.28066,5308,0,0,6,0.190742,0.034963,11129550,13057,8286,2992170,0,1.255724,240,0,12601660,2265285,2032.121,1628.705,-0.218008,11129570,4530569,11129570,2032.574,5308,9638097,0.039344,36564233,bad
0,5307,5,0,0,2780,15,0,5,-2032.577,0,9977,2990138,2424.118,28342,0,4535,2298394,950616.1,5307,22936,0,0.00063,-4530569,0,0,2265285,7869792,7869792,0,2032.574,27.23757,3.343189,0,28342,2797,4535,0.5,-1.343189,2,0,26.28066,5308,0,0,6,0.190742,0.034963,11129550,13057,8286,2992170,0,1.255724,240,0,12601660,2265285,2032.121,1628.705,-0.218008,11129570,4530569,11129570,2032.574,5308,9638097,0.000396,36564232,bad
0,5307,5,0,0,2780,15,0,5,-2032.577,0,9977,2990138,2424.118,28342,0,4535,2298394,950616.1,5307,22936,0,0.00063,-4530569,0,0,2265285,7869792,7869792,0,2032.574,27.23757,3.343189,0,28342,2797,4535,0.5,-1.343189,2,0,26.28066,5308,0,0,6,0.190742,0.034963,11129550,13057,8286,2992170,0,1.255724,240,0,12601660,2265285,2032.121,1628.705,-0.218008,11129570,4530569,11129570,2032.574,5308,9638097,1.79769313486E308,81986705,bad
0,5307,5,0,0,2780,15,0,5,-2032.577,0,9977,2990138,2424.118,28342,0,4535,2298394,950616.1,5307,22936,0,0.00063,-4530569,0,0,2265285,7869792,7869792,0,2032.574,27.23757,3.343189,0,28342,2797,4535,0.5,-1.343189,2,0,26.28066,5308,0,0,6,0.190742,0.034963,11129550,13057,8286,2992170,0,1.255724,240,0,12601660,2265285,2032.121,1628.705,-0.218008,11129570,4530569,11129570,2032.574,5308,9638097,0.01899,37052870,bad
0,5307,5,0,0,2780,15,0,5,-2032.577,0,9977,2990138,2424.118,28342,0,4535,2298394,950616.1,5307,22936,0,0.00063,-4530569,0,0,2265285,7869792,7869792,0,2032.574,27.23757,3.343189,0,28342,2797,4535,0.5,-1.343189,2,0,26.28066,5308,0,0,6,0.190742,0.034963,11129550,13057,8286,2992170,0,1.255724,240,0,12601660,2265285,2032.121,1628.705,-0.218008,11129570,4530569,11129570,2032.574,5308,9638097,0.018936,37052871,bad
0,5307,5,0,0,2780,15,0,5,-2032.577,0,9977,2990138,2424.118,28342,0,4535,2298394,950616.1,5307,22936,0,0.00063,-4530569,0,0,2265285,7869792,7869792,0,2032.574,27.23757,3.343189,0,28342,2797,4535,0.5,-1.343189,2,0,26.28066,5308,0,0,6,0.190742,0.034963,11129550,13057,8286,2992170,0,1.255724,240,0,12601660,2265285,2032.121,1628.705,-0.218008,11129570,4530569,11129570,2032.574,5308,9638097,0.039429,36564235,bad
0,5307,5,0,0,2780,15,0,5,-2032.577,0,9977,2990138,2424.118,28342,0,4535,2298394,950616.1,5307,22936,0,0.00063,-4530569,0,0,2265285,7869792,7869792,0,2032.574,27.23757,3.343189,0,28342,2797,4535,0.5,-1.343189,2,0,26.28066,5308,0,0,6,0.190742,0.034963,11129550,13057,8286,2992170,0,1.255724,240,0,12601660,2265285,2032.121,1628.705,-0.218008,11129570,4530569,11129570,2032.574,5308,9638097,0.14802,85490472,bad
0,5307,5,0,0,2780,15,0,5,-2032.577,0,9977,2990138,2424.118,28342,0,4535,2298394,950616.1,5307,22936,0,0.00063,-4530569,0,0,2265285,7869792,7869792,0,2032.574,27.23757,3.343189,0,28342,2797,4535,0.5,-1.343189,2,0,26.28066,5308,0,0,6,0.190742,0.034963,11129550,13057,8286,2992170,0,1.255724,240,0,12601660,2265285,2032.121,1628.705,-0.218008,11129570,4530569,11129570,2032.574,5308,9638097,0.018617,37052869,bad
0,0,20,0,1,1,24,1,20,98572.33,0,0,659623.1,125.9652,112505,0,191,844961.1,659655.3,0,107016,0,129178.9,-118671.3,0,0,794478.4,4915744,15250220,0,36800.5,50.57422,709063000,0,112505,5489,191,1,709063000,1,2,50.57422,5489,0,0,14,0.048789,145878.5,6951913,107016,115,661842.9,1,17787.55,69,0,65952.65,400189,285951.3,194969.8,285983.5,16022920,743995.7,6951913,394289.3,5489,2.08E+14,0.000486,36564232,good
0,153,6,0,0,354,26,0,6,-4.80863,0,1231,1710.346,144.0811,2537,0,363,2286,219.8411,153,0,0,0.000001,-1523.319,0,0,0,0,0,0,3.610765,12.11403,0.000504,0,2537,355,363,0.390244,0.000504,2,1,12.11403,381,0,0,7,0,0.000026,3046.307,925,493,1715.325,0,1.270314,41,0,79480.35,0,4.799783,4.960731,-0.009999,3046.59,1523.319,0,4.789914,381,0,0.000035,29030070,bad
0,153,6,0,0,354,26,0,6,-4.80863,0,1231,1710.346,144.0811,2537,0,363,2286,219.8411,153,0,0,0.000001,-1523.319,0,0,0,0,0,0,3.610765,12.11403,0.000504,0,2537,355,363,0.390244,0.000504,2,1,12.11403,381,0,0,7,0,0.000026,3046.307,925,493,1715.325,0,1.270314,41,0,79480.35,0,4.799783,4.960731,-0.009999,3046.59,1523.319,0,4.789914,381,0,0.000017,36564232,bad
0,153,6,0,0,354,26,0,6,-4.80863,0,1231,1710.346,144.0811,2537,0,363,2286,219.8411,153,0,0,0.000001,-1523.319,0,0,0,0,0,0,3.610765,12.11403,0.000504,0,2537,355,363,0.390244,0.000504,2,1,12.11403,381,0,0,7,0,0.000026,3046.307,925,493,1715.325,0,1.270314,41,0,79480.35,0,4.799783,4.960731,-0.009999,3046.59,1523.319,0,4.789914,381,0,0.000024,37052868,bad
0,24762,6,0,0,18,181,0,6,-364645.6,0,66477,225460.5,8155.592,159981,0,24762,429329.9,241077.7,24762,0,0,1190.735,-429329.9,0,0,0,0,0,0,9120.365,9.381631,29580250,0,159981,24822,24762,0.055556,-29100490,2,0,9.381631,24842,0,0,10,0,9019.722,28257.71,68662,22747,364645.4,0,23.349,36,0,168731800,0,193514.4,13774.89,-171131.2,1953648,429329.9,0,22383.26,24842,0,0.029945,85483012,good
