lambda-max-by-magnitude-im,right-bandwidth,avgdistfromdiag,symmetry,n-dummy-rows,blocksize,max-nnzeros-per-row,diag-definite,avgnnzprow,lambda-max-by-magnitude-re,ellipse-cy,nnzup,ruhe75-bound,avg-diag-dist,nnz,lambda-max-by-im-part-im,left-bandwidth,norm1,sigma-min,upband,n-struct-unsymm,lambda-min-by-magnitude-im,diagonal-average,diagonal-dominance,dummy-rows,ritz-values-r,symmetry-snorm,symmetry-fanorm,symmetry-fsnorm,colours,lambda-max-by-im-part-re,col-variability,trace-abs,ritz-values-c,nnzeros,diag-zerostart,loband,positive-fraction,trace,min-nnzeros-per-row,diagonal-sign,row-variability,nrows,lambda-max-by-real-part-im,colour-offsets,n-colours,relsymm,diagonal-variance,departure,nnzlow,n-nonzero-diags,sigma-max,dummy-rows-kind,kappa,n-ritz-values,colour-set-sizes,sigma-diag-dist,symmetry-anorm,ellipse-ax,ellipse-ay,ellipse-cx,normF,normInf,lee95-bound,lambda-max-by-real-part-re,nnzdia,trace-asquared, time, solver, class
0,4535,4,0,0,2358,13,0,4,0,0,9614,2889389,2407.43,24791,0,5307,2296333,939318.3,4535,0,0,0.034752,-4527171,0,0,0,0,0,0,0,27.93044,184.4662,0,24791,2386,5307,0.491667,184.4662,2,1,29.9565,5308,0,0,6,0,2.517999,8680837,9869,7951,2989389,0,192.0068,240,0,14939860,0,667.8895,100000,-42.91292,8681992,4527171,0,491.2643,5308,0,0.091103,1216556,bad
0,4535,4,0,0,2358,13,0,4,0,0,9614,2889389,2407.43,24791,0,5307,2296333,939318.3,4535,0,0,0.034752,-4527171,0,0,0,0,0,0,0,27.93044,184.4662,0,24791,2386,5307,0.491667,184.4662,2,1,29.9565,5308,0,0,6,0,2.517999,8680837,9869,7951,2989389,0,192.0068,240,0,14939860,0,667.8895,100000,-42.91292,8681992,4527171,0,491.2643,5308,0,0.000216,36025721,bad
0,4535,4,0,0,2358,13,0,4,0,0,9614,2889389,2407.43,24791,0,5307,2296333,939318.3,4535,0,0,0.034752,-4527171,0,0,0,0,0,0,0,27.93044,184.4662,0,24791,2386,5307,0.491667,184.4662,2,1,29.9565,5308,0,0,6,0,2.517999,8680837,9869,7951,2989389,0,192.0068,240,0,14939860,0,667.8895,100000,-42.91292,8681992,4527171,0,491.2643,5308,0,0.033422,37052868,bad
0,4535,4,0,0,2358,13,0,4,0,0,9622,2889389,2408.001,24816,0,5307,2296333,1006940,4535,19442,0,0.034752,-4527171,0,0,2263587,6139938,6138309,0,454.078,28.7351,184.4662,0,24816,2386,5307,0.525,184.4662,2,1,26.60895,5308,0,0,6,0.216554,2.517999,8680877,9886,7953,2989389,0,183.6379,240,0,14946320,2263587,577.7818,100000,-33.23191,8682031,4527171,8680879,491.2643,5308,-20000880000,0.00036,29030070,bad
0,4535,4,0,0,2358,13,0,4,0,0,9622,2889389,2408.001,24816,0,5307,2296333,1006940,4535,19442,0,0.034752,-4527171,0,0,2263587,6139938,6138309,0,454.078,28.7351,184.4662,0,24816,2386,5307,0.525,184.4662,2,1,26.60895,5308,0,0,6,0.216554,2.517999,8680877,9886,7953,2989389,0,183.6379,240,0,14946320,2263587,577.7818,100000,-33.23191,8682031,4527171,8680879,491.2643,5308,-20000880000,0.000274,36564232,bad
0,4535,4,0,0,2358,13,0,4,0,0,9622,2889389,2408.001,24816,0,5307,2296333,1006940,4535,19442,0,0.034752,-4527171,0,0,2263587,6139938,6138309,0,454.078,28.7351,184.4662,0,24816,2386,5307,0.525,184.4662,2,1,26.60895,5308,0,0,6,0.216554,2.517999,8680877,9886,7953,2989389,0,183.6379,240,0,14946320,2263587,577.7818,100000,-33.23191,8682031,4527171,8680879,491.2643,5308,-20000880000,1.79769313486E308,81986705,bad
0,5307,5,0,0,2780,15,0,5,-35.17876,0,9768,53399.74,2427.391,28845,0,4535,45386.36,18105.65,5307,23443,0,0.000021,-80906.14,0,0,40453.08,150762.8,150762.8,0,35.17646,28.93934,0.110294,0,28845,2797,4535,0.5,0.074235,2,0,27.24262,5308,0,0,6,0.187277,0.00129,213210.5,13769,8307,53434.82,0,1.195174,240,0,12697670,40453.08,34.99241,31.02565,0.082455,213210.8,80906.14,213210.8,35.17646,5308,2944.95,0.000515,29030070,bad
0,5307,5,0,0,2780,15,0,5,-35.17876,0,9768,53399.74,2427.391,28845,0,4535,45386.36,18105.65,5307,23443,0,0.000021,-80906.14,0,0,40453.08,150762.8,150762.8,0,35.17646,28.93934,0.110294,0,28845,2797,4535,0.5,0.074235,2,0,27.24262,5308,0,0,6,0.187277,0.00129,213210.5,13769,8307,53434.82,0,1.195174,240,0,12697670,40453.08,34.99241,31.02565,0.082455,213210.8,80906.14,213210.8,35.17646,5308,2944.95,0.000611,36564232,bad
0,5307,5,0,0,2780,15,0,5,-35.17876,0,9768,53399.74,2427.391,28845,0,4535,45386.36,18105.65,5307,23443,0,0.000021,-80906.14,0,0,40453.08,150762.8,150762.8,0,35.17646,28.93934,0.110294,0,28845,2797,4535,0.5,0.074235,2,0,27.24262,5308,0,0,6,0.187277,0.00129,213210.5,13769,8307,53434.82,0,1.195174,240,0,12697670,40453.08,34.99241,31.02565,0.082455,213210.8,80906.14,213210.8,35.17646,5308,2944.95,1.79769313486E308,81986705,bad
0,5307,5,0,0,2780,15,0,5,-35.17876,0,9768,53399.74,2427.391,28845,0,4535,45386.36,18105.65,5307,23443,0,0.000021,-80906.14,0,0,40453.08,150762.8,150762.8,0,35.17646,28.93934,0.110294,0,28845,2797,4535,0.5,0.074235,2,0,27.24262,5308,0,0,6,0.187277,0.00129,213210.5,13769,8307,53434.82,0,1.195174,240,0,12697670,40453.08,34.99241,31.02565,0.082455,213210.8,80906.14,213210.8,35.17646,5308,2944.95,0.000279,37052868,bad
0,4535,4,0,0,2358,13,0,4,0,0,9622,2863795,2407.734,24809,0,5307,2276611,937583.4,4535,0,0,0.035073,-4487511,0,0,0,0,0,0,0,28.93907,186.1699,0,24809,2386,5307,0.483333,186.1699,2,1,26.49207,5308,0,0,6,0,2.541382,8690481,9879,7952,2963795,0,194.9634,240,0,14946190,0,671.2212,100000,-46.87728,8691634,4487511,0,490.6939,5308,0,0.01792,36025724,bad
0,4535,4,0,0,2358,13,0,4,0,0,9622,2863795,2407.734,24809,0,5307,2276611,937583.4,4535,0,0,0.035073,-4487511,0,0,0,0,0,0,0,28.93907,186.1699,0,24809,2386,5307,0.483333,186.1699,2,1,26.49207,5308,0,0,6,0,2.541382,8690481,9879,7952,2963795,0,194.9634,240,0,14946190,0,671.2212,100000,-46.87728,8691634,4487511,0,490.6939,5308,0,0.089749,17734818,bad
0,4535,4,0,0,2358,13,0,4,0,0,9622,2863795,2407.734,24809,0,5307,2276611,937583.4,4535,0,0,0.035073,-4487511,0,0,0,0,0,0,0,28.93907,186.1699,0,24809,2386,5307,0.483333,186.1699,2,1,26.49207,5308,0,0,6,0,2.541382,8690481,9879,7952,2963795,0,194.9634,240,0,14946190,0,671.2212,100000,-46.87728,8691634,4487511,0,490.6939,5308,0,0.016615,32168839,bad
0,4535,4,0,0,2358,13,0,4,0,0,9622,2863795,2407.734,24809,0,5307,2276611,937583.4,4535,0,0,0.035073,-4487511,0,0,0,0,0,0,0,28.93907,186.1699,0,24809,2386,5307,0.483333,186.1699,2,1,26.49207,5308,0,0,6,0,2.541382,8690481,9879,7952,2963795,0,194.9634,240,0,14946190,0,671.2212,100000,-46.87728,8691634,4487511,0,490.6939,5308,0,0.037067,95762353,bad
0,4535,4,0,0,2358,13,0,4,0,0,9622,2863795,2407.734,24809,0,5307,2276611,937583.4,4535,0,0,0.035073,-4487511,0,0,0,0,0,0,0,28.93907,186.1699,0,24809,2386,5307,0.483333,186.1699,2,1,26.49207,5308,0,0,6,0,2.541382,8690481,9879,7952,2963795,0,194.9634,240,0,14946190,0,671.2212,100000,-46.87728,8691634,4487511,0,490.6939,5308,0,0.03226,95762354,bad
0,4535,4,0,0,2358,13,0,4,0,0,9622,2863795,2407.734,24809,0,5307,2276611,937583.4,4535,0,0,0.035073,-4487511,0,0,0,0,0,0,0,28.93907,186.1699,0,24809,2386,5307,0.483333,186.1699,2,1,26.49207,5308,0,0,6,0,2.541382,8690481,9879,7952,2963795,0,194.9634,240,0,14946190,0,671.2212,100000,-46.87728,8691634,4487511,0,490.6939,5308,0,0.040539,29030070,bad
0,4535,4,0,0,2358,13,0,4,0,0,9622,2863795,2407.734,24809,0,5307,2276611,937583.4,4535,0,0,0.035073,-4487511,0,0,0,0,0,0,0,28.93907,186.1699,0,24809,2386,5307,0.483333,186.1699,2,1,26.49207,5308,0,0,6,0,2.541382,8690481,9879,7952,2963795,0,194.9634,240,0,14946190,0,671.2212,100000,-46.87728,8691634,4487511,0,490.6939,5308,0,0.000278,36564232,bad
0,4535,4,0,0,2358,13,0,4,0,0,9622,2863795,2407.734,24809,0,5307,2276611,937583.4,4535,0,0,0.035073,-4487511,0,0,0,0,0,0,0,28.93907,186.1699,0,24809,2386,5307,0.483333,186.1699,2,1,26.49207,5308,0,0,6,0,2.541382,8690481,9879,7952,2963795,0,194.9634,240,0,14946190,0,671.2212,100000,-46.87728,8691634,4487511,0,490.6939,5308,0,1.79769313486E308,81986705,bad
0,4535,4,0,0,2358,13,0,4,0,0,9622,2863795,2407.734,24809,0,5307,2276611,937583.4,4535,0,0,0.035073,-4487511,0,0,0,0,0,0,0,28.93907,186.1699,0,24809,2386,5307,0.483333,186.1699,2,1,26.49207,5308,0,0,6,0,2.541382,8690481,9879,7952,2963795,0,194.9634,240,0,14946190,0,671.2212,100000,-46.87728,8691634,4487511,0,490.6939,5308,0,0.000278,37052868,bad
0,5307,5,0,0,2780,15,0,5,-33.39543,0,9764,50812.22,2427.031,28848,0,4535,45348.06,17206.74,5307,0,0,0.00002,-76988.58,0,0,0,0,0,0,33.39287,29.3272,0.104154,0,28848,2797,4535,0.495833,0.069741,2,0,27.41537,5308,0,0,6,0,0.001216,204285.1,13776,8309,50850.97,0,1.571096,240,0,12696190,0,34.43819,33.4492,-1.036982,204285.4,76988.58,0,33.39287,5308,0,52.14923,45869638,bad
0,5307,5,0,0,2780,15,0,5,-33.39543,0,9764,50812.22,2427.031,28848,0,4535,45348.06,17206.74,5307,0,0,0.00002,-76988.58,0,0,0,0,0,0,33.39287,29.3272,0.104154,0,28848,2797,4535,0.495833,0.069741,2,0,27.41537,5308,0,0,6,0,0.001216,204285.1,13776,8309,50850.97,0,1.571096,240,0,12696190,0,34.43819,33.4492,-1.036982,204285.4,76988.58,0,33.39287,5308,0,52.15672,45869637,bad
0,5307,5,0,0,2780,15,0,5,-33.39543,0,9764,50812.22,2427.031,28848,0,4535,45348.06,17206.74,5307,0,0,0.00002,-76988.58,0,0,0,0,0,0,33.39287,29.3272,0.104154,0,28848,2797,4535,0.495833,0.069741,2,0,27.41537,5308,0,0,6,0,0.001216,204285.1,13776,8309,50850.97,0,1.571096,240,0,12696190,0,34.43819,33.4492,-1.036982,204285.4,76988.58,0,33.39287,5308,0,0.021561,30870721,bad
0,5307,5,0,0,2780,15,0,5,-33.39543,0,9764,50812.22,2427.031,28848,0,4535,45348.06,17206.74,5307,0,0,0.00002,-76988.58,0,0,0,0,0,0,33.39287,29.3272,0.104154,0,28848,2797,4535,0.495833,0.069741,2,0,27.41537,5308,0,0,6,0,0.001216,204285.1,13776,8309,50850.97,0,1.571096,240,0,12696190,0,34.43819,33.4492,-1.036982,204285.4,76988.58,0,33.39287,5308,0,0.000432,32168839,bad
0,5307,5,0,0,2780,15,0,5,-33.39543,0,9764,50812.22,2427.031,28848,0,4535,45348.06,17206.74,5307,0,0,0.00002,-76988.58,0,0,0,0,0,0,33.39287,29.3272,0.104154,0,28848,2797,4535,0.495833,0.069741,2,0,27.41537,5308,0,0,6,0,0.001216,204285.1,13776,8309,50850.97,0,1.571096,240,0,12696190,0,34.43819,33.4492,-1.036982,204285.4,76988.58,0,33.39287,5308,0,0.035947,42851841,bad
0,5307,5,0,0,2780,15,0,5,-33.39543,0,9764,50812.22,2427.031,28848,0,4535,45348.06,17206.74,5307,0,0,0.00002,-76988.58,0,0,0,0,0,0,33.39287,29.3272,0.104154,0,28848,2797,4535,0.495833,0.069741,2,0,27.41537,5308,0,0,6,0,0.001216,204285.1,13776,8309,50850.97,0,1.571096,240,0,12696190,0,34.43819,33.4492,-1.036982,204285.4,76988.58,0,33.39287,5308,0,0.000411,29030070,bad
0,5307,5,0,0,2780,15,0,5,-33.39543,0,9764,50812.22,2427.031,28848,0,4535,45348.06,17206.74,5307,0,0,0.00002,-76988.58,0,0,0,0,0,0,33.39287,29.3272,0.104154,0,28848,2797,4535,0.495833,0.069741,2,0,27.41537,5308,0,0,6,0,0.001216,204285.1,13776,8309,50850.97,0,1.571096,240,0,12696190,0,34.43819,33.4492,-1.036982,204285.4,76988.58,0,33.39287,5308,0,0.032397,30870722,bad
0,5307,5,0,0,2780,15,0,5,-33.39543,0,9764,50812.22,2427.031,28848,0,4535,45348.06,17206.74,5307,0,0,0.00002,-76988.58,0,0,0,0,0,0,33.39287,29.3272,0.104154,0,28848,2797,4535,0.495833,0.069741,2,0,27.41537,5308,0,0,6,0,0.001216,204285.1,13776,8309,50850.97,0,1.571096,240,0,12696190,0,34.43819,33.4492,-1.036982,204285.4,76988.58,0,33.39287,5308,0,0.000424,36564232,bad
0,5307,5,0,0,2780,15,0,5,-33.39543,0,9764,50812.22,2427.031,28848,0,4535,45348.06,17206.74,5307,0,0,0.00002,-76988.58,0,0,0,0,0,0,33.39287,29.3272,0.104154,0,28848,2797,4535,0.495833,0.069741,2,0,27.41537,5308,0,0,6,0,0.001216,204285.1,13776,8309,50850.97,0,1.571096,240,0,12696190,0,34.43819,33.4492,-1.036982,204285.4,76988.58,0,33.39287,5308,0,1.79769313486E308,81986705,bad
0,5307,5,0,0,2780,15,0,5,-33.39543,0,9764,50812.22,2427.031,28848,0,4535,45348.06,17206.74,5307,0,0,0.00002,-76988.58,0,0,0,0,0,0,33.39287,29.3272,0.104154,0,28848,2797,4535,0.495833,0.069741,2,0,27.41537,5308,0,0,6,0,0.001216,204285.1,13776,8309,50850.97,0,1.571096,240,0,12696190,0,34.43819,33.4492,-1.036982,204285.4,76988.58,0,33.39287,5308,0,0.035965,37052870,bad
0,5307,5,0,0,2780,15,0,5,-33.39543,0,9764,50812.22,2427.031,28848,0,4535,45348.06,17206.74,5307,0,0,0.00002,-76988.58,0,0,0,0,0,0,33.39287,29.3272,0.104154,0,28848,2797,4535,0.495833,0.069741,2,0,27.41537,5308,0,0,6,0,0.001216,204285.1,13776,8309,50850.97,0,1.571096,240,0,12696190,0,34.43819,33.4492,-1.036982,204285.4,76988.58,0,33.39287,5308,0,0.039957,37052869,bad
0,4535,4,0,0,2358,13,0,4,0,0,9616,2855328,2407.284,24790,0,5307,2270087,936210.4,4535,0,0,0.035059,-4474379,0,0,0,0,0,0,0,28.94268,186.0925,0,24790,2386,5307,0.495833,186.0925,2,1,26.7714,5308,0,0,6,0,2.540319,8657358,9866,7949,2955328,0,203.6607,240,0,14934340,0,673.8211,100000,-51.98303,8658516,4474379,0,488.377,5308,0,0.021217,89269804,bad
0,4535,4,0,0,2358,13,0,4,0,0,9616,2855328,2407.284,24790,0,5307,2270087,936210.4,4535,0,0,0.035059,-4474379,0,0,0,0,0,0,0,28.94268,186.0925,0,24790,2386,5307,0.495833,186.0925,2,1,26.7714,5308,0,0,6,0,2.540319,8657358,9866,7949,2955328,0,203.6607,240,0,14934340,0,673.8211,100000,-51.98303,8658516,4474379,0,488.377,5308,0,0.00035,32168839,bad
0,4535,4,0,0,2358,13,0,4,0,0,9616,2855328,2407.284,24790,0,5307,2270087,936210.4,4535,0,0,0.035059,-4474379,0,0,0,0,0,0,0,28.94268,186.0925,0,24790,2386,5307,0.495833,186.0925,2,1,26.7714,5308,0,0,6,0,2.540319,8657358,9866,7949,2955328,0,203.6607,240,0,14934340,0,673.8211,100000,-51.98303,8658516,4474379,0,488.377,5308,0,0.016106,57331597,bad
0,4535,4,0,0,2358,13,0,4,0,0,9616,2855328,2407.284,24790,0,5307,2270087,936210.4,4535,0,0,0.035059,-4474379,0,0,0,0,0,0,0,28.94268,186.0925,0,24790,2386,5307,0.495833,186.0925,2,1,26.7714,5308,0,0,6,0,2.540319,8657358,9866,7949,2955328,0,203.6607,240,0,14934340,0,673.8211,100000,-51.98303,8658516,4474379,0,488.377,5308,0,48.80587,12321508,bad
