@ATTRIBUTE ellipse-ax NUMERIC
@ATTRIBUTE ellipse-ay NUMERIC
@ATTRIBUTE ellipse-cx NUMERIC
@ATTRIBUTE normF NUMERIC
@ATTRIBUTE normInf NUMERIC
@ATTRIBUTE lambda-max-by-real-part-im NUMERIC
@ATTRIBUTE lambda-max-by-real-part-re NUMERIC
@ATTRIBUTE nnzdia NUMERIC
@ATTRIBUTE avgdistfromdiag NUMERIC
@ATTRIBUTE solver {"11256944","99720138","11256942","11256943","11256941","42851841","81986705","82456576","53362206","45869639","45869638","45869637","12321508","30870723","53302993","44526267","90783920","30870722","30870721","30870720","36564233","36564232","36564235","36564234","13323659","95762355","95762354","95762353","95762352","45869640"}
@ATTRIBUTE class {good,bad}
@DATA

?,30586,56354,?,1,73,1,11,0.01042313,?,172782,164.8441,16291.27,381326,0.01042313,?,30585,814.2132,68.02856,30586,381326,?,0.005507938,-61.06733,?,?,175775,?,0.01042313,10.0,180.4896,?,32769,30585,1.0,180.4896,5,2,10.0,32769,?,7,0.008576546,3856.841,?,173.2792,165.3063,?,607139200.0,44,0.01666955,0.4617992,0.01933694,3901.772,61.07267,?,0.02880771,32769,11,"82456576",bad
?,30586,56354,?,1,73,1,11,0.01042313,?,172782,164.8441,16291.27,381326,0.01042313,?,30585,814.2132,68.02856,30586,381326,?,0.005507938,-61.06733,?,?,175775,?,0.01042313,10.0,180.4896,?,32769,30585,1.0,180.4896,5,2,10.0,32769,?,7,0.008576546,3856.841,?,173.2792,165.3063,?,607139200.0,44,0.01666955,0.4617992,0.01933694,3901.772,61.07267,?,0.02880771,32769,11,"12321508",bad
?,30586,56354,?,1,73,1,11,0.01042313,?,172782,164.8441,16291.27,381326,0.01042313,?,30585,814.2132,68.02856,30586,381326,?,0.005507938,-61.06733,?,?,175775,?,0.01042313,10.0,180.4896,?,32769,30585,1.0,180.4896,5,2,10.0,32769,?,7,0.008576546,3856.841,?,173.2792,165.3063,?,607139200.0,44,0.01666955,0.4617992,0.01933694,3901.772,61.07267,?,0.02880771,32769,11,"95762354",bad
?,30586,56354,?,1,73,1,11,0.01042315,?,172782,1652.6,16291.27,381326,0.01042315,?,30585,8141.743,680.2856,30586,381326,?,0.005507938,-610.6973,?,?,175775,?,0.01042315,11.0,180.4896,?,32769,30585,1.0,180.4896,5,2,11.0,32769,?,7,0.008576546,39009.94,?,173.3017,1653.063,?,607139200.0,47,0.03205079,0.4617688,0.03471767,39017.72,610.7027,?,0.02880771,32769,11,"11256944",bad
?,30586,56354,?,1,73,1,11,0.01042315,?,172782,1652.6,16291.27,381326,0.01042315,?,30585,8141.743,680.2856,30586,381326,?,0.005507938,-610.6973,?,?,175775,?,0.01042315,11.0,180.4896,?,32769,30585,1.0,180.4896,5,2,11.0,32769,?,7,0.008576546,39009.94,?,173.3017,1653.063,?,607139200.0,47,0.03205079,0.4617688,0.03471767,39017.72,610.7027,?,0.02880771,32769,11,"82456576",bad
?,30586,56354,?,1,73,1,11,0.01042315,?,172782,1652.6,16291.27,381326,0.01042315,?,30585,8141.743,680.2856,30586,381326,?,0.005507938,-610.6973,?,?,175775,?,0.01042315,11.0,180.4896,?,32769,30585,1.0,180.4896,5,2,11.0,32769,?,7,0.008576546,39009.94,?,173.3017,1653.063,?,607139200.0,47,0.03205079,0.4617688,0.03471767,39017.72,610.7027,?,0.02880771,32769,11,"12321508",bad
?,30586,56354,?,1,73,1,11,0.01042315,?,172782,1652.6,16291.27,381326,0.01042315,?,30585,8141.743,680.2856,30586,381326,?,0.005507938,-610.6973,?,?,175775,?,0.01042315,11.0,180.4896,?,32769,30585,1.0,180.4896,5,2,11.0,32769,?,7,0.008576546,39009.94,?,173.3017,1653.063,?,607139200.0,47,0.03205079,0.4617688,0.03471767,39017.72,610.7027,?,0.02880771,32769,11,"95762354",bad
?,30586,56354,?,1,73,1,11,0.01042313,?,172782,16.06842,16291.27,381326,0.01042313,?,30585,81.4602,6.802868,30586,381326,?,0.005507938,-6.104333,?,?,175775,?,0.01042313,9.0,180.4896,?,32769,30585,1.0,180.4896,5,2,9.0,32769,?,7,0.008576546,341.7214,?,173.334,16.53067,?,607139200.0,32,0.01306691,0.4618549,0.01573378,390.1824,6.109667,?,0.02880771,32769,11,"82456576",bad
?,30586,56354,?,1,73,1,11,0.01042313,?,172782,16.06842,16291.27,381326,0.01042313,?,30585,81.4602,6.802868,30586,381326,?,0.005507938,-6.104333,?,?,175775,?,0.01042313,9.0,180.4896,?,32769,30585,1.0,180.4896,5,2,9.0,32769,?,7,0.008576546,341.7214,?,173.334,16.53067,?,607139200.0,32,0.01306691,0.4618549,0.01573378,390.1824,6.109667,?,0.02880771,32769,11,"12321508",bad
?,30586,56354,?,1,73,1,11,0.01042313,?,172782,16.06842,16291.27,381326,0.01042313,?,30585,81.4602,6.802868,30586,381326,?,0.005507938,-6.104333,?,?,175775,?,0.01042313,9.0,180.4896,?,32769,30585,1.0,180.4896,5,2,9.0,32769,?,7,0.008576546,341.7214,?,173.334,16.53067,?,607139200.0,32,0.01306691,0.4618549,0.01573378,390.1824,6.109667,?,0.02880771,32769,11,"95762354",bad
?,?,4,1,1,3,1,2,78.53615,?,?,3.530923e+12,1.5,59990,39.26807,?,3,3.533426e+12,1.17788e+12,?,59990,?,1.177689e+12,-5889602.0,?,?,39992,?,39.26807,5.602017,2.355142e+16,?,19998,3,1.0,2.355142e+16,1,2,5.602017,19998,?,3,1.177807e+12,1.17763e+14,1,1.0,3.530923e+12,?,10.25,1,?,?,39.26746,2.633366e+14,3.533426e+12,?,2.355613e+12,19998,2,"82456576",bad
?,?,4,1,1,3,1,2,78.53615,?,?,3.530923e+12,1.5,59990,39.26807,?,3,3.533426e+12,1.17788e+12,?,59990,?,1.177689e+12,-5889602.0,?,?,39992,?,39.26807,5.602017,2.355142e+16,?,19998,3,1.0,2.355142e+16,1,2,5.602017,19998,?,3,1.177807e+12,1.17763e+14,1,1.0,3.530923e+12,?,10.25,1,?,?,39.26746,2.633366e+14,3.533426e+12,?,2.355613e+12,19998,2,"12321508",bad
?,?,4,1,1,3,1,2,78.53615,?,?,3.530923e+12,1.5,59990,39.26807,?,3,3.533426e+12,1.17788e+12,?,59990,?,1.177689e+12,-5889602.0,?,?,39992,?,39.26807,5.602017,2.355142e+16,?,19998,3,1.0,2.355142e+16,1,2,5.602017,19998,?,3,1.177807e+12,1.17763e+14,1,1.0,3.530923e+12,?,10.25,1,?,?,39.26746,2.633366e+14,3.533426e+12,?,2.355613e+12,19998,2,"95762354",good
?,?,9213,10217,1,950,?,5,0.38433,?,?,1809.777,13658.6,92217,-1e-08,?,18353,473333.5,1809.777,?,92217,?,76.22558,-2144.357,?,?,73863,?,0.3307678,8.0,1399044.0,?,18354,18353,0.9761905,1399044.0,1,?,9.357463,18354,?,2,5229.651,549.9044,1,4233652000.0,473332.5,?,753794100.0,84,236666.2,?,236666.2,708572.6,473332.5,?,473332.5,18354,5,"82456576",bad
?,?,9213,10217,1,950,?,5,0.38433,?,?,1809.777,13658.6,92217,-1e-08,?,18353,473333.5,1809.777,?,92217,?,76.22558,-2144.357,?,?,73863,?,0.3307678,8.0,1399044.0,?,18354,18353,0.9761905,1399044.0,1,?,9.357463,18354,?,2,5229.651,549.9044,1,4233652000.0,473332.5,?,753794100.0,84,236666.2,?,236666.2,708572.6,473332.5,?,473332.5,18354,5,"12321508",bad
?,?,9213,10217,1,950,?,5,0.38433,?,?,1809.777,13658.6,92217,-1e-08,?,18353,473333.5,1809.777,?,92217,?,76.22558,-2144.357,?,?,73863,?,0.3307678,8.0,1399044.0,?,18354,18353,0.9761905,1399044.0,1,?,9.357463,18354,?,2,5229.651,549.9044,1,4233652000.0,473332.5,?,753794100.0,84,236666.2,?,236666.2,708572.6,473332.5,?,473332.5,18354,5,"95762354",good
?,?,10917,12176,1,1532,?,4,0.2770201,?,?,3459.305,15468.15,89087,-1e-08,?,21131,153153.1,3459.305,?,89087,?,14.12113,-2784.218,?,?,67955,?,0.2047574,17.52817,298407.7,?,21132,21131,0.9666667,298407.7,1,?,17.15871,21132,?,2,1070.495,230.0603,1,1.537092e+13,153152.1,?,968465000.0,60,76576.07,?,76576.07,155630.0,153152.1,?,153152.1,21132,4,"11256944",bad
?,?,10917,12176,1,1532,?,4,0.2770201,?,?,3459.305,15468.15,89087,-1e-08,?,21131,153153.1,3459.305,?,89087,?,14.12113,-2784.218,?,?,67955,?,0.2047574,17.52817,298407.7,?,21132,21131,0.9666667,298407.7,1,?,17.15871,21132,?,2,1070.495,230.0603,1,1.537092e+13,153152.1,?,968465000.0,60,76576.07,?,76576.07,155630.0,153152.1,?,153152.1,21132,4,"82456576",bad
?,?,10917,12176,1,1532,?,4,0.2770201,?,?,3459.305,15468.15,89087,-1e-08,?,21131,153153.1,3459.305,?,89087,?,14.12113,-2784.218,?,?,67955,?,0.2047574,17.52817,298407.7,?,21132,21131,0.9666667,298407.7,1,?,17.15871,21132,?,2,1070.495,230.0603,1,1.537092e+13,153152.1,?,968465000.0,60,76576.07,?,76576.07,155630.0,153152.1,?,153152.1,21132,4,"12321508",bad
?,?,10917,12176,1,1532,?,4,0.2770201,?,?,3459.305,15468.15,89087,-1e-08,?,21131,153153.1,3459.305,?,89087,?,14.12113,-2784.218,?,?,67955,?,0.2047574,17.52817,298407.7,?,21132,21131,0.9666667,298407.7,1,?,17.15871,21132,?,2,1070.495,230.0603,1,1.537092e+13,153152.1,?,968465000.0,60,76576.07,?,76576.07,155630.0,153152.1,?,153152.1,21132,4,"95762354",good
?,?,5510,6254,1,780,?,4,1.089006,?,?,2794.771,7899.428,47864,-1e-08,?,10727,37329.74,2794.771,?,47864,?,17.03365,-1434.671,?,?,37136,?,0.9454647,14.48836,182737.0,?,10728,10727,1.0,182737.0,1,?,15.90564,10728,?,2,529.8323,247.0513,1,52201110.0,37328.74,?,252378800.0,78,18664.37,?,18664.37,54906.85,37328.74,?,37328.74,10728,4,"82456576",bad
?,?,5510,6254,1,780,?,4,1.089006,?,?,2794.771,7899.428,47864,-1e-08,?,10727,37329.74,2794.771,?,47864,?,17.03365,-1434.671,?,?,37136,?,0.9454647,14.48836,182737.0,?,10728,10727,1.0,182737.0,1,?,15.90564,10728,?,2,529.8323,247.0513,1,52201110.0,37328.74,?,252378800.0,78,18664.37,?,18664.37,54906.85,37328.74,?,37328.74,10728,4,"12321508",bad
?,?,5510,6254,1,780,?,4,1.089006,?,?,2794.771,7899.428,47864,-1e-08,?,10727,37329.74,2794.771,?,47864,?,17.03365,-1434.671,?,?,37136,?,0.9454647,14.48836,182737.0,?,10728,10727,1.0,182737.0,1,?,15.90564,10728,?,2,529.8323,247.0513,1,52201110.0,37328.74,?,252378800.0,78,18664.37,?,18664.37,54906.85,37328.74,?,37328.74,10728,4,"95762354",good
?,?,6352,6892,1,51,?,7,0.03250064,?,?,306.7337,10023.11,93829,-1e-08,?,13205,369568.3,306.7346,?,93829,?,122.0514,-1857.0,?,?,80623,?,0.03936588,9.367503,1611811.0,?,13206,13205,0.9655172,1611811.0,1,?,9.80618,13206,?,2,4858.476,534.7821,1,391321400.0,365772.6,?,405261900.0,58,182886.3,?,182886.3,558499.6,365772.6,?,365772.6,13206,7,"82456576",bad
?,?,6352,6892,1,51,?,7,0.03250064,?,?,306.7337,10023.11,93829,-1e-08,?,13205,369568.3,306.7346,?,93829,?,122.0514,-1857.0,?,?,80623,?,0.03936588,9.367503,1611811.0,?,13206,13205,0.9655172,1611811.0,1,?,9.80618,13206,?,2,4858.476,534.7821,1,391321400.0,365772.6,?,405261900.0,58,182886.3,?,182886.3,558499.6,365772.6,?,365772.6,13206,7,"12321508",bad
?,?,6352,6892,1,51,?,7,0.03250064,?,?,306.7337,10023.11,93829,-1e-08,?,13205,369568.3,306.7346,?,93829,?,122.0514,-1857.0,?,?,80623,?,0.03936588,9.367503,1611811.0,?,13206,13205,0.9655172,1611811.0,1,?,9.80618,13206,?,2,4858.476,534.7821,1,391321400.0,365772.6,?,405261900.0,58,182886.3,?,182886.3,558499.6,365772.6,?,365772.6,13206,7,"95762354",good
?,?,7038,8083,1,140,?,4,0.4930235,?,?,120.5636,11243.25,72655,-1e-08,?,14868,2096.167,120.566,?,72655,?,0.479883,-2207.757,?,?,57742,?,0.4012727,8.0,7156.495,?,14913,14868,0.9777778,7156.495,1,?,10.04766,14913,?,2,9.707441,451.9705,1,418732.3,1007.854,?,509968400.0,90,503.9281,?,503.9257,1270.051,2207.757,?,1007.854,14913,4,"82456576",bad
?,?,7038,8083,1,140,?,4,0.4930235,?,?,120.5636,11243.25,72655,-1e-08,?,14868,2096.167,120.566,?,72655,?,0.479883,-2207.757,?,?,57742,?,0.4012727,8.0,7156.495,?,14913,14868,0.9777778,7156.495,1,?,10.04766,14913,?,2,9.707441,451.9705,1,418732.3,1007.854,?,509968400.0,90,503.9281,?,503.9257,1270.051,2207.757,?,1007.854,14913,4,"12321508",bad
?,?,7038,8083,1,140,?,4,0.4930235,?,?,120.5636,11243.25,72655,-1e-08,?,14868,2096.167,120.566,?,72655,?,0.479883,-2207.757,?,?,57742,?,0.4012727,8.0,7156.495,?,14913,14868,0.9777778,7156.495,1,?,10.04766,14913,?,2,9.707441,451.9705,1,418732.3,1007.854,?,509968400.0,90,503.9281,?,503.9257,1270.051,2207.757,?,1007.854,14913,4,"95762354",good
?,?,7668,8702,1,630,?,7,0.00241588,?,?,459.4059,10958.44,113372,-1e-08,?,14870,375384.1,459.4062,?,113372,?,25.26885,-3071.0,?,?,98029,?,0.0023374,8.0,387699.9,?,15343,14870,0.9736842,387699.9,1,?,9.681241,15343,?,2,3030.676,387.6696,1,1130046000.0,375383.1,?,485763000.0,76,187691.5,?,187691.5,375413.5,375383.1,?,375383.1,15343,7,"82456576",bad
?,?,7668,8702,1,630,?,7,0.00241588,?,?,459.4059,10958.44,113372,-1e-08,?,14870,375384.1,459.4062,?,113372,?,25.26885,-3071.0,?,?,98029,?,0.0023374,8.0,387699.9,?,15343,14870,0.9736842,387699.9,1,?,9.681241,15343,?,2,3030.676,387.6696,1,1130046000.0,375383.1,?,485763000.0,76,187691.5,?,187691.5,375413.5,375383.1,?,375383.1,15343,7,"12321508",bad
?,?,7668,8702,1,630,?,7,0.00241588,?,?,459.4059,10958.44,113372,-1e-08,?,14870,375384.1,459.4062,?,113372,?,25.26885,-3071.0,?,?,98029,?,0.0023374,8.0,387699.9,?,15343,14870,0.9736842,387699.9,1,?,9.681241,15343,?,2,3030.676,387.6696,1,1130046000.0,375383.1,?,485763000.0,76,187691.5,?,187691.5,375413.5,375383.1,?,375383.1,15343,7,"95762354",bad
?,?,4862,5477,1,48,?,4,0.2581639,?,?,190.2602,7486.989,45721,-1e-08,?,9932,3627.23,190.2622,?,45721,?,4.907241,-2269.0,?,?,35780,?,1463.723,8.0,48782.88,?,9941,9932,0.9714286,48782.88,1,?,9.924279,9941,?,2,53.38059,644.9117,1,743945.5,1466.948,?,226256600.0,70,731.8623,?,731.8603,5383.498,2269.0,?,1463.723,9941,4,"82456576",bad
?,?,4862,5477,1,48,?,4,0.2581639,?,?,190.2602,7486.989,45721,-1e-08,?,9932,3627.23,190.2622,?,45721,?,4.907241,-2269.0,?,?,35780,?,1463.723,8.0,48782.88,?,9941,9932,0.9714286,48782.88,1,?,9.924279,9941,?,2,53.38059,644.9117,1,743945.5,1466.948,?,226256600.0,70,731.8623,?,731.8603,5383.498,2269.0,?,1463.723,9941,4,"12321508",bad
?,?,4862,5477,1,48,?,4,0.2581639,?,?,190.2602,7486.989,45721,-1e-08,?,9932,3627.23,190.2622,?,45721,?,4.907241,-2269.0,?,?,35780,?,1463.723,8.0,48782.88,?,9941,9932,0.9714286,48782.88,1,?,9.924279,9941,?,2,53.38059,644.9117,1,743945.5,1466.948,?,226256600.0,70,731.8623,?,731.8603,5383.498,2269.0,?,1463.723,9941,4,"95762354",bad
?,?,4993,5449,1,836,?,5,0.004084553,?,?,6986.319,7028.901,55757,-1e-08,?,9627,47878.38,6986.327,?,55757,?,29.94996,-1770.775,?,?,45988,?,0.170447,17.95576,292581.1,?,9769,9627,0.9803922,292581.1,1,?,16.55665,9769,?,2,855.8536,473.9143,1,6394431.0,47781.87,?,199868000.0,102,23890.93,?,23890.93,84644.18,47781.86,?,47781.86,9769,5,"82456576",bad
?,?,4993,5449,1,836,?,5,0.004084553,?,?,6986.319,7028.901,55757,-1e-08,?,9627,47878.38,6986.327,?,55757,?,29.94996,-1770.775,?,?,45988,?,0.170447,17.95576,292581.1,?,9769,9627,0.9803922,292581.1,1,?,16.55665,9769,?,2,855.8536,473.9143,1,6394431.0,47781.87,?,199868000.0,102,23890.93,?,23890.93,84644.18,47781.86,?,47781.86,9769,5,"12321508",bad
?,?,4993,5449,1,836,?,5,0.004084553,?,?,6986.319,7028.901,55757,-1e-08,?,9627,47878.38,6986.327,?,55757,?,29.94996,-1770.775,?,?,45988,?,0.170447,17.95576,292581.1,?,9769,9627,0.9803922,292581.1,1,?,16.55665,9769,?,2,855.8536,473.9143,1,6394431.0,47781.87,?,199868000.0,102,23890.93,?,23890.93,84644.18,47781.86,?,47781.86,9769,5,"95762354",good
?,?,5359,5930,1,772,?,5,77.33644,?,?,4288.934,7733.021,60378,-1e-08,?,10454,42005.41,4622.903,?,60378,?,15.93904,-3449.0,?,?,49907,?,2417.378,23.91838,166897.7,?,10471,10454,1.0,166897.7,1,?,20.9297,10471,?,2,542.3754,617.7261,1,121.2217,40484.73,?,241749100.0,91,20075.13,?,20409.1,55527.54,40484.24,?,40484.24,10471,5,"82456576",bad
?,?,5359,5930,1,772,?,5,77.33644,?,?,4288.934,7733.021,60378,-1e-08,?,10454,42005.41,4622.903,?,60378,?,15.93904,-3449.0,?,?,49907,?,2417.378,23.91838,166897.7,?,10471,10454,1.0,166897.7,1,?,20.9297,10471,?,2,542.3754,617.7261,1,121.2217,40484.73,?,241749100.0,91,20075.13,?,20409.1,55527.54,40484.24,?,40484.24,10471,5,"12321508",bad
?,?,5359,5930,1,772,?,5,77.33644,?,?,4288.934,7733.021,60378,-1e-08,?,10454,42005.41,4622.903,?,60378,?,15.93904,-3449.0,?,?,49907,?,2417.378,23.91838,166897.7,?,10471,10454,1.0,166897.7,1,?,20.9297,10471,?,2,542.3754,617.7261,1,121.2217,40484.73,?,241749100.0,91,20075.13,?,20409.1,55527.54,40484.24,?,40484.24,10471,5,"95762354",good
?,?,5552,5931,1,220,?,6,0.02207467,?,?,1379.17,8280.763,67400,-1e-08,?,11100,65290.55,1609.398,?,67400,?,26.29038,-1529.769,?,?,56275,?,0.7054611,23.36005,292480.4,?,11125,11100,1.0,292480.4,1,?,22.81788,11125,?,2,949.1834,621.8285,1,283.5863,65289.55,?,276914400.0,100,32529.66,?,32759.89,100155.6,65289.55,?,65289.55,11125,6,"11256944",bad
?,?,5552,5931,1,220,?,6,0.02207467,?,?,1379.17,8280.763,67400,-1e-08,?,11100,65290.55,1609.398,?,67400,?,26.29038,-1529.769,?,?,56275,?,0.7054611,23.36005,292480.4,?,11125,11100,1.0,292480.4,1,?,22.81788,11125,?,2,949.1834,621.8285,1,283.5863,65289.55,?,276914400.0,100,32529.66,?,32759.89,100155.6,65289.55,?,65289.55,11125,6,"82456576",bad
?,?,5552,5931,1,220,?,6,0.02207467,?,?,1379.17,8280.763,67400,-1e-08,?,11100,65290.55,1609.398,?,67400,?,26.29038,-1529.769,?,?,56275,?,0.7054611,23.36005,292480.4,?,11125,11100,1.0,292480.4,1,?,22.81788,11125,?,2,949.1834,621.8285,1,283.5863,65289.55,?,276914400.0,100,32529.66,?,32759.89,100155.6,65289.55,?,65289.55,11125,6,"12321508",bad
?,?,5552,5931,1,220,?,6,0.02207467,?,?,1379.17,8280.763,67400,-1e-08,?,11100,65290.55,1609.398,?,67400,?,26.29038,-1529.769,?,?,56275,?,0.7054611,23.36005,292480.4,?,11125,11100,1.0,292480.4,1,?,22.81788,11125,?,2,949.1834,621.8285,1,283.5863,65289.55,?,276914400.0,100,32529.66,?,32759.89,100155.6,65289.55,?,65289.55,11125,6,"95762354",good
?,?,1113,5,1,9,1,3,27.67944,?,?,42469.84,4190.584,77057,17.93592,?,18605,70683.06,44530.64,?,77057,?,1634.759,1.0,?,?,57691,?,18.38534,16.36722,31658750.0,?,19366,18605,1.0,31658750.0,1,2,16.28987,19366,?,6,4315.354,338343.2,1,23.79075,62855.26,?,102453700.0,36,23484.21,70.22547,25543.81,725857.9,76399.99,?,49028.02,19366,3,"82456576",bad
?,?,1113,5,1,9,1,3,27.67944,?,?,42469.84,4190.584,77057,17.93592,?,18605,70683.06,44530.64,?,77057,?,1634.759,1.0,?,?,57691,?,18.38534,16.36722,31658750.0,?,19366,18605,1.0,31658750.0,1,2,16.28987,19366,?,6,4315.354,338343.2,1,23.79075,62855.26,?,102453700.0,36,23484.21,70.22547,25543.81,725857.9,76399.99,?,49028.02,19366,3,"12321508",bad
?,?,1113,5,1,9,1,3,27.67944,?,?,42469.84,4190.584,77057,17.93592,?,18605,70683.06,44530.64,?,77057,?,1634.759,1.0,?,?,57691,?,18.38534,16.36722,31658750.0,?,19366,18605,1.0,31658750.0,1,2,16.28987,19366,?,6,4315.354,338343.2,1,23.79075,62855.26,?,102453700.0,36,23484.21,70.22547,25543.81,725857.9,76399.99,?,49028.02,19366,3,"95762354",bad
?,?,166,6,1,34,1,15,101958100.0,?,?,4301335000.0,82.5,39098,29.87645,?,165,13519480000.0,7847540000.0,?,39098,?,279823800.0,-4188656000.0,?,?,36530,?,14309560.0,18.61094,7.185874e+11,?,2568,165,1.0,7.185874e+11,1,2,17.11548,2568,?,13,620433600.0,26817470000.0,1,1.703306,8700620000.0,?,29521.25,49,1426420000.0,1575466000.0,4612476000.0,43689530000.0,11618800000.0,?,5518466000.0,2568,15,"82456576",bad
?,?,166,6,1,34,1,15,101958100.0,?,?,4301335000.0,82.5,39098,29.87645,?,165,13519480000.0,7847540000.0,?,39098,?,279823800.0,-4188656000.0,?,?,36530,?,14309560.0,18.61094,7.185874e+11,?,2568,165,1.0,7.185874e+11,1,2,17.11548,2568,?,13,620433600.0,26817470000.0,1,1.703306,8700620000.0,?,29521.25,49,1426420000.0,1575466000.0,4612476000.0,43689530000.0,11618800000.0,?,5518466000.0,2568,15,"12321508",bad
?,?,166,6,1,34,1,15,101958100.0,?,?,4301335000.0,82.5,39098,29.87645,?,165,13519480000.0,7847540000.0,?,39098,?,279823800.0,-4188656000.0,?,?,36530,?,14309560.0,18.61094,7.185874e+11,?,2568,165,1.0,7.185874e+11,1,2,17.11548,2568,?,13,620433600.0,26817470000.0,1,1.703306,8700620000.0,?,29521.25,49,1426420000.0,1575466000.0,4612476000.0,43689530000.0,11618800000.0,?,5518466000.0,2568,15,"95762354",bad
?,173,346,?,2,8,1,4,85.7849,?,3297,100.9911,86.5,7419,85.7849,?,172,595.9422,511.3571,173,7419,?,13.35057,-430.1868,?,?,2472,?,85.7849,10.79779,22028.44,?,1650,172,1.0,22028.44,2,2,10.79779,1650,?,6,28.69106,304.4947,?,1.259025,516.6771,?,17372.25,6,0.776029,509.5023,86.48555,5588.091,595.5946,?,85.7849,1650,4,"82456576",bad
?,173,346,?,2,8,1,4,85.7849,?,3297,100.9911,86.5,7419,85.7849,?,172,595.9422,511.3571,173,7419,?,13.35057,-430.1868,?,?,2472,?,85.7849,10.79779,22028.44,?,1650,172,1.0,22028.44,2,2,10.79779,1650,?,6,28.69106,304.4947,?,1.259025,516.6771,?,17372.25,6,0.776029,509.5023,86.48555,5588.091,595.5946,?,85.7849,1650,4,"12321508",bad
?,173,346,?,2,8,1,4,85.7849,?,3297,100.9911,86.5,7419,85.7849,?,172,595.9422,511.3571,173,7419,?,13.35057,-430.1868,?,?,2472,?,85.7849,10.79779,22028.44,?,1650,172,1.0,22028.44,2,2,10.79779,1650,?,6,28.69106,304.4947,?,1.259025,516.6771,?,17372.25,6,0.776029,509.5023,86.48555,5588.091,595.5946,?,85.7849,1650,4,"95762354",bad
?,15047,4180,?,4,153,?,12,1.0,?,172115,101949200.0,6827.318,384636,4.072221e-07,?,14782,138457900.0,87245430.0,15047,384636,?,105885.5,-320678300.0,?,?,182911,?,1.0,25.59061,3135269000.0,?,29610,14782,0.07692308,-3135236000.0,2,?,19.77358,29610,?,22,1172407.0,674789400.0,?,9874.285,138992000.0,?,120399000.0,26,18523280.0,?,-18519530.0,704537300.0,320678300.0,?,13.41436,29610,12,"82456576",good
?,5789,1752,?,4,60,?,7,1.708013,?,14185,26115.91,2314.406,45465,0.8708744,?,5837,27158.11,2545.508,5789,45465,?,2.262367,-28860.87,?,?,25430,?,1.0,16.354,13234.85,?,5850,5837,0.9615385,9476.954,2,?,16.80601,5850,?,13,2.538109,30131.65,?,5.012472,27126.91,?,16429140.0,52,6.815465,1011.0,-1.13504,33060.55,28860.87,?,16.13279,5850,7,"82456576",good
?,671,177,?,219,90,?,3,-12.09806,?,1343,1821092.0,309.6384,3764,-12.08355,?,654,1822500.0,1774272.0,671,3764,?,66.97552,-1823306.0,?,?,1331,?,-12.09806,5.980963,73003.31,?,1090,654,0.0990099,-73003.31,2,-1,7.988063,1090,?,19,146.3315,38900.87,?,36.46646,1822471.0,?,110765.0,101,276.9431,1356.595,-125.9046,12293590.0,1823306.0,?,-0.156,1090,3,"82456576",good
?,?,118,1,1,30,1,26,6589.855,?,?,19595.43,124.9746,143300,239.3891,?,191,52852.89,47385.08,?,143300,?,7192.823,-10749.2,?,?,137811,?,239.3891,21.59572,39481410.0,?,5489,191,1.0,39481410.0,1,2,21.59572,5489,?,17,9728.211,434344.3,1,1.557572,47561.37,?,64932.77,44,9424.333,13898.66,33819.75,996045.3,52847.06,?,26359.42,5489,26,"82456576",bad
?,?,118,1,1,30,1,26,6589.855,?,?,19595.43,124.9746,143300,239.3891,?,191,52852.89,47385.08,?,143300,?,7192.823,-10749.2,?,?,137811,?,239.3891,21.59572,39481410.0,?,5489,191,1.0,39481410.0,1,2,21.59572,5489,?,17,9728.211,434344.3,1,1.557572,47561.37,?,64932.77,44,9424.333,13898.66,33819.75,996045.3,52847.06,?,26359.42,5489,26,"12321508",bad
?,?,118,1,1,30,1,26,6589.855,?,?,19595.43,124.9746,143300,239.3891,?,191,52852.89,47385.08,?,143300,?,7192.823,-10749.2,?,?,137811,?,239.3891,21.59572,39481410.0,?,5489,191,1.0,39481410.0,1,2,21.59572,5489,?,17,9728.211,434344.3,1,1.557572,47561.37,?,64932.77,44,9424.333,13898.66,33819.75,996045.3,52847.06,?,26359.42,5489,26,"95762354",bad
?,?,760,1,1,721,1,26,6.0,?,?,125.0459,6735.32,363961,6.0,?,13577,288.0,164.1201,?,363961,?,6.0,-4314.0,?,?,350280,?,6.0,?,82086.0,?,13681,13577,0.8333333,82086.0,1,2,?,13681,?,17,?,3551.067,1,3.861687,193.2691,?,198615700.0,36,94.99153,109.2496,55.44886,3619.751,4326.0,?,6.0,13681,26,"82456576",good
?,30,7,?,2,6,?,5,-18.78495,?,1065,19.72546,9.428571,2580,-1.729665,?,30,24.384,20.03227,30,2580,?,6.273,-25.834,?,?,1065,?,-1.729665,1.187393,2822.85,?,450,30,0.3076923,-2663.55,4,?,1.053057,450,?,5,5.919,138.1078,?,61.22602,21.15744,?,347.4694,13,9.445949,1.901395,-9.339004,219.4547,25.834,?,0.1069448,450,5,"82456576",bad
