config,nprocs,solverid,solvername,name,count,maxtime,avg time/solve,maxflops,messages,avgmsglen,reductions,max mflop/s
s1000_g1e2,12288,7481378,tfqmr/none,KSPSolve,1,3.0,3.000000e+00,3.63e+08,9.7e+08,2.9e+02,3.0e+04,1338980
s1000_g1e2,12288,99720138,cg/bjacobi,KSPSolve,1,5.2,5.200000e+00,3.05e+08,4.9e+08,2.9e+02,3.0e+04,662621
s1000_g1e2,12288,8520536,bcgs/jacobi,KSPSolve,3,6.3,2.100000e+00,4.10e+08,1.1e+09,2.9e+02,4.6e+04,731995
s1000_g1e2,12288,11256943,tfqmr/asm/overlap3,KSPSolve,1,7.4,7.400000e+00,9.91e+08,2.9e+09,4.2e+02,3.0e+04,1521223
s1000_g1e2,12288,11256941,tfqmr/asm/overlap1,KSPSolve,2,7.2,3.600000e+00,9.28e+08,2.5e+09,2.9e+02,3.8e+04,1453931
s1000_g1e2,12288,42851841,gmres/bjacobi,KSPSolve,3,7.4,2.466667e+00,1.28e+09,1.3e+09,2.9e+02,5.1e+04,1959178
s1000_g1e2,12288,11256944,tfqmr/asm/overlap2,KSPSolve,3,3.7,1.233333e+00,5.02e+08,1.7e+09,3.0e+02,1.8e+04,1524174
s1000_g1e2,12288,82456576,tfqmr/jacobi,KSPSolve,1,5.0,5.000000e+00,3.70e+08,9.7e+08,2.9e+02,3.0e+04,826815
s1000_g1e2,12288,49542066,bcgs/none,KSPSolve,1,2.8257e-01,2.825700e-01,1.06e+05,2.9e+05,2.9e+02,2.4e+01,4244
s1000_g1e2,12288,53362206,bicg/jacobi,KSPSolve,1,3.0124e-01,3.012400e-01,1.78e+06,5.1e+06,2.9e+02,1.7e+02,66927
s1000_g1e2,12288,45869639,fgmres/asm/overlap0,KSPSolve,3,1.0,3.333333e-01,1.22e+09,1.2e+09,2.9e+02,4.9e+04,1259488
s1000_g1e2,12288,45869638,fgmres/asm/overlap3,KSPSolve,3,8.7,2.900000e+00,1.27e+09,2.7e+09,4.2e+02,3.8e+04,1665534
s1000_g1e2,12288,45869637,fgmres/asm/overlap2,KSPSolve,3,6.0,2.000000e+00,1.16e+09,2.8e+09,3.0e+02,3.8e+04,2185633
s1000_g1e2,12288,12321508,fgmres/bjacobi,KSPSolve,3,4.3,1.433333e+00,1.27e+09,1.3e+09,2.9e+02,5.1e+04,3306044
s1000_g1e2,12288,44673503,fgmres/none,KSPSolve,1,2.8,2.800000e+00,3.78e+08,5.0e+08,2.9e+02,2.0e+04,1502361
s1000_g1e2,12288,90783920,gmres/jacobi,KSPSolve,1,3.3,3.300000e+00,3.82e+08,5.0e+08,2.9e+02,2.0e+04,1293063
s1000_g1e2,12288,80361466,bcgs/asm/overlap0,KSPSolve,3,2.8,9.333333e-01,2.59e+08,4.2e+08,2.9e+02,1.7e+04,1024244
s1000_g1e2,12288,80361467,bcgs/asm/overlap1,KSPSolve,3,4.2,1.400000e+00,3.17e+08,8.6e+08,2.9e+02,1.8e+04,852245
s1000_g1e2,12288,80361464,bcgs/asm/overlap2,KSPSolve,3,3.5,1.166667e+00,3.49e+08,1.2e+09,3.1e+02,1.7e+04,1125144
s1000_g1e2,12288,80361465,bcgs/asm/overlap3,KSPSolve,3,2.9,9.666667e-01,3.54e+08,1.1e+09,4.3e+02,1.4e+04,1387382
s1000_g1e2,12288,19481960,bicg/none,KSPSolve,1,2.5466e-01,2.546600e-01,9.89e+04,2.9e+05,2.9e+02,2.1e+01,4410
s1000_g1e2,12288,96689089,cg/none,KSPSolve,1,2.7842e-01,2.784200e-01,8.90e+04,2.4e+05,2.9e+02,2.1e+01,3632
s1000_g1e2,12288,53302993,tfqmr/bjacobi,KSPSolve,3,2.8,9.333333e-01,3.83e+08,6.1e+08,2.9e+02,1.9e+04,1526611
s1000_g1e2,12288,44526267,fgmres/jacobi,KSPSolve,1,3.4,3.400000e+00,3.82e+08,5.0e+08,2.9e+02,2.0e+04,1261829
s1000_g1e2,12288,91036839,bcgs/bjacobi,KSPSolve,3,3.0,1.000000e+00,2.59e+08,4.2e+08,2.9e+02,1.7e+04,961591
s1000_g1e2,12288,30870723,gmres/asm/overlap1,KSPSolve,3,6.4,2.133333e+00,1.10e+09,2.0e+09,2.9e+02,4.0e+04,1939079
s1000_g1e2,12288,11256942,tfqmr/asm/overlap0,KSPSolve,3,3.4,1.133333e+00,3.83e+08,6.1e+08,2.9e+02,1.9e+04,1271612
s1000_g1e2,12288,30870721,gmres/asm/overlap3,KSPSolve,3,7.3,2.433333e+00,1.28e+09,2.7e+09,4.2e+02,3.7e+04,1996989
s1000_g1e2,12288,30870720,gmres/asm/overlap2,KSPSolve,3,1.0,3.333333e-01,1.15e+09,2.7e+09,3.0e+02,3.7e+04,1231434
s1000_g1e2,12288,81986705,cg/jacobi,KSPSolve,1,2.6304e-01,2.630400e-01,3.70e+04,9.7e+04,2.9e+02,1.5e+01,1596
s1000_g1e2,12288,69323954,gmres/none,KSPSolve,1,2.7,2.700000e+00,3.78e+08,5.0e+08,2.9e+02,2.0e+04,1573301
s1000_g1e2,12288,36564233,bicg/asm/overlap1,KSPSolve,1,7.1580e-01,7.158000e-01,1.49e+07,4.2e+07,3.0e+02,6.6e+02,237424
s1000_g1e2,12288,36564232,bicg/asm/overlap0,KSPSolve,1,4.7063e-01,4.706300e-01,6.57e+06,1.1e+07,2.9e+02,3.5e+02,158293
s1000_g1e2,12288,36564235,bicg/asm/overlap3,KSPSolve,1,6.7141e-01,6.714100e-01,1.95e+07,6.0e+07,4.4e+02,6.3e+02,332702
s1000_g1e2,12288,36564234,bicg/asm/overlap2,KSPSolve,1,5.3752e-01,5.375200e-01,4.69e+06,1.7e+07,3.5e+02,1.9e+02,99850
s1000_g1e2,12288,13323659,bicg/bjacobi,KSPSolve,1,2.0719e-01,2.071900e-01,6.57e+06,1.1e+07,2.9e+02,3.5e+02,359566
s1000_g1e2,12288,95762355,cg/asm/overlap0,KSPSolve,1,4.7,4.700000e+00,3.05e+08,4.9e+08,2.9e+02,3.0e+04,724914
s1000_g1e2,12288,95762354,cg/asm/overlap1,KSPSolve,1,6.2,6.200000e+00,3.61e+08,9.7e+08,2.9e+02,3.0e+04,660811
s1000_g1e2,12288,95762353,cg/asm/overlap2,KSPSolve,1,9.7115e-01,9.711500e-01,3.14e+07,1.1e+08,3.1e+02,2.2e+03,369414
s1000_g1e2,12288,95762352,cg/asm/overlap3,KSPSolve,1,1.2,1.200000e+00,1.04e+08,3.1e+08,4.3e+02,6.3e+03,932852
s1000_g1e2,12288,45869640,fgmres/asm/overlap1,KSPSolve,3,6.9,2.300000e+00,1.13e+09,2.0e+09,2.9e+02,4.1e+04,1849471
s1000_g1e2,12288,30870722,gmres/asm/overlap0,KSPSolve,3,1.3,4.333333e-01,1.23e+09,1.2e+09,2.9e+02,5.0e+04,1071819
s1000_g1e2,96,7481378,tfqmr/none,KSPSolve,1,7.2,7.200000e+00,4.33e+10,6.9e+06,3.3e+03,3.0e+04,56706
s1000_g1e2,96,75830645,ibcgs/asm/overlap3,KSPSolve,3,2.9,9.666667e-01,3.02e+10,7.3e+06,4.7e+03,7.3e+03,96948
s1000_g1e2,96,75830644,ibcgs/asm/overlap2,KSPSolve,3,2.7,9.000000e-01,2.83e+10,6.9e+06,3.5e+03,7.0e+03,97944
s1000_g1e2,96,11256942,tfqmr/asm/overlap0,KSPSolve,3,5.8,1.933333e+00,3.11e+10,2.8e+06,3.3e+03,1.2e+04,50292
s1000_g1e2,96,11256943,tfqmr/asm/overlap3,KSPSolve,1,1.5,1.500000e+00,7.97e+10,2.0e+07,4.7e+03,3.0e+04,49386
s1000_g1e2,96,11256941,tfqmr/asm/overlap1,KSPSolve,1,1.4,1.400000e+00,7.71e+10,1.4e+07,3.4e+03,3.0e+04,49593
s1000_g1e2,96,42851841,gmres/bjacobi,KSPSolve,3,1.6,5.333333e-01,1.22e+11,7.0e+06,3.3e+03,4.0e+04,71028
s1000_g1e2,96,81986705,cg/jacobi,KSPSolve,1,1.8422e-02,1.842200e-02,4.41e+06,6.9e+02,3.3e+03,1.5e+01,22785
s1000_g1e2,96,82456576,tfqmr/jacobi,KSPSolve,1,7.3,7.300000e+00,4.41e+10,6.9e+06,3.3e+03,3.0e+04,57097
s1000_g1e2,96,89269802,lgmres/asm/overlap1,KSPSolve,1,8.7,8.700000e+00,6.13e+10,6.7e+06,3.4e+03,2.1e+04,66464
s1000_g1e2,96,53362206,bicg/jacobi,KSPSolve,1,3.5748e-01,3.574800e-01,2.12e+08,3.6e+04,3.3e+03,1.7e+02,56403
s1000_g1e2,96,83929537,cg/asm,KSPSolve,1,2.0,2.000000e+00,1.06e+09,1.9e+05,3.5e+03,8.4e+02,49129
s1000_g1e2,96,45869638,fgmres/asm/overlap3,KSPSolve,3,1.5,5.000000e-01,1.08e+11,1.7e+07,4.7e+03,3.5e+04,64459
s1000_g1e2,96,45869637,fgmres/asm/overlap2,KSPSolve,3,1.6,5.333333e-01,1.11e+11,1.8e+07,3.5e+03,3.6e+04,65275
s1000_g1e2,96,36482981,fgmres/asm,KSPSolve,3,1.4,4.666667e-01,1.02e+11,1.1e+07,3.4e+03,3.3e+04,65834
s1000_g1e2,96,18524981,ibcgs/bjacobi,KSPSolve,3,2.5,8.333333e-01,2.96e+10,2.6e+06,3.3e+03,7.5e+03,111530
s1000_g1e2,96,12321508,fgmres/bjacobi,KSPSolve,3,1.6,5.333333e-01,1.25e+11,7.2e+06,3.3e+03,4.1e+04,71169
s1000_g1e2,96,89269803,lgmres/asm/overlap2,KSPSolve,1,8.9,8.900000e+00,6.20e+10,9.6e+06,3.5e+03,2.1e+04,65838
s1000_g1e2,96,89269801,lgmres/asm/overlap0,KSPSolve,1,8.5,8.500000e+00,6.07e+10,3.3e+06,3.3e+03,2.1e+04,67629
s1000_g1e2,96,22479830,gmres/asm,KSPSolve,3,1.5,5.000000e-01,1.07e+11,1.2e+07,3.4e+03,3.5e+04,65469
s1000_g1e2,96,89269804,lgmres/asm/overlap3,KSPSolve,1,9.2,9.200000e+00,6.26e+10,9.6e+06,4.7e+03,2.1e+04,64215
s1000_g1e2,96,75830647,ibcgs/asm/overlap1,KSPSolve,3,2.8,9.333333e-01,2.93e+10,5.0e+06,3.4e+03,7.4e+03,99188
s1000_g1e2,96,44673503,fgmres/none,KSPSolve,1,5.4,5.400000e+00,4.51e+10,3.6e+06,3.3e+03,2.0e+04,79220
s1000_g1e2,96,99720138,cg/bjacobi,KSPSolve,1,3.2,3.200000e+00,1.97e+09,1.8e+05,3.3e+03,1.6e+03,57249
s1000_g1e2,96,80361466,bcgs/asm/overlap0,KSPSolve,3,5.1,1.700000e+00,2.85e+10,2.6e+06,3.3e+03,1.5e+04,52282
s1000_g1e2,96,81997754,tfqmr/asm,KSPSolve,1,1.4,1.400000e+00,7.71e+10,1.4e+07,3.4e+03,3.0e+04,50035
s1000_g1e2,96,80361465,bcgs/asm/overlap3,KSPSolve,3,4.9,1.633333e+00,2.63e+10,6.7e+06,4.7e+03,1.3e+04,50651
s1000_g1e2,96,80361464,bcgs/asm/overlap2,KSPSolve,3,4.8,1.600000e+00,2.60e+10,6.7e+06,3.5e+03,1.4e+04,50830
s1000_g1e2,96,19481960,bicg/none,KSPSolve,1,2.4711e-02,2.471100e-02,1.18e+07,2.1e+03,3.3e+03,2.1e+01,45455
s1000_g1e2,96,8520536,bcgs/jacobi,KSPSolve,3,7.1,2.366667e+00,4.54e+10,7.3e+06,3.3e+03,4.2e+04,60462
s1000_g1e2,96,1216556,ibcgs/jacobi,KSPSolve,1,8.5,8.500000e+00,1.07e+10,1.6e+06,3.3e+03,4.6e+03,119362
s1000_g1e2,96,96689089,cg/none,KSPSolve,1,2.3724e-02,2.372400e-02,1.06e+07,1.7e+03,3.3e+03,2.1e+01,42630
s1000_g1e2,96,53302993,tfqmr/bjacobi,KSPSolve,3,5.3,1.766667e+00,3.11e+10,2.8e+06,3.3e+03,1.2e+04,55089
s1000_g1e2,96,49542066,bcgs/none,KSPSolve,1,2.3123e-02,2.312300e-02,1.26e+07,2.1e+03,3.3e+03,2.4e+01,51863
s1000_g1e2,96,75830646,ibcgs/asm/overlap0,KSPSolve,3,3.0,1.000000e+00,3.21e+10,2.8e+06,3.3e+03,8.2e+03,101762
s1000_g1e2,96,44526267,fgmres/jacobi,KSPSolve,1,5.4,5.400000e+00,4.56e+10,3.6e+06,3.3e+03,2.0e+04,79160
s1000_g1e2,96,91036839,bcgs/bjacobi,KSPSolve,3,4.7,1.566667e+00,2.85e+10,2.6e+06,3.3e+03,1.5e+04,56680
s1000_g1e2,96,11256944,tfqmr/asm/overlap2,KSPSolve,3,7.1,2.366667e+00,3.62e+10,9.2e+06,3.5e+03,1.4e+04,48272
s1000_g1e2,96,90783920,gmres/jacobi,KSPSolve,1,5.4,5.400000e+00,4.56e+10,3.6e+06,3.3e+03,2.0e+04,80082
s1000_g1e2,96,30870722,gmres/asm/overlap0,KSPSolve,3,1.7,5.666667e-01,1.24e+11,7.1e+06,3.3e+03,4.1e+04,66741
s1000_g1e2,96,30870721,gmres/asm/overlap3,KSPSolve,3,1.5,5.000000e-01,1.05e+11,1.7e+07,4.7e+03,3.3e+04,65208
s1000_g1e2,96,30870720,gmres/asm/overlap2,KSPSolve,3,1.6,5.333333e-01,1.11e+11,1.8e+07,3.5e+03,3.6e+04,65414
s1000_g1e2,96,45869639,fgmres/asm/overlap0,KSPSolve,3,1.7,5.666667e-01,1.21e+11,7.0e+06,3.3e+03,4.0e+04,66428
s1000_g1e2,96,30870723,gmres/asm/overlap1,KSPSolve,3,1.3,4.333333e-01,9.13e+10,1.0e+07,3.4e+03,3.0e+04,65687
s1000_g1e2,96,69323954,gmres/none,KSPSolve,1,5.3,5.300000e+00,4.51e+10,3.6e+06,3.3e+03,2.0e+04,80125
s1000_g1e2,96,36564233,bicg/asm/overlap1,KSPSolve,1,1.7,1.700000e+00,8.51e+08,1.6e+05,3.5e+03,3.7e+02,46899
s1000_g1e2,96,36564232,bicg/asm/overlap0,KSPSolve,1,1.1,1.100000e+00,5.61e+08,5.2e+04,3.3e+03,2.5e+02,47067
s1000_g1e2,96,36564235,bicg/asm/overlap3,KSPSolve,1,1.8,1.800000e+00,8.90e+08,2.4e+05,5.0e+03,3.7e+02,45628
s1000_g1e2,96,36564234,bicg/asm/overlap2,KSPSolve,1,9.7266e-01,9.726600e-01,4.47e+08,1.2e+05,3.9e+03,2.0e+02,43570
s1000_g1e2,96,13323659,bicg/bjacobi,KSPSolve,1,9.9068e-01,9.906800e-01,5.61e+08,5.2e+04,3.3e+03,2.4e+02,53908
s1000_g1e2,96,36931900,bicg/asm,KSPSolve,1,1.7,1.700000e+00,8.51e+08,1.6e+05,3.5e+03,3.7e+02,46335
s1000_g1e2,96,95762355,cg/asm/overlap0,KSPSolve,1,3.6,3.600000e+00,1.97e+09,1.8e+05,3.3e+03,1.6e+03,51423
s1000_g1e2,96,95762354,cg/asm/overlap1,KSPSolve,1,2.0,2.000000e+00,1.06e+09,1.9e+05,3.5e+03,8.4e+02,49108
s1000_g1e2,96,95762353,cg/asm/overlap2,KSPSolve,1,1.9,1.900000e+00,1.02e+09,2.6e+05,3.7e+03,7.9e+02,48470
s1000_g1e2,96,95762352,cg/asm/overlap3,KSPSolve,1,2.2,2.200000e+00,1.13e+09,2.9e+05,4.9e+03,8.7e+02,48031
s1000_g1e2,96,45869640,fgmres/asm/overlap1,KSPSolve,3,1.3,4.333333e-01,9.31e+10,1.1e+07,3.4e+03,3.1e+04,65418
s1000_g1e2,96,25185158,ibcgs/none,KSPSolve,1,1.9369e-02,1.936900e-02,1.57e+07,2.4e+03,3.3e+03,2.6e+01,77190
s1000_g1e3,24,11256944,tfqmr/asm/overlap2,KSPSolve,4,4.3,1.075000e+00,2.15e+11,3.0e+06,7.3e+03,2.1e+04,11800
s1000_g1e3,24,99720138,cg/bjacobi,KSPSolve,1,2.6,2.600000e+00,1.50e+11,7.6e+05,6.7e+03,3.0e+04,13583
s1000_g1e3,24,75830645,ibcgs/asm/overlap3,KSPSolve,4,1.1,2.750000e-01,1.66e+11,2.2e+06,9.8e+03,1.0e+04,35344
s1000_g1e3,24,75830644,ibcgs/asm/overlap2,KSPSolve,4,1.1,2.750000e-01,1.65e+11,2.2e+06,7.3e+03,1.0e+04,35352
s1000_g1e3,24,11256942,tfqmr/asm/overlap0,KSPSolve,4,4.5,1.125000e+00,2.28e+11,1.2e+06,6.7e+03,2.3e+04,12049
s1000_g1e3,24,11256943,tfqmr/asm/overlap3,KSPSolve,3,9.0,3.000000e+00,4.51e+11,6.2e+06,9.7e+03,4.4e+04,11856
s1000_g1e3,24,11256941,tfqmr/asm/overlap1,KSPSolve,4,4.5,1.125000e+00,2.22e+11,2.2e+06,6.8e+03,2.2e+04,11543
s1000_g1e3,24,42851841,gmres/bjacobi,KSPSolve,2,5.4,2.700000e+00,3.67e+11,1.2e+06,6.7e+03,3.0e+04,16044
s1000_g1e3,24,81986705,cg/jacobi,KSPSolve,1,1.0,1.000000e+00,6.39e+09,5.6e+04,6.7e+03,2.2e+03,14407
s1000_g1e3,24,82456576,tfqmr/jacobi,KSPSolve,1,3.2,3.200000e+00,1.75e+11,1.5e+06,6.7e+03,3.0e+04,12758
s1000_g1e3,24,7481378,tfqmr/none,KSPSolve,1,3.2,3.200000e+00,1.72e+11,1.5e+06,6.7e+03,3.0e+04,12479
s1000_g1e3,24,89269802,lgmres/asm/overlap1,KSPSolve,1,3.9,3.900000e+00,2.43e+11,1.5e+06,6.7e+03,2.1e+04,14746
s1000_g1e3,24,53362206,bicg/jacobi,KSPSolve,1,2.3,2.300000e+00,1.31e+09,1.2e+04,6.7e+03,2.6e+02,13102
s1000_g1e3,24,83929537,cg/asm,KSPSolve,1,2.8,2.800000e+00,1.51e+11,1.5e+06,6.7e+03,3.0e+04,12621
s1000_g1e3,24,45869638,fgmres/asm/overlap3,KSPSolve,2,5.6,2.800000e+00,3.50e+11,3.0e+06,9.7e+03,2.9e+04,14719
s1000_g1e3,24,45869637,fgmres/asm/overlap2,KSPSolve,2,5.6,2.800000e+00,3.51e+11,3.1e+06,7.3e+03,2.9e+04,14742
s1000_g1e3,24,18524981,ibcgs/bjacobi,KSPSolve,4,1.0,2.500000e-01,1.73e+11,8.4e+05,6.7e+03,1.1e+04,39267
s1000_g1e3,24,12321508,fgmres/bjacobi,KSPSolve,2,5.5,2.750000e+00,3.69e+11,1.2e+06,6.7e+03,3.1e+04,16058
s1000_g1e3,24,89269803,lgmres/asm/overlap2,KSPSolve,1,4.0,4.000000e+00,2.44e+11,2.1e+06,7.3e+03,2.1e+04,14306
s1000_g1e3,24,89269801,lgmres/asm/overlap0,KSPSolve,1,3.9,3.900000e+00,2.42e+11,7.3e+05,6.7e+03,2.1e+04,14639
s1000_g1e3,24,89269804,lgmres/asm/overlap3,KSPSolve,1,3.9,3.900000e+00,2.45e+11,2.1e+06,9.7e+03,2.1e+04,14746
s1000_g1e3,24,95762353,cg/asm/overlap2,KSPSolve,1,2.9,2.900000e+00,1.53e+11,2.1e+06,7.3e+03,3.0e+04,12268
s1000_g1e3,24,36931900,bicg/asm,KSPSolve,1,4.8,4.800000e+00,2.26e+09,2.4e+04,7.3e+03,2.5e+02,11216
s1000_g1e3,24,90783920,gmres/jacobi,KSPSolve,1,2.5,2.500000e+00,1.81e+11,7.9e+05,6.7e+03,2.0e+04,16823
s1000_g1e3,24,80361466,bcgs/asm/overlap0,KSPSolve,4,3.0,7.500000e-01,1.61e+11,8.3e+05,6.7e+03,2.2e+04,12828
s1000_g1e3,24,80361467,bcgs/asm/overlap1,KSPSolve,4,2.7,6.750000e-01,1.46e+11,1.5e+06,6.8e+03,2.0e+04,12625
s1000_g1e3,24,80361464,bcgs/asm/overlap2,KSPSolve,4,2.9,7.250000e-01,1.54e+11,2.2e+06,7.3e+03,2.0e+04,12587
s1000_g1e3,24,80361465,bcgs/asm/overlap3,KSPSolve,4,3.3,8.250000e-01,1.75e+11,2.4e+06,9.8e+03,2.3e+04,12582
s1000_g1e3,24,75830647,ibcgs/asm/overlap1,KSPSolve,3,7.0,2.333333e+00,1.04e+11,1.0e+06,6.8e+03,6.6e+03,35645
s1000_g1e3,24,19481960,bicg/none,KSPSolve,1,1.4,1.400000e+00,8.01e+09,7.7e+04,6.7e+03,1.5e+03,13241
s1000_g1e3,24,8520536,bcgs/jacobi,KSPSolve,2,1.2,6.000000e-01,7.55e+10,6.7e+05,6.7e+03,1.8e+04,14508
s1000_g1e3,24,1216556,ibcgs/jacobi,KSPSolve,1,4.3,4.300000e+00,7.67e+10,6.2e+05,6.7e+03,8.2e+03,41852
s1000_g1e3,24,96689089,cg/none,KSPSolve,1,1.3,1.300000e+00,8.52e+10,7.6e+05,6.7e+03,3.0e+04,14780
s1000_g1e3,24,49542066,bcgs/none,KSPSolve,4,4.9,1.225000e+00,3.04e+11,2.8e+06,6.7e+03,7.3e+04,14576
s1000_g1e3,24,44526267,fgmres/jacobi,KSPSolve,1,2.5,2.500000e+00,1.81e+11,7.9e+05,6.7e+03,2.0e+04,16849
s1000_g1e3,24,91036839,bcgs/bjacobi,KSPSolve,4,2.7,6.750000e-01,1.61e+11,8.3e+05,6.7e+03,2.2e+04,14143
s1000_g1e3,24,30870723,gmres/asm/overlap1,KSPSolve,2,5.6,2.800000e+00,3.50e+11,2.2e+06,6.7e+03,2.9e+04,14672
s1000_g1e3,24,30870722,gmres/asm/overlap0,KSPSolve,2,5.7,2.850000e+00,3.59e+11,1.1e+06,6.7e+03,3.0e+04,14873
s1000_g1e3,24,30870721,gmres/asm/overlap3,KSPSolve,2,5.7,2.850000e+00,3.52e+11,3.1e+06,9.7e+03,2.9e+04,14623
s1000_g1e3,24,30870720,gmres/asm/overlap2,KSPSolve,2,5.8,2.900000e+00,3.51e+11,3.1e+06,7.3e+03,2.9e+04,14324
s1000_g1e3,24,45869639,fgmres/asm/overlap0,KSPSolve,2,5.8,2.900000e+00,3.55e+11,1.1e+06,6.7e+03,3.0e+04,14589
s1000_g1e3,24,36564233,bicg/asm/overlap1,KSPSolve,1,4.8,4.800000e+00,2.26e+09,2.4e+04,7.3e+03,2.5e+02,11124
s1000_g1e3,24,36564232,bicg/asm/overlap0,KSPSolve,1,4.8,4.800000e+00,2.24e+09,1.2e+04,6.7e+03,2.5e+02,11082
s1000_g1e3,24,36564235,bicg/asm/overlap3,KSPSolve,1,8.0,8.000000e+00,3.84e+09,5.6e+04,1.0e+04,4.1e+02,11318
s1000_g1e3,24,36564234,bicg/asm/overlap2,KSPSolve,1,8.3,8.300000e+00,4.01e+09,5.9e+04,7.7e+03,4.3e+02,11469
s1000_g1e3,24,13323659,bicg/bjacobi,KSPSolve,1,4.0,4.000000e+00,2.24e+09,1.2e+04,6.7e+03,2.4e+02,13296
s1000_g1e3,24,75830646,ibcgs/asm/overlap0,KSPSolve,4,1.2,3.000000e-01,1.84e+11,8.9e+05,6.7e+03,1.2e+04,36293
s1000_g1e3,24,95762355,cg/asm/overlap0,KSPSolve,1,2.8,2.800000e+00,1.50e+11,7.6e+05,6.7e+03,3.0e+04,12660
s1000_g1e3,24,95762354,cg/asm/overlap1,KSPSolve,1,2.8,2.800000e+00,1.51e+11,1.5e+06,6.7e+03,3.0e+04,12525
s1000_g1e3,24,44673503,fgmres/none,KSPSolve,1,2.5,2.500000e+00,1.79e+11,7.9e+05,6.7e+03,2.0e+04,16764
s1000_g1e3,24,95762352,cg/asm/overlap3,KSPSolve,1,2.9,2.900000e+00,1.54e+11,2.1e+06,9.7e+03,3.0e+04,12237
s1000_g1e3,24,45869640,fgmres/asm/overlap1,KSPSolve,2,5.6,2.800000e+00,3.51e+11,2.2e+06,6.7e+03,2.9e+04,14753
s1000_g1e3,24,25185158,ibcgs/none,KSPSolve,3,1.4,4.666667e-01,2.56e+11,2.1e+06,6.7e+03,2.8e+04,42003
s1000_g1e3,768,7481378,tfqmr/none,KSPSolve,1,4.3,4.300000e+00,5.54e+09,5.9e+07,1.2e+03,3.0e+04,938752
s1000_g1e3,768,75830645,ibcgs/asm/overlap3,KSPSolve,4,5.1,1.275000e+00,5.98e+09,9.2e+07,1.6e+03,1.1e+04,866145
s1000_g1e3,768,75830644,ibcgs/asm/overlap2,KSPSolve,4,4.8,1.200000e+00,5.61e+09,9.0e+07,1.2e+03,1.0e+04,860517
s1000_g1e3,768,11256942,tfqmr/asm/overlap0,KSPSolve,4,8.4,2.100000e+00,6.94e+09,4.3e+07,1.2e+03,2.2e+04,608881
s1000_g1e3,768,11256943,tfqmr/asm/overlap3,KSPSolve,4,1.3,3.250000e-01,8.29e+09,1.3e+08,1.6e+03,2.3e+04,446605
s1000_g1e3,768,11256941,tfqmr/asm/overlap1,KSPSolve,4,1.0,2.500000e-01,7.43e+09,8.7e+07,1.2e+03,2.2e+04,550574
s1000_g1e3,768,42851841,gmres/bjacobi,KSPSolve,2,1.2,6.000000e-01,1.20e+10,4.7e+07,1.2e+03,3.1e+04,719169
s1000_g1e3,768,81986705,cg/jacobi,KSPSolve,1,1.6409e-01,1.640900e-01,2.06e+08,2.2e+06,1.2e+03,2.2e+03,932383
s1000_g1e3,768,82456576,tfqmr/jacobi,KSPSolve,1,3.8,3.800000e+00,5.65e+09,5.9e+07,1.2e+03,3.0e+04,1102229
s1000_g1e3,768,89269802,lgmres/asm/overlap1,KSPSolve,1,9.1,9.100000e+00,7.96e+09,5.7e+07,1.2e+03,2.1e+04,647647
s1000_g1e3,768,53362206,bicg/jacobi,KSPSolve,1,5.9742e-02,5.974200e-02,4.22e+07,4.8e+05,1.2e+03,2.6e+02,525713
s1000_g1e3,768,83929537,cg/asm,KSPSolve,1,6.4,6.400000e+00,5.02e+09,5.9e+07,1.2e+03,3.0e+04,579717
s1000_g1e3,768,45869638,fgmres/asm/overlap3,KSPSolve,2,1.6,8.000000e-01,1.22e+10,1.3e+08,1.6e+03,2.9e+04,552708
s1000_g1e3,768,45869637,fgmres/asm/overlap2,KSPSolve,2,1.4,7.000000e-01,1.16e+10,1.2e+08,1.2e+03,2.9e+04,580429
s1000_g1e3,768,36482981,fgmres/asm,KSPSolve,2,1.3,6.500000e-01,1.12e+10,8.3e+07,1.2e+03,2.8e+04,622734
s1000_g1e3,768,18524981,ibcgs/bjacobi,KSPSolve,4,5.3,1.325000e+00,7.22e+09,4.3e+07,1.2e+03,1.4e+04,1008909
s1000_g1e3,768,12321508,fgmres/bjacobi,KSPSolve,2,1.3,6.500000e-01,1.20e+10,4.7e+07,1.2e+03,3.1e+04,670448
s1000_g1e3,768,89269803,lgmres/asm/overlap2,KSPSolve,1,1.0,1.000000e+00,8.19e+09,8.5e+07,1.2e+03,2.1e+04,595611
s1000_g1e3,768,89269801,lgmres/asm/overlap0,KSPSolve,1,7.9,7.900000e+00,7.74e+09,2.9e+07,1.2e+03,2.1e+04,722536
s1000_g1e3,768,22479830,gmres/asm,KSPSolve,2,1.3,6.500000e-01,1.16e+10,8.7e+07,1.2e+03,2.9e+04,657782
s1000_g1e3,768,89269804,lgmres/asm/overlap3,KSPSolve,1,1.0,1.000000e+00,8.42e+09,8.5e+07,1.6e+03,2.1e+04,584669
s1000_g1e3,768,75830647,ibcgs/asm/overlap1,KSPSolve,4,4.4,1.100000e+00,5.46e+09,6.2e+07,1.2e+03,1.0e+04,909150
s1000_g1e3,768,44673503,fgmres/none,KSPSolve,1,3.9,3.900000e+00,5.78e+09,3.1e+07,1.2e+03,2.0e+04,1081426
s1000_g1e3,768,99720138,cg/bjacobi,KSPSolve,1,4.5,4.500000e+00,4.79e+09,3.0e+07,1.2e+03,3.0e+04,778297
