config,nprocs,solverid,solvername,name,count,maxtime,avg time/solve,maxflops,messages,avgmsglen,reductions,max mflop/s
s1000_g1e2,24,7481378,tfqmr/none,KSPSolve,1,3.2,3.200000e+00,1.72e+11,1.5e+06,6.7e+03,3.0e+04,12788
s1000_g1e2,24,75830645,ibcgs/asm/overlap3,KSPSolve,3,6.5,2.166667e+00,1.07e+11,1.4e+06,9.8e+03,6.7e+03,39022
s1000_g1e2,24,75830644,ibcgs/asm/overlap2,KSPSolve,3,6.9,2.300000e+00,1.14e+11,1.5e+06,7.3e+03,7.2e+03,39200
s1000_g1e2,24,11256942,tfqmr/asm/overlap0,KSPSolve,3,2.5,8.333333e-01,1.27e+11,6.4e+05,6.7e+03,1.3e+04,11840
s1000_g1e2,24,11256943,tfqmr/asm/overlap3,KSPSolve,1,6.2,6.200000e+00,3.10e+11,4.2e+06,9.7e+03,3.0e+04,11733
s1000_g1e2,24,11256941,tfqmr/asm/overlap1,KSPSolve,3,3.1,1.033333e+00,1.53e+11,1.5e+06,6.8e+03,1.5e+04,11557
s1000_g1e2,24,42851841,gmres/bjacobi,KSPSolve,3,6.9,2.300000e+00,4.64e+11,1.5e+06,6.7e+03,3.8e+04,16042
s1000_g1e2,24,81986705,cg/jacobi,KSPSolve,1,5.5002e-02,5.500200e-02,1.75e+07,1.5e+02,6.7e+03,1.5e+01,7631
s1000_g1e2,24,82456576,tfqmr/jacobi,KSPSolve,1,3.2,3.200000e+00,1.75e+11,1.5e+06,6.7e+03,3.0e+04,12785
s1000_g1e2,24,89269802,lgmres/asm/overlap1,KSPSolve,1,3.9,3.900000e+00,2.43e+11,1.5e+06,6.7e+03,2.1e+04,14831
s1000_g1e2,24,53362206,bicg/jacobi,KSPSolve,1,1.5,1.500000e+00,8.42e+08,7.9e+03,6.7e+03,1.7e+02,13325
s1000_g1e2,24,83929537,cg/asm,KSPSolve,1,7.1,7.100000e+00,3.52e+09,3.6e+04,7.1e+03,7.1e+02,11763
s1000_g1e2,24,45869638,fgmres/asm/overlap3,KSPSolve,3,7.0,2.333333e+00,4.23e+11,3.7e+06,9.7e+03,3.5e+04,14430
s1000_g1e2,24,45869637,fgmres/asm/overlap2,KSPSolve,3,6.2,2.066667e+00,3.78e+11,3.3e+06,7.3e+03,3.1e+04,14460
s1000_g1e2,24,36482981,fgmres/asm,KSPSolve,3,5.9,1.966667e+00,3.70e+11,2.3e+06,6.8e+03,3.1e+04,14838
s1000_g1e2,24,18524981,ibcgs/bjacobi,KSPSolve,3,7.6,2.533333e+00,1.39e+11,6.7e+05,6.7e+03,8.9e+03,43131
s1000_g1e2,24,12321508,fgmres/bjacobi,KSPSolve,3,7.4,2.466667e+00,4.99e+11,1.6e+06,6.7e+03,4.2e+04,16057
s1000_g1e2,24,89269803,lgmres/asm/overlap2,KSPSolve,1,3.9,3.900000e+00,2.44e+11,2.1e+06,7.3e+03,2.1e+04,14732
s1000_g1e2,24,89269801,lgmres/asm/overlap0,KSPSolve,1,3.9,3.900000e+00,2.42e+11,7.3e+05,6.7e+03,2.1e+04,14649
s1000_g1e2,24,22479830,gmres/asm,KSPSolve,3,6.4,2.133333e+00,4.00e+11,2.5e+06,6.8e+03,3.3e+04,14743
s1000_g1e2,24,89269804,lgmres/asm/overlap3,KSPSolve,1,3.9,3.900000e+00,2.45e+11,2.1e+06,9.7e+03,2.1e+04,14774
s1000_g1e2,24,75830647,ibcgs/asm/overlap1,KSPSolve,3,6.6,2.200000e+00,1.09e+11,1.0e+06,6.8e+03,6.9e+03,39409
s1000_g1e2,24,44673503,fgmres/none,KSPSolve,1,2.4,2.400000e+00,1.79e+11,7.9e+05,6.7e+03,2.0e+04,17209
s1000_g1e2,24,99720138,cg/bjacobi,KSPSolve,1,2.6,2.600000e+00,1.56e+10,7.9e+04,6.7e+03,3.1e+03,14015
s1000_g1e2,24,80361466,bcgs/asm/overlap0,KSPSolve,3,2.0,6.666667e-01,1.08e+11,5.5e+05,6.7e+03,1.5e+04,12843
s1000_g1e2,24,80361467,bcgs/asm/overlap1,KSPSolve,3,2.1,7.000000e-01,1.09e+11,1.1e+06,6.8e+03,1.5e+04,12314
s1000_g1e2,24,81997754,tfqmr/asm,KSPSolve,3,3.0,1.000000e+00,1.53e+11,1.5e+06,6.8e+03,1.5e+04,11855
s1000_g1e2,24,80361465,bcgs/asm/overlap3,KSPSolve,3,2.0,6.666667e-01,1.03e+11,1.4e+06,9.8e+03,1.4e+04,12199
s1000_g1e2,24,80361464,bcgs/asm/overlap2,KSPSolve,3,2.2,7.333333e-01,1.16e+11,1.6e+06,7.3e+03,1.5e+04,12294
s1000_g1e2,24,19481960,bicg/none,KSPSolve,1,1.0111e-01,1.011100e-01,4.69e+07,4.6e+02,6.7e+03,2.1e+01,11109
s1000_g1e2,24,8520536,bcgs/jacobi,KSPSolve,3,3.0,1.000000e+00,1.82e+11,1.6e+06,6.7e+03,4.3e+04,14395
s1000_g1e2,24,1216556,ibcgs/jacobi,KSPSolve,1,3.6,3.600000e+00,7.02e+10,5.7e+05,6.7e+03,7.5e+03,46123
s1000_g1e2,24,96689089,cg/none,KSPSolve,1,8.0980e-02,8.098000e-02,4.23e+07,3.8e+02,6.7e+03,2.1e+01,12489
s1000_g1e2,24,53302993,tfqmr/bjacobi,KSPSolve,3,2.3,7.666667e-01,1.27e+11,6.4e+05,6.7e+03,1.3e+04,13147
s1000_g1e2,24,49542066,bcgs/none,KSPSolve,1,9.7420e-02,9.742000e-02,5.01e+07,4.6e+02,6.7e+03,2.4e+01,12310
s1000_g1e2,24,75830646,ibcgs/asm/overlap0,KSPSolve,3,7.4,2.466667e+00,1.25e+11,6.1e+05,6.7e+03,8.0e+03,40110
s1000_g1e2,24,44526267,fgmres/jacobi,KSPSolve,1,2.5,2.500000e+00,1.81e+11,7.9e+05,6.7e+03,2.0e+04,17124
s1000_g1e2,24,91036839,bcgs/bjacobi,KSPSolve,3,1.8,6.000000e-01,1.08e+11,5.5e+05,6.7e+03,1.5e+04,14103
s1000_g1e2,24,11256944,tfqmr/asm/overlap2,KSPSolve,1,6.1,6.100000e+00,3.07e+11,4.2e+06,7.3e+03,3.0e+04,11881
s1000_g1e2,24,90783920,gmres/jacobi,KSPSolve,1,2.5,2.500000e+00,1.81e+11,7.9e+05,6.7e+03,2.0e+04,17057
s1000_g1e2,24,30870722,gmres/asm/overlap0,KSPSolve,3,7.8,2.600000e+00,4.92e+11,1.6e+06,6.7e+03,4.1e+04,14955
s1000_g1e2,24,30870721,gmres/asm/overlap3,KSPSolve,3,5.7,1.900000e+00,3.57e+11,3.1e+06,9.7e+03,2.9e+04,14710
s1000_g1e2,24,30870720,gmres/asm/overlap2,KSPSolve,3,5.8,1.933333e+00,3.51e+11,3.1e+06,7.3e+03,2.9e+04,14379
s1000_g1e2,24,45869639,fgmres/asm/overlap0,KSPSolve,3,7.9,2.633333e+00,4.89e+11,1.6e+06,6.7e+03,4.1e+04,14657
s1000_g1e2,24,30870723,gmres/asm/overlap1,KSPSolve,3,5.7,1.900000e+00,3.57e+11,2.3e+06,6.8e+03,2.9e+04,14756
s1000_g1e2,24,69323954,gmres/none,KSPSolve,1,2.5,2.500000e+00,1.80e+11,7.9e+05,6.7e+03,2.0e+04,17141
s1000_g1e2,24,36564233,bicg/asm/overlap1,KSPSolve,1,7.2,7.200000e+00,3.48e+09,3.7e+04,7.1e+03,3.8e+02,11497
s1000_g1e2,24,36564232,bicg/asm/overlap0,KSPSolve,1,1.8,1.800000e+00,8.23e+08,4.1e+03,6.7e+03,1.0e+02,10406
s1000_g1e2,24,36564235,bicg/asm/overlap3,KSPSolve,1,6.8,6.800000e+00,3.27e+09,4.8e+04,1.0e+04,3.5e+02,11324
s1000_g1e2,24,36564234,bicg/asm/overlap2,KSPSolve,1,7.1,7.100000e+00,3.33e+09,4.9e+04,7.8e+03,3.6e+02,11053
s1000_g1e2,24,13323659,bicg/bjacobi,KSPSolve,1,1.5,1.500000e+00,8.23e+08,4.1e+03,6.7e+03,9.4e+01,13012
s1000_g1e2,24,36931900,bicg/asm,KSPSolve,1,7.4,7.400000e+00,3.48e+09,3.7e+04,7.1e+03,3.8e+02,11185
s1000_g1e2,24,95762355,cg/asm/overlap0,KSPSolve,1,2.9,2.900000e+00,1.56e+10,7.9e+04,6.7e+03,3.1e+03,12710
s1000_g1e2,24,95762354,cg/asm/overlap1,KSPSolve,1,7.1,7.100000e+00,3.52e+09,3.6e+04,7.1e+03,7.1e+02,11774
s1000_g1e2,24,95762353,cg/asm/overlap2,KSPSolve,1,8.3,8.300000e+00,4.22e+09,5.9e+04,7.7e+03,8.4e+02,12100
s1000_g1e2,24,95762352,cg/asm/overlap3,KSPSolve,1,8.8,8.800000e+00,4.46e+09,6.3e+04,1.0e+04,8.8e+02,11950
s1000_g1e2,24,45869640,fgmres/asm/overlap1,KSPSolve,3,6.7,2.233333e+00,4.16e+11,2.6e+06,6.8e+03,3.5e+04,14849
s1000_g1e2,24,25185158,ibcgs/none,KSPSolve,1,4.5771e-02,4.577100e-02,6.25e+07,5.3e+02,6.7e+03,2.6e+01,32665
s1000_g1e2,768,7481378,tfqmr/none,KSPSolve,1,4.0,4.000000e+00,5.54e+09,5.9e+07,1.2e+03,3.0e+04,1019013
s1000_g1e2,768,75830645,ibcgs/asm/overlap3,KSPSolve,3,3.4,1.133333e+00,3.94e+09,6.1e+07,1.6e+03,6.9e+03,852383
s1000_g1e2,768,75830644,ibcgs/asm/overlap2,KSPSolve,3,3.0,1.000000e+00,3.73e+09,6.0e+07,1.2e+03,6.9e+03,916686
s1000_g1e2,768,11256942,tfqmr/asm/overlap0,KSPSolve,3,5.8,1.933333e+00,4.92e+09,3.0e+07,1.2e+03,1.5e+04,623552
s1000_g1e2,768,11256943,tfqmr/asm/overlap3,KSPSolve,1,1.9,1.900000e+00,1.10e+10,1.8e+08,1.6e+03,3.0e+04,430501
s1000_g1e2,768,11256941,tfqmr/asm/overlap1,KSPSolve,3,9.4,3.133333e+00,6.58e+09,7.7e+07,1.2e+03,2.0e+04,516699
s1000_g1e2,768,42851841,gmres/bjacobi,KSPSolve,3,1.6,5.333333e-01,1.69e+10,6.5e+07,1.2e+03,4.4e+04,753439
s1000_g1e2,768,81986705,cg/jacobi,KSPSolve,1,1.1618e-02,1.161800e-02,5.64e+05,5.9e+03,1.2e+03,1.5e+01,36129
s1000_g1e2,768,82456576,tfqmr/jacobi,KSPSolve,1,4.3,4.300000e+00,5.65e+09,5.9e+07,1.2e+03,3.0e+04,964666
s1000_g1e2,768,89269802,lgmres/asm/overlap1,KSPSolve,1,8.7,8.700000e+00,7.96e+09,5.7e+07,1.2e+03,2.1e+04,672827
s1000_g1e2,768,53362206,bicg/jacobi,KSPSolve,1,3.5862e-02,3.586200e-02,2.71e+07,3.1e+05,1.2e+03,1.7e+02,562228
s1000_g1e2,768,83929537,cg/asm,KSPSolve,1,5.4075e-01,5.407500e-01,4.06e+08,4.8e+06,1.2e+03,2.4e+03,557643
s1000_g1e2,768,45869638,fgmres/asm/overlap3,KSPSolve,3,1.9,6.333333e-01,1.45e+10,1.5e+08,1.6e+03,3.5e+04,552043
s1000_g1e2,768,45869637,fgmres/asm/overlap2,KSPSolve,3,1.9,6.333333e-01,1.45e+10,1.6e+08,1.2e+03,3.6e+04,555040
s1000_g1e2,768,36482981,fgmres/asm,KSPSolve,3,1.8,6.000000e-01,1.52e+10,1.1e+08,1.2e+03,3.9e+04,604136
s1000_g1e2,768,18524981,ibcgs/bjacobi,KSPSolve,3,2.5,8.333333e-01,4.17e+09,2.5e+07,1.2e+03,8.3e+03,1195171
s1000_g1e2,768,12321508,fgmres/bjacobi,KSPSolve,3,1.7,5.666667e-01,1.68e+10,6.6e+07,1.2e+03,4.4e+04,724304
s1000_g1e2,768,89269803,lgmres/asm/overlap2,KSPSolve,1,9.9,9.900000e+00,8.19e+09,8.5e+07,1.2e+03,2.1e+04,613579
s1000_g1e2,768,89269801,lgmres/asm/overlap0,KSPSolve,1,8.2,8.200000e+00,7.74e+09,2.9e+07,1.2e+03,2.1e+04,700720
s1000_g1e2,768,22479830,gmres/asm,KSPSolve,3,1.8,6.000000e-01,1.48e+10,1.1e+08,1.2e+03,3.7e+04,580818
s1000_g1e2,768,89269804,lgmres/asm/overlap3,KSPSolve,1,1.0,1.000000e+00,8.42e+09,8.5e+07,1.6e+03,2.1e+04,578924
s1000_g1e2,768,75830647,ibcgs/asm/overlap1,KSPSolve,3,3.2,1.066667e+00,4.39e+09,5.0e+07,1.2e+03,8.4e+03,1000531
s1000_g1e2,768,44673503,fgmres/none,KSPSolve,1,3.7,3.700000e+00,5.78e+09,3.1e+07,1.2e+03,2.0e+04,1132849
s1000_g1e2,768,99720138,cg/bjacobi,KSPSolve,1,4.2,4.200000e+00,4.79e+09,3.0e+07,1.2e+03,3.0e+04,841899
s1000_g1e2,768,80361466,bcgs/asm/overlap0,KSPSolve,3,4.8,1.600000e+00,4.44e+09,2.8e+07,1.2e+03,1.9e+04,677689
s1000_g1e2,768,80361467,bcgs/asm/overlap1,KSPSolve,3,4.7,1.566667e+00,3.71e+09,4.4e+07,1.2e+03,1.5e+04,576995
s1000_g1e2,768,81997754,tfqmr/asm,KSPSolve,3,9.1,3.033333e+00,6.58e+09,7.7e+07,1.2e+03,2.0e+04,536666
s1000_g1e2,768,80361465,bcgs/asm/overlap3,KSPSolve,3,5.4,1.800000e+00,3.48e+09,5.6e+07,1.6e+03,1.3e+04,468914
s1000_g1e2,768,80361464,bcgs/asm/overlap2,KSPSolve,3,4.9,1.633333e+00,3.43e+09,5.8e+07,1.2e+03,1.3e+04,509989
s1000_g1e2,768,19481960,bicg/none,KSPSolve,1,1.3653e-02,1.365300e-02,1.51e+06,1.8e+04,1.2e+03,2.1e+01,82269
s1000_g1e2,768,8520536,bcgs/jacobi,KSPSolve,3,3.9,1.300000e+00,5.68e+09,6.1e+07,1.2e+03,4.1e+04,1063453
s1000_g1e2,768,1216556,ibcgs/jacobi,KSPSolve,3,6.3,2.100000e+00,8.17e+09,8.0e+07,1.2e+03,2.7e+04,962619
s1000_g1e2,768,96689089,cg/none,KSPSolve,1,1.3495e-02,1.349500e-02,1.36e+06,1.5e+04,1.2e+03,2.1e+01,74943
s1000_g1e2,768,53302993,tfqmr/bjacobi,KSPSolve,3,5.5,1.833333e+00,4.92e+09,3.0e+07,1.2e+03,1.5e+04,654935
s1000_g1e2,768,49542066,bcgs/none,KSPSolve,1,4.6239e-03,4.623900e-03,1.61e+06,1.8e+04,1.2e+03,2.4e+01,259355
s1000_g1e2,768,75830646,ibcgs/asm/overlap0,KSPSolve,3,2.9,9.666667e-01,4.21e+09,2.5e+07,1.2e+03,8.4e+03,1050298
s1000_g1e2,768,44526267,fgmres/jacobi,KSPSolve,1,3.4,3.400000e+00,5.83e+09,3.1e+07,1.2e+03,2.0e+04,1254687
s1000_g1e2,768,91036839,bcgs/bjacobi,KSPSolve,3,4.4,1.466667e+00,4.44e+09,2.8e+07,1.2e+03,1.9e+04,742564
s1000_g1e2,768,11256944,tfqmr/asm/overlap2,KSPSolve,3,8.0,2.666667e+00,5.26e+09,8.8e+07,1.2e+03,1.5e+04,483295
s1000_g1e2,768,90783920,gmres/jacobi,KSPSolve,1,3.6,3.600000e+00,5.83e+09,3.1e+07,1.2e+03,2.0e+04,1176600
s1000_g1e2,768,30870722,gmres/asm/overlap0,KSPSolve,3,1.7,5.666667e-01,1.72e+10,6.6e+07,1.2e+03,4.4e+04,714372
s1000_g1e2,768,30870721,gmres/asm/overlap3,KSPSolve,3,1.8,6.000000e-01,1.40e+10,1.5e+08,1.6e+03,3.3e+04,562072
s1000_g1e2,768,30870720,gmres/asm/overlap2,KSPSolve,3,1.8,6.000000e-01,1.50e+10,1.6e+08,1.2e+03,3.6e+04,598476
s1000_g1e2,768,45869639,fgmres/asm/overlap0,KSPSolve,3,1.8,6.000000e-01,1.73e+10,6.7e+07,1.2e+03,4.5e+04,684193
s1000_g1e2,768,30870723,gmres/asm/overlap1,KSPSolve,3,1.5,5.000000e-01,1.37e+10,1.0e+08,1.2e+03,3.4e+04,644007
s1000_g1e2,768,69323954,gmres/none,KSPSolve,1,4.2,4.200000e+00,5.78e+09,3.1e+07,1.2e+03,2.0e+04,1001057
s1000_g1e2,768,36564233,bicg/asm/overlap1,KSPSolve,1,9.7644e-02,9.764400e-02,5.17e+07,6.4e+05,1.3e+03,1.8e+02,393710
s1000_g1e2,768,36564232,bicg/asm/overlap0,KSPSolve,1,9.3565e-02,9.356500e-02,7.22e+07,4.6e+05,1.2e+03,2.5e+02,574084
s1000_g1e2,768,36564235,bicg/asm/overlap3,KSPSolve,1,2.5003e-01,2.500300e-01,1.26e+08,2.1e+06,1.7e+03,3.8e+02,373742
s1000_g1e2,768,36564234,bicg/asm/overlap2,KSPSolve,1,1.9592e-01,1.959200e-01,1.15e+08,2.0e+06,1.3e+03,3.6e+02,436210
s1000_g1e2,768,13323659,bicg/bjacobi,KSPSolve,1,9.6862e-02,9.686200e-02,7.22e+07,4.6e+05,1.2e+03,2.4e+02,554543
s1000_g1e2,768,36931900,bicg/asm,KSPSolve,1,1.1401e-01,1.140100e-01,5.17e+07,6.4e+05,1.3e+03,1.8e+02,337206
s1000_g1e2,768,95762355,cg/asm/overlap0,KSPSolve,1,5.1,5.100000e+00,4.79e+09,3.0e+07,1.2e+03,3.0e+04,692821
s1000_g1e2,768,95762354,cg/asm/overlap1,KSPSolve,1,5.1075e-01,5.107500e-01,4.06e+08,4.8e+06,1.2e+03,2.4e+03,590403
s1000_g1e2,768,95762353,cg/asm/overlap2,KSPSolve,1,2.3345e-01,2.334500e-01,1.21e+08,2.0e+06,1.3e+03,7.0e+02,383758
s1000_g1e2,768,95762352,cg/asm/overlap3,KSPSolve,1,3.0495e-01,3.049500e-01,1.48e+08,2.4e+06,1.7e+03,8.2e+02,360645
s1000_g1e2,768,45869640,fgmres/asm/overlap1,KSPSolve,3,1.7,5.666667e-01,1.47e+10,1.1e+08,1.2e+03,3.7e+04,623147
s1000_g1e2,768,25185158,ibcgs/none,KSPSolve,1,2.0935e-02,2.093500e-02,2.01e+06,2.1e+04,1.2e+03,2.6e+01,71419
s1000_g1e2,192,7481378,tfqmr/none,KSPSolve,1,3.5,3.500000e+00,2.18e+10,1.4e+07,2.3e+03,3.0e+04,114700
s1000_g1e2,192,75830645,ibcgs/asm/overlap3,KSPSolve,3,2.6,8.666667e-01,1.48e+10,1.5e+07,3.3e+03,7.0e+03,103648
s1000_g1e2,192,75830644,ibcgs/asm/overlap2,KSPSolve,3,2.3,7.666667e-01,1.32e+10,1.3e+07,2.4e+03,6.4e+03,104518
s1000_g1e2,192,11256942,tfqmr/asm/overlap0,KSPSolve,3,4.4,1.466667e+00,2.35e+10,8.8e+06,2.3e+03,1.9e+04,99559
s1000_g1e2,192,11256943,tfqmr/asm/overlap3,KSPSolve,4,6.1,1.525000e+00,3.12e+10,3.2e+07,3.2e+03,2.3e+04,95627
s1000_g1e2,192,11256941,tfqmr/asm/overlap1,KSPSolve,3,3.2,1.066667e+00,1.69e+10,1.2e+07,2.3e+03,1.3e+04,97241
s1000_g1e2,192,42851841,gmres/bjacobi,KSPSolve,3,8.2,2.733333e+00,6.39e+10,1.5e+07,2.3e+03,4.2e+04,146633
s1000_g1e2,192,81986705,cg/jacobi,KSPSolve,1,1.2612e-02,1.261200e-02,2.22e+06,1.4e+03,2.3e+03,1.5e+01,33281
s1000_g1e2,192,82456576,tfqmr/jacobi,KSPSolve,1,3.6,3.600000e+00,2.22e+10,1.4e+07,2.3e+03,3.0e+04,114479
s1000_g1e2,192,89269802,lgmres/asm/overlap1,KSPSolve,1,4.3,4.300000e+00,3.10e+10,1.4e+07,2.3e+03,2.1e+04,135256
s1000_g1e2,192,53362206,bicg/jacobi,KSPSolve,1,1.8022e-01,1.802200e-01,1.07e+08,7.4e+04,2.3e+03,1.7e+02,111876
s1000_g1e2,192,83929537,cg/asm,KSPSolve,1,5.9,5.900000e+00,3.23e+09,2.4e+06,2.4e+03,5.0e+03,102734
s1000_g1e2,192,45869638,fgmres/asm/overlap3,KSPSolve,3,7.3,2.433333e+00,4.95e+10,3.2e+07,3.2e+03,3.1e+04,127411
s1000_g1e2,192,45869637,fgmres/asm/overlap2,KSPSolve,3,7.7,2.566667e+00,5.46e+10,3.6e+07,2.4e+03,3.5e+04,132082
s1000_g1e2,192,36482981,fgmres/asm,KSPSolve,3,6.8,2.266667e+00,4.84e+10,2.2e+07,2.3e+03,3.2e+04,134281
s1000_g1e2,192,18524981,ibcgs/bjacobi,KSPSolve,3,2.4,8.000000e-01,1.54e+10,5.5e+06,2.3e+03,7.8e+03,118945
s1000_g1e2,192,12321508,fgmres/bjacobi,KSPSolve,3,8.1,2.700000e+00,6.35e+10,1.5e+07,2.3e+03,4.2e+04,147406
s1000_g1e2,192,89269803,lgmres/asm/overlap2,KSPSolve,1,4.4,4.400000e+00,3.15e+10,2.0e+07,2.4e+03,2.1e+04,133271
s1000_g1e2,192,89269801,lgmres/asm/overlap0,KSPSolve,1,4.2,4.200000e+00,3.06e+10,6.9e+06,2.3e+03,2.1e+04,134954
s1000_g1e2,192,22479830,gmres/asm,KSPSolve,3,6.9,2.300000e+00,4.92e+10,2.3e+07,2.3e+03,3.2e+04,133737
s1000_g1e2,192,89269804,lgmres/asm/overlap3,KSPSolve,1,4.5,4.500000e+00,3.19e+10,2.0e+07,3.2e+03,2.1e+04,132737
s1000_g1e2,192,75830647,ibcgs/asm/overlap1,KSPSolve,3,8.6,2.866667e+00,1.58e+10,1.1e+07,2.3e+03,7.8e+03,345091
s1000_g1e2,192,44673503,fgmres/none,KSPSolve,1,2.6,2.600000e+00,2.27e+10,7.4e+06,2.3e+03,2.0e+04,165247
s1000_g1e2,192,99720138,cg/bjacobi,KSPSolve,1,2.0,2.000000e+00,1.23e+10,4.6e+06,2.3e+03,2.0e+04,115755
s1000_g1e2,192,80361466,bcgs/asm/overlap0,KSPSolve,3,2.7,9.000000e-01,1.54e+10,5.9e+06,2.3e+03,1.6e+04,105590
s1000_g1e2,192,80361467,bcgs/asm/overlap1,KSPSolve,3,2.5,8.333333e-01,1.38e+10,1.0e+07,2.3e+03,1.4e+04,102449
s1000_g1e2,192,81997754,tfqmr/asm,KSPSolve,3,3.1,1.033333e+00,1.69e+10,1.2e+07,2.3e+03,1.3e+04,99804
s1000_g1e2,192,80361465,bcgs/asm/overlap3,KSPSolve,3,2.4,8.000000e-01,1.32e+10,1.4e+07,3.3e+03,1.3e+04,100414
s1000_g1e2,192,80361464,bcgs/asm/overlap2,KSPSolve,3,2.5,8.333333e-01,1.39e+10,1.5e+07,2.4e+03,1.4e+04,101729
s1000_g1e2,192,19481960,bicg/none,KSPSolve,1,1.9404e-02,1.940400e-02,5.95e+06,4.3e+03,2.3e+03,2.1e+01,57886
s1000_g1e2,192,8520536,bcgs/jacobi,KSPSolve,3,3.8,1.266667e+00,2.46e+10,1.6e+07,2.3e+03,4.6e+04,121469
s1000_g1e2,192,1216556,ibcgs/jacobi,KSPSolve,3,1.3,4.333333e-01,3.19e+10,1.9e+07,2.3e+03,2.7e+04,434301
s1000_g1e2,192,96689089,cg/none,KSPSolve,1,1.6293e-02,1.629300e-02,5.36e+06,3.6e+03,2.3e+03,2.1e+01,62073
s1000_g1e2,192,53302993,tfqmr/bjacobi,KSPSolve,3,3.9,1.300000e+00,2.35e+10,8.8e+06,2.3e+03,1.9e+04,111267
s1000_g1e2,192,49542066,bcgs/none,KSPSolve,1,1.2300e-02,1.230000e-02,6.35e+06,4.3e+03,2.3e+03,2.4e+01,97498
s1000_g1e2,192,75830646,ibcgs/asm/overlap0,KSPSolve,3,3.3,1.100000e+00,1.93e+10,6.9e+06,2.3e+03,9.8e+03,108889
s1000_g1e2,192,44526267,fgmres/jacobi,KSPSolve,1,2.6,2.600000e+00,2.30e+10,7.4e+06,2.3e+03,2.0e+04,165036
s1000_g1e2,192,91036839,bcgs/bjacobi,KSPSolve,3,2.5,8.333333e-01,1.54e+10,5.9e+06,2.3e+03,1.6e+04,115299
s1000_g1e2,192,11256944,tfqmr/asm/overlap2,KSPSolve,3,3.5,1.166667e+00,1.83e+10,1.9e+07,2.4e+03,1.4e+04,98569
s1000_g1e2,192,90783920,gmres/jacobi,KSPSolve,1,2.6,2.600000e+00,2.30e+10,7.4e+06,2.3e+03,2.0e+04,163479
s1000_g1e2,192,30870722,gmres/asm/overlap0,KSPSolve,3,8.8,2.933333e+00,6.39e+10,1.5e+07,2.3e+03,4.2e+04,136323
s1000_g1e2,192,30870721,gmres/asm/overlap3,KSPSolve,3,8.2,2.733333e+00,5.72e+10,3.8e+07,3.2e+03,3.6e+04,130855
s1000_g1e2,192,30870720,gmres/asm/overlap2,KSPSolve,3,8.2,2.733333e+00,5.75e+10,3.9e+07,2.4e+03,3.6e+04,131898
s1000_g1e2,192,45869639,fgmres/asm/overlap0,KSPSolve,3,9.0,3.000000e+00,6.52e+10,1.6e+07,2.3e+03,4.3e+04,136380
s1000_g1e2,192,30870723,gmres/asm/overlap1,KSPSolve,3,7.9,2.633333e+00,5.46e+10,2.5e+07,2.3e+03,3.5e+04,130079
s1000_g1e2,192,69323954,gmres/none,KSPSolve,1,2.5,2.500000e+00,2.28e+10,7.4e+06,2.3e+03,2.0e+04,167715
s1000_g1e2,192,36564233,bicg/asm/overlap1,KSPSolve,1,5.2708e-01,5.270800e-01,2.41e+08,1.9e+05,2.6e+03,2.1e+02,86221
s1000_g1e2,192,36564232,bicg/asm/overlap0,KSPSolve,1,5.3481e-01,5.348100e-01,2.75e+08,1.1e+05,2.3e+03,2.4e+02,97126
s1000_g1e2,192,36564235,bicg/asm/overlap3,KSPSolve,1,5.1521e-01,5.152100e-01,2.14e+08,2.4e+05,3.7e+03,1.8e+02,78133
s1000_g1e2,192,36564234,bicg/asm/overlap2,KSPSolve,1,8.9186e-01,8.918600e-01,4.27e+08,4.7e+05,2.6e+03,3.6e+02,90148
s1000_g1e2,192,13323659,bicg/bjacobi,KSPSolve,1,4.6553e-01,4.655300e-01,2.75e+08,1.1e+05,2.3e+03,2.4e+02,111582
s1000_g1e2,192,36931900,bicg/asm,KSPSolve,1,5.1574e-01,5.157400e-01,2.41e+08,1.9e+05,2.6e+03,2.1e+02,88116
s1000_g1e2,192,95762355,cg/asm/overlap0,KSPSolve,1,2.2,2.200000e+00,1.23e+10,4.6e+06,2.3e+03,2.0e+04,103799
s1000_g1e2,192,95762354,cg/asm/overlap1,KSPSolve,1,5.9,5.900000e+00,3.23e+09,2.4e+06,2.4e+03,5.0e+03,103142
s1000_g1e2,192,95762353,cg/asm/overlap2,KSPSolve,1,1.0,1.000000e+00,4.96e+08,5.3e+05,2.6e+03,7.6e+02,89355
s1000_g1e2,192,95762352,cg/asm/overlap3,KSPSolve,1,1.1,1.100000e+00,5.75e+08,6.0e+05,3.4e+03,8.6e+02,93279
s1000_g1e2,192,45869640,fgmres/asm/overlap1,KSPSolve,3,6.6,2.200000e+00,4.70e+10,2.2e+07,2.3e+03,3.1e+04,132859
s1000_g1e2,192,25185158,ibcgs/none,KSPSolve,1,1.8641e-02,1.864100e-02,7.92e+06,5.0e+03,2.3e+03,2.6e+01,80206
s1000_g1e2,1,99720138,cg/bjacobi,KSPSolve,1,5.8,5.800000e+00,1.05e+11,0.0e+00,0.0e+00,0.0e+00,1792
s1000_g1e2,1,80361466,bcgs/asm/overlap0,KSPSolve,3,1.3,4.333333e-01,2.35e+12,0.0e+00,0.0e+00,0.0e+00,1698
s1000_g1e2,1,53362206,bicg/jacobi,KSPSolve,1,1.1,1.100000e+00,2.02e+10,0.0e+00,0.0e+00,0.0e+00,1706
