config,nprocs,solverid,solvername,name,count,maxtime,avg time/solve,maxflops,messages,avgmsglen,reductions,max mflop/s,speedup,efficiency
s1000_g1e5,1,80361466,bcgs/asm/overlap0,KSPSolve,1,1.5,1.500000e+00,2.69e+12,0.0e+00,0.0e+00,0.0e+00,1694,3.4615387278106717,346.15387278106715
s1000_g1e5,1,53362206,bicg/jacobi,KSPSolve,1,2.3,2.300000e+00,4.11e+10,0.0e+00,0.0e+00,0.0e+00,1732,2.0909090909090904,209.09090909090904
s1000_g1e5,1,80361464,bcgs/asm/overlap2,KSPSolve,1,1.5,1.500000e+00,2.69e+12,0.0e+00,0.0e+00,0.0e+00,1696,3.214285484693894,321.4285484693894
s1000_g1e5,1,69323954,gmres/none,KSPSolve,1,1.7,1.700000e+00,4.30e+12,0.0e+00,0.0e+00,0.0e+00,2428,0.6799999999999999,1632.0
s1000_g1e5,1,19481960,bicg/none,KSPSolve,1,1.0,1.000000e+00,1.81e+11,0.0e+00,0.0e+00,0.0e+00,1716,1.204427475399569,120.4427475399569
s1000_g1e5,1,36564232,bicg/asm/overlap0,KSPSolve,1,7.0,7.000000e+00,9.99e+10,0.0e+00,0.0e+00,0.0e+00,1422,1.2280701754385965,122.80701754385966
s1000_g1e5,1,36564235,bicg/asm/overlap3,KSPSolve,1,7.1,7.100000e+00,9.99e+10,0.0e+00,0.0e+00,0.0e+00,1401,1.2241379310344827,122.41379310344827
s1000_g1e5,1,36564234,bicg/asm/overlap2,KSPSolve,1,7.1,7.100000e+00,9.99e+10,0.0e+00,0.0e+00,0.0e+00,1403,1.2456140350877192,124.56140350877192
s1000_g1e5,1,13323659,bicg/bjacobi,KSPSolve,1,6.3,6.300000e+00,9.99e+10,0.0e+00,0.0e+00,0.0e+00,1573,1.2352941176470589,123.52941176470588
s1000_g1e5,1,80361465,bcgs/asm/overlap3,KSPSolve,1,1.5,1.500000e+00,2.69e+12,0.0e+00,0.0e+00,0.0e+00,1700,3.4615387278106717,346.15387278106715
s1000_g1e5,1,96689089,cg/none,KSPSolve,1,9.4,9.400000e+00,1.75e+11,0.0e+00,0.0e+00,0.0e+00,1848,14.697604603164676,1469.7604603164675
s1000_g1e5,1,44673503,fgmres/none,KSPSolve,1,1.7,1.700000e+00,4.30e+12,0.0e+00,0.0e+00,0.0e+00,2436,1.0,100.0
s1000_g1e5,1,81986705,cg/jacobi,KSPSolve,1,2.7,2.700000e+00,5.09e+11,0.0e+00,0.0e+00,0.0e+00,1857,6.244651571570646,624.4651571570646
s1000_g1e5,1,44526267,fgmres/jacobi,KSPSolve,1,1.7,1.700000e+00,4.34e+12,0.0e+00,0.0e+00,0.0e+00,2445,0.6799999999999999,1632.0
s1000_g1e5,1,91036839,bcgs/bjacobi,KSPSolve,1,1.4,1.400000e+00,2.69e+12,0.0e+00,0.0e+00,0.0e+00,1861,3.2307694792899597,323.076947928996
s1000_g1e5,1,36564233,bicg/asm/overlap1,KSPSolve,1,7.1,7.100000e+00,9.99e+10,0.0e+00,0.0e+00,0.0e+00,1402,1.2241379310344827,122.41379310344827
s1000_g1e5,1,80361467,bcgs/asm/overlap1,KSPSolve,1,1.5,1.500000e+00,2.69e+12,0.0e+00,0.0e+00,0.0e+00,1705,3.214285484693894,321.4285484693894
s1000_g1e5,24,75830644,ibcgs/asm/overlap2,KSPSolve,1,1.8,1.800000e+00,3.19e+11,4.2e+06,7.3e+03,2.0e+04,42072,1.0285714285714287,102.85714285714288
s1000_g1e5,24,11256942,tfqmr/asm/overlap0,KSPSolve,1,6.1,6.100000e+00,3.02e+11,1.5e+06,6.7e+03,3.0e+04,11758,7.320000292800011,732.0000292800012
s1000_g1e5,24,11256943,tfqmr/asm/overlap3,KSPSolve,1,6.4,6.400000e+00,3.10e+11,4.2e+06,9.7e+03,3.0e+04,11422,1.032258064516129,103.2258064516129
s1000_g1e5,24,11256941,tfqmr/asm/overlap1,KSPSolve,1,6.1,6.100000e+00,3.04e+11,3.0e+06,6.7e+03,3.0e+04,11867,5.903227710718616,590.3227710718616
s1000_g1e5,24,11256944,tfqmr/asm/overlap2,KSPSolve,1,6.1,6.100000e+00,3.07e+11,4.2e+06,7.3e+03,3.0e+04,11864,1.0,100.0
s1000_g1e5,24,45869639,fgmres/asm/overlap0,KSPSolve,1,3.9,3.900000e+00,2.44e+11,7.9e+05,6.7e+03,2.0e+04,15004,1.4810128456978287,148.10128456978288
s1000_g1e5,24,45869638,fgmres/asm/overlap3,KSPSolve,1,4.0,4.000000e+00,2.48e+11,2.1e+06,9.7e+03,2.0e+04,14710,1.7142859591837083,171.42859591837083
s1000_g1e5,24,45869637,fgmres/asm/overlap2,KSPSolve,1,4.0,4.000000e+00,2.47e+11,2.1e+06,7.3e+03,2.0e+04,14740,1.9354835587929746,193.54835587929747
s1000_g1e5,24,30870723,gmres/asm/overlap1,KSPSolve,1,4.1,4.100000e+00,2.48e+11,1.6e+06,6.7e+03,2.0e+04,14408,2.1578947368421053,215.78947368421052
s1000_g1e5,24,30870722,gmres/asm/overlap0,KSPSolve,1,3.9,3.900000e+00,2.47e+11,7.9e+05,6.7e+03,2.0e+04,14908,1.5,150.0
s1000_g1e5,24,30870721,gmres/asm/overlap3,KSPSolve,1,4.0,4.000000e+00,2.51e+11,2.2e+06,9.7e+03,2.0e+04,14664,2.1052631578947367,210.52631578947367
s1000_g1e5,24,30870720,gmres/asm/overlap2,KSPSolve,1,4.0,4.000000e+00,2.49e+11,2.2e+06,7.3e+03,2.0e+04,14652,2.0689658739596335,206.89658739596334
s1000_g1e5,24,36564233,bicg/asm/overlap1,KSPSolve,1,9.7,9.700000e+00,4.61e+09,4.8e+04,7.0e+03,5.0e+02,11336,1.6724137931034482,6.9683908045977
s1000_g1e5,24,36564232,bicg/asm/overlap0,KSPSolve,1,3.9,3.900000e+00,1.80e+09,9.3e+03,6.7e+03,2.0e+02,10936,0.6842105263157895,2.8508771929824563
s1000_g1e5,24,36564235,bicg/asm/overlap3,KSPSolve,1,9.1,9.100000e+00,4.40e+09,6.4e+04,1.0e+04,4.7e+02,11496,1.5689655172413792,6.53735632183908
s1000_g1e5,24,36564234,bicg/asm/overlap2,KSPSolve,1,8.8,8.800000e+00,4.21e+09,6.2e+04,7.6e+03,4.5e+02,11404,1.5438596491228072,6.432748538011697
s1000_g1e5,24,95762355,cg/asm/overlap0,KSPSolve,1,2.8,2.800000e+00,1.50e+11,7.6e+05,6.7e+03,3.0e+04,12637,0.4444444444444444,1.8518518518518516
s1000_g1e5,24,95762354,cg/asm/overlap1,KSPSolve,1,2.8,2.800000e+00,1.51e+11,1.5e+06,6.7e+03,3.0e+04,12498,0.43749999999999994,1.8229166666666665
s1000_g1e5,24,95762353,cg/asm/overlap2,KSPSolve,1,2.8,2.800000e+00,1.53e+11,2.1e+06,7.3e+03,3.0e+04,12590,0.43076923076923074,1.7948717948717947
s1000_g1e5,24,95762352,cg/asm/overlap3,KSPSolve,1,2.9,2.900000e+00,1.54e+11,2.1e+06,9.7e+03,3.0e+04,12554,0.45312499999999994,1.8880208333333333
s1000_g1e5,24,45869640,fgmres/asm/overlap1,KSPSolve,1,3.9,3.900000e+00,2.46e+11,1.5e+06,6.7e+03,2.0e+04,14843,1.7462689173535697,174.62689173535696
s1000_g1e5,24,25185158,ibcgs/none,KSPSolve,1,7.4,7.400000e+00,1.60e+11,1.3e+06,6.7e+03,1.7e+04,51579,2.0,200.0
