config,nprocs,solverid,solvername,name,count,maxtime,avg time/solve,maxflops,messages,avgmsglen,reductions,max mflop/s,speedup,efficiency
s1000_g1,24,75830645,ibcgs/asm/overlap3,KSPSolve,2,3.6,1.800000e+00,6.32e+10,8.4e+05,9.8e+03,4.0e+03,41324,1.0,100.0
s1000_g1,24,75830644,ibcgs/asm/overlap2,KSPSolve,2,3.5,1.750000e+00,6.22e+10,8.3e+05,7.3e+03,3.9e+03,41430,1.0,100.0
s1000_g1,24,75830647,ibcgs/asm/overlap1,KSPSolve,2,3.4,1.700000e+00,6.04e+10,5.8e+05,6.8e+03,3.9e+03,41538,1.0,100.0
s1000_g1,24,75830646,ibcgs/asm/overlap0,KSPSolve,2,3.9,1.950000e+00,7.00e+10,3.4e+05,6.7e+03,4.5e+03,42524,1.0,100.0
s1000_g1,24,1216556,ibcgs/jacobi,KSPSolve,2,4.8,2.400000e+00,1.02e+11,8.3e+05,6.7e+03,1.1e+04,50462,1.0,100.0
s1000_g1,24,25185158,ibcgs/none,KSPSolve,2,7.4,3.700000e+00,1.57e+11,1.3e+06,6.7e+03,1.7e+04,50510,1.0,100.0
s1000_g1,96,18524981,ibcgs/bjacobi,KSPSolve,2,1.0,5.000000e-01,1.75e+10,1.5e+06,3.3e+03,4.5e+03,152858,1.0,100.0
s1000_g1,96,75830645,ibcgs/asm/overlap3,KSPSolve,2,1.0,5.000000e-01,1.54e+10,3.7e+06,4.7e+03,3.8e+03,134758,0.2777777777777778,6.944444444444445
s1000_g1,96,75830644,ibcgs/asm/overlap2,KSPSolve,2,1.0,5.000000e-01,1.51e+10,3.7e+06,3.5e+03,3.8e+03,135949,0.2857142857142857,7.142857142857142
s1000_g1,96,75830647,ibcgs/asm/overlap1,KSPSolve,2,1.0,5.000000e-01,1.45e+10,2.5e+06,3.4e+03,3.6e+03,137347,0.29411764705882354,7.352941176470589
s1000_g1,96,75830646,ibcgs/asm/overlap0,KSPSolve,2,1.2,6.000000e-01,1.88e+10,1.6e+06,3.3e+03,4.8e+03,142889,0.3076923076923077,7.6923076923076925
s1000_g1,96,1216556,ibcgs/jacobi,KSPSolve,1,4.1,4.100000e+00,8.06e+09,1.2e+06,3.3e+03,3.4e+03,185918,1.7083333333333333,42.70833333333333
s1000_g1,96,25185158,ibcgs/none,KSPSolve,2,1.7,8.500000e-01,3.51e+10,5.2e+06,3.3e+03,1.5e+04,188773,0.22972972972972971,5.743243243243243
