config,nprocs,solverid,solvername,name,count,maxtime,avg time/solve,maxflops,messages,avgmsglen,reductions,max mflop/s,speedup,efficiency
s1000_g1e2,1,80361466,bcgs/asm/overlap0,KSPSolve,3,1.3,4.333333e-01,2.35e+12,0.0e+00,0.0e+00,0.0e+00,1698,1.0,100.0
s1000_g1e2,1,53362206,bicg/jacobi,KSPSolve,1,1.1,1.100000e+00,2.02e+10,0.0e+00,0.0e+00,0.0e+00,1706,1.0,100.0
s1000_g1e2,1,80361464,bcgs/asm/overlap2,KSPSolve,3,1.4,4.666667e-01,2.35e+12,0.0e+00,0.0e+00,0.0e+00,1647,1.0,100.0
s1000_g1e2,1,80361465,bcgs/asm/overlap3,KSPSolve,3,1.3,4.333333e-01,2.35e+12,0.0e+00,0.0e+00,0.0e+00,1686,1.0,100.0
s1000_g1e2,1,19481960,bicg/none,KSPSolve,1,8.3027e-01,8.302700e-01,1.12e+09,0.0e+00,0.0e+00,0.0e+00,1353,1.0,100.0
s1000_g1e2,1,36564232,bicg/asm/overlap0,KSPSolve,1,5.7,5.700000e+00,8.06e+10,0.0e+00,0.0e+00,0.0e+00,1405,1.0,100.0
s1000_g1e2,1,36564235,bicg/asm/overlap3,KSPSolve,1,5.8,5.800000e+00,8.06e+10,0.0e+00,0.0e+00,0.0e+00,1389,1.0,100.0
s1000_g1e2,1,36564234,bicg/asm/overlap2,KSPSolve,1,5.7,5.700000e+00,8.06e+10,0.0e+00,0.0e+00,0.0e+00,1395,1.0,100.0
s1000_g1e2,1,13323659,bicg/bjacobi,KSPSolve,1,5.1,5.100000e+00,8.06e+10,0.0e+00,0.0e+00,0.0e+00,1566,1.0,100.0
s1000_g1e2,1,49542066,bcgs/none,KSPSolve,1,8.0829e-01,8.082900e-01,1.20e+09,0.0e+00,0.0e+00,0.0e+00,1484,1.0,100.0
s1000_g1e2,1,96689089,cg/none,KSPSolve,1,6.3956e-01,6.395600e-01,1.01e+09,0.0e+00,0.0e+00,0.0e+00,1581,1.0,100.0
s1000_g1e2,1,95762355,cg/asm/overlap0,KSPSolve,1,6.3,6.300000e+00,1.05e+11,0.0e+00,0.0e+00,0.0e+00,1644,1.0,100.0
s1000_g1e2,1,95762354,cg/asm/overlap1,KSPSolve,1,6.4,6.400000e+00,1.05e+11,0.0e+00,0.0e+00,0.0e+00,1614,1.0,100.0
s1000_g1e2,1,44673503,fgmres/none,KSPSolve,1,1.7,1.700000e+00,4.30e+12,0.0e+00,0.0e+00,0.0e+00,2418,1.0,100.0
s1000_g1e2,1,95762352,cg/asm/overlap3,KSPSolve,1,6.4,6.400000e+00,1.05e+11,0.0e+00,0.0e+00,0.0e+00,1616,1.0,100.0
s1000_g1e2,1,81986705,cg/jacobi,KSPSolve,1,4.3237e-01,4.323700e-01,4.20e+08,0.0e+00,0.0e+00,0.0e+00,971,1.0,100.0
s1000_g1e2,1,95762353,cg/asm/overlap2,KSPSolve,1,6.5,6.500000e+00,1.05e+11,0.0e+00,0.0e+00,0.0e+00,1613,1.0,100.0
s1000_g1e2,1,91036839,bcgs/bjacobi,KSPSolve,3,1.3,4.333333e-01,2.35e+12,0.0e+00,0.0e+00,0.0e+00,1802,1.0,100.0
s1000_g1e2,1,36564233,bicg/asm/overlap1,KSPSolve,1,5.8,5.800000e+00,8.06e+10,0.0e+00,0.0e+00,0.0e+00,1385,1.0,100.0
s1000_g1e2,1,80361467,bcgs/asm/overlap1,KSPSolve,3,1.4,4.666667e-01,2.35e+12,0.0e+00,0.0e+00,0.0e+00,1654,1.0,100.0
s1000_g1e2,24,75830645,ibcgs/asm/overlap3,KSPSolve,3,6.5,2.166667e+00,1.07e+11,1.4e+06,9.8e+03,6.7e+03,39022,1.203703888888889,120.3703888888889
s1000_g1e2,24,75830644,ibcgs/asm/overlap2,KSPSolve,3,6.9,2.300000e+00,1.14e+11,1.5e+06,7.3e+03,7.2e+03,39200,1.3142857142857143,131.42857142857142
s1000_g1e2,24,11256942,tfqmr/asm/overlap0,KSPSolve,3,2.5,8.333333e-01,1.27e+11,6.4e+05,6.7e+03,1.3e+04,11840,1.0,100.0
s1000_g1e2,24,11256943,tfqmr/asm/overlap3,KSPSolve,1,6.2,6.200000e+00,3.10e+11,4.2e+06,9.7e+03,3.0e+04,11733,1.0,100.0
s1000_g1e2,24,11256941,tfqmr/asm/overlap1,KSPSolve,3,3.1,1.033333e+00,1.53e+11,1.5e+06,6.8e+03,1.5e+04,11557,1.0,100.0
s1000_g1e2,24,42851841,gmres/bjacobi,KSPSolve,3,6.9,2.300000e+00,4.64e+11,1.5e+06,6.7e+03,3.8e+04,16042,1.0,100.0
s1000_g1e2,24,81986705,cg/jacobi,KSPSolve,1,5.5002e-02,5.500200e-02,1.75e+07,1.5e+02,6.7e+03,1.5e+01,7631,0.12721049101464024,0.530043712561001
s1000_g1e2,24,82456576,tfqmr/jacobi,KSPSolve,1,3.2,3.200000e+00,1.75e+11,1.5e+06,6.7e+03,3.0e+04,12785,1.0,100.0
s1000_g1e2,24,53362206,bicg/jacobi,KSPSolve,1,1.5,1.500000e+00,8.42e+08,7.9e+03,6.7e+03,1.7e+02,13325,1.3636363636363635,5.681818181818182
s1000_g1e2,24,45869638,fgmres/asm/overlap3,KSPSolve,3,7.0,2.333333e+00,4.23e+11,3.7e+06,9.7e+03,3.5e+04,14430,1.0,100.0
s1000_g1e2,24,45869637,fgmres/asm/overlap2,KSPSolve,3,6.2,2.066667e+00,3.78e+11,3.3e+06,7.3e+03,3.1e+04,14460,1.0,100.0
s1000_g1e2,24,18524981,ibcgs/bjacobi,KSPSolve,3,7.6,2.533333e+00,1.39e+11,6.7e+05,6.7e+03,8.9e+03,43131,5.066666,2026.6663999999998
s1000_g1e2,24,12321508,fgmres/bjacobi,KSPSolve,3,7.4,2.466667e+00,4.99e+11,1.6e+06,6.7e+03,4.2e+04,16057,1.0,100.0
s1000_g1e2,24,75830647,ibcgs/asm/overlap1,KSPSolve,3,6.6,2.200000e+00,1.09e+11,1.0e+06,6.8e+03,6.9e+03,39409,1.2941176470588236,129.41176470588235
s1000_g1e2,24,44673503,fgmres/none,KSPSolve,1,2.4,2.400000e+00,1.79e+11,7.9e+05,6.7e+03,2.0e+04,17209,1.411764705882353,5.882352941176471
s1000_g1e2,24,99720138,cg/bjacobi,KSPSolve,1,2.6,2.600000e+00,1.56e+10,7.9e+04,6.7e+03,3.1e+03,14015,1.0,100.0
s1000_g1e2,24,80361466,bcgs/asm/overlap0,KSPSolve,3,2.0,6.666667e-01,1.08e+11,5.5e+05,6.7e+03,1.5e+04,12843,1.5384617337278257,6.4102572238659405
s1000_g1e2,24,80361467,bcgs/asm/overlap1,KSPSolve,3,2.1,7.000000e-01,1.09e+11,1.1e+06,6.8e+03,1.5e+04,12314,1.4999998928571505,6.2499995535714605
s1000_g1e2,24,80361465,bcgs/asm/overlap3,KSPSolve,3,2.0,6.666667e-01,1.03e+11,1.4e+06,9.8e+03,1.4e+04,12199,1.5384617337278257,6.4102572238659405
s1000_g1e2,24,80361464,bcgs/asm/overlap2,KSPSolve,3,2.2,7.333333e-01,1.16e+11,1.6e+06,7.3e+03,1.5e+04,12294,1.5714283877551152,6.547618282312979
s1000_g1e2,24,19481960,bicg/none,KSPSolve,1,1.0111e-01,1.011100e-01,4.69e+07,4.6e+02,6.7e+03,2.1e+01,11109,0.12177966203765042,0.5074152584902101
s1000_g1e2,24,8520536,bcgs/jacobi,KSPSolve,3,3.0,1.000000e+00,1.82e+11,1.6e+06,6.7e+03,4.3e+04,14395,1.0,100.0
s1000_g1e2,24,1216556,ibcgs/jacobi,KSPSolve,1,3.6,3.600000e+00,7.02e+10,5.7e+05,6.7e+03,7.5e+03,46123,1.5,150.0
s1000_g1e2,24,96689089,cg/none,KSPSolve,1,8.0980e-02,8.098000e-02,4.23e+07,3.8e+02,6.7e+03,2.1e+01,12489,0.1266183000813059,0.5275762503387745
s1000_g1e2,24,53302993,tfqmr/bjacobi,KSPSolve,3,2.3,7.666667e-01,1.27e+11,6.4e+05,6.7e+03,1.3e+04,13147,1.0,100.0
s1000_g1e2,24,49542066,bcgs/none,KSPSolve,1,9.7420e-02,9.742000e-02,5.01e+07,4.6e+02,6.7e+03,2.4e+01,12310,0.12052604881911197,0.5021918700796332
s1000_g1e2,24,75830646,ibcgs/asm/overlap0,KSPSolve,3,7.4,2.466667e+00,1.25e+11,6.1e+05,6.7e+03,8.0e+03,40110,1.264957435897436,126.4957435897436
s1000_g1e2,24,44526267,fgmres/jacobi,KSPSolve,1,2.5,2.500000e+00,1.81e+11,7.9e+05,6.7e+03,2.0e+04,17124,1.0,100.0
s1000_g1e2,24,91036839,bcgs/bjacobi,KSPSolve,3,1.8,6.000000e-01,1.08e+11,5.5e+05,6.7e+03,1.5e+04,14103,1.3846154911242685,5.769231213017786
s1000_g1e2,24,11256944,tfqmr/asm/overlap2,KSPSolve,1,6.1,6.100000e+00,3.07e+11,4.2e+06,7.3e+03,3.0e+04,11881,1.0,100.0
s1000_g1e2,24,90783920,gmres/jacobi,KSPSolve,1,2.5,2.500000e+00,1.81e+11,7.9e+05,6.7e+03,2.0e+04,17057,1.0,100.0
s1000_g1e2,24,30870722,gmres/asm/overlap0,KSPSolve,3,7.8,2.600000e+00,4.92e+11,1.6e+06,6.7e+03,4.1e+04,14955,1.0,100.0
s1000_g1e2,24,30870721,gmres/asm/overlap3,KSPSolve,3,5.7,1.900000e+00,3.57e+11,3.1e+06,9.7e+03,2.9e+04,14710,1.0,100.0
s1000_g1e2,24,30870720,gmres/asm/overlap2,KSPSolve,3,5.8,1.933333e+00,3.51e+11,3.1e+06,7.3e+03,2.9e+04,14379,1.0,100.0
s1000_g1e2,24,45869639,fgmres/asm/overlap0,KSPSolve,3,7.9,2.633333e+00,4.89e+11,1.6e+06,6.7e+03,4.1e+04,14657,1.0,100.0
s1000_g1e2,24,30870723,gmres/asm/overlap1,KSPSolve,3,5.7,1.900000e+00,3.57e+11,2.3e+06,6.8e+03,2.9e+04,14756,1.0,100.0
s1000_g1e2,24,69323954,gmres/none,KSPSolve,1,2.5,2.500000e+00,1.80e+11,7.9e+05,6.7e+03,2.0e+04,17141,1.0,100.0
s1000_g1e2,24,36564233,bicg/asm/overlap1,KSPSolve,1,7.2,7.200000e+00,3.48e+09,3.7e+04,7.1e+03,3.8e+02,11497,1.2413793103448276,5.172413793103448
s1000_g1e2,24,36564232,bicg/asm/overlap0,KSPSolve,1,1.8,1.800000e+00,8.23e+08,4.1e+03,6.7e+03,1.0e+02,10406,0.3157894736842105,1.3157894736842104
s1000_g1e2,24,36564235,bicg/asm/overlap3,KSPSolve,1,6.8,6.800000e+00,3.27e+09,4.8e+04,1.0e+04,3.5e+02,11324,1.1724137931034482,4.885057471264368
s1000_g1e2,24,36564234,bicg/asm/overlap2,KSPSolve,1,7.1,7.100000e+00,3.33e+09,4.9e+04,7.8e+03,3.6e+02,11053,1.2456140350877192,5.190058479532164
