@relation 'solvers_anamod_36-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.unsupervised.attribute.Remove-R1-11,14,16-24,26-31,33,35-40,42-43,45-56-weka.filters.unsupervised.attribute.Remove-R2,7'

@attribute avg-diag-dist numeric
@attribute norm1 numeric
@attribute col-variability numeric
@attribute min-nnzeros-per-row numeric
@attribute row-variability numeric
@attribute kappa numeric
@attribute ' time' numeric
@attribute ' solver' numeric
@attribute ' class' {good,bad}

@data
2427.003,45711.66,29.76966,2,28.43969,1.21084,0.000341,32168839,bad
2427.003,45711.66,29.76966,2,28.43969,1.21084,0.000272,29030070,bad
2427.003,45711.66,29.76966,2,28.43969,1.21084,0.000412,36564232,bad
2427.003,45711.66,29.76966,2,28.43969,1.21084,1.79769313486E308,81986705,bad
2427.003,45711.66,29.76966,2,28.43969,1.21084,0.000232,69654763,bad
2427.003,45711.66,29.76966,2,28.43969,1.21084,0.000139,37052868,good
2407.43,2296333,27.93044,2,29.9565,192.0068,50.76741,45869639,bad
2407.43,2296333,27.93044,2,29.9565,192.0068,0.073997,47942867,bad
2407.43,2296333,27.93044,2,29.9565,192.0068,0.049756,30870720,bad
2407.43,2296333,27.93044,2,29.9565,192.0068,32.96297,44526267,bad
2407.43,2296333,27.93044,2,29.9565,192.0068,0.000184,32168839,good
2407.43,2296333,27.93044,2,29.9565,192.0068,0.022982,95762352,bad
2407.43,2296333,27.93044,2,29.9565,192.0068,0.051844,53362206,bad
2407.43,2296333,27.93044,2,29.9565,192.0068,0.030687,85483012,bad
2407.43,2296333,27.93044,2,29.9565,192.0068,0.092539,47942864,bad
2407.43,2296333,27.93044,2,29.9565,192.0068,0.083596,47942865,bad
2407.43,2296333,27.93044,2,29.9565,192.0068,0.084971,47942866,bad
2407.43,2296333,27.93044,2,29.9565,192.0068,0.036138,99720138,bad
2407.43,2296333,27.93044,2,29.9565,192.0068,0.000349,29030070,bad
2407.43,2296333,27.93044,2,29.9565,192.0068,0.069695,68908713,bad
2407.43,2296333,27.93044,2,29.9565,192.0068,0.000283,36564232,bad
2407.43,2296333,27.93044,2,29.9565,192.0068,0.020129,81986705,bad
2407.43,2296333,27.93044,2,29.9565,192.0068,0.000136,69654763,good
2407.43,2296333,27.93044,2,29.9565,192.0068,0.091103,1216556,bad
2407.43,2296333,27.93044,2,29.9565,192.0068,0.000216,36025721,bad
2407.43,2296333,27.93044,2,29.9565,192.0068,0.033422,37052868,bad
2408.001,2296333,28.7351,2,26.60895,183.6379,0.000185,32168839,good
2408.001,2296333,28.7351,2,26.60895,183.6379,0.00036,29030070,bad
2408.001,2296333,28.7351,2,26.60895,183.6379,0.000274,36564232,bad
2408.001,2296333,28.7351,2,26.60895,183.6379,1.79769313486E308,81986705,bad
