avg-diag-dist,norm1,col-variability,min-nnzeros-per-row,row-variability,kappa, time, solver,matrix_name, actual_class,predicted_class,default_time,Time Difference,Comparison,SpeedUp
793.8216,1.644563,98.94544,2,98.94544,62.8272,0.000162,32168837,adder_dcop_69,bad,bad,0.000673,-75.93,-75.93 % less time of default solver time,4.154320988
793.8216,1.659115,98.94544,2,98.94544,102.3002,0.000221,19932321,adder_dcop_51,fair,fair,0.000918,-75.93,-75.93 % less time of default solver time,4.153846154
793.8216,1.644497,98.94543,2,98.94543,94.88419,0.000205,7285382,adder_dcop_52,fair,fair,0.000843,-75.68,-75.68 % less time of default solver time,4.112195122
955.7804,9453,2.158362,2,2.158362,189347.9,0.007233,36025721,CAG_mat1916,fair,fair,0.0293,-75.31,-75.31 % less time of default solver time,4.050877921
8.393939,14331850,27.09879,1,25.93517,8.125526,0.000115,19932321,DK01R,fair,fair,0.000455,-74.73,-74.73 % less time of default solver time,3.956521739
793.8216,1.663283,98.94544,2,98.94544,102.4127,0.000215,7285382,adder_dcop_50,fair,fair,0.000847,-74.62,-74.62 % less time of default solver time,3.939534884
793.8216,1.664518,98.94544,2,98.94544,84.28226,0.000106,36025721,adder_dcop_23,good,good,0.000416,-74.52,-74.52 % less time of default solver time,3.924528302
793.8216,1.644563,98.94544,2,98.94544,62.8272,0.000175,37052868,adder_dcop_69,bad,bad,0.000673,-74,-74.0 % less time of default solver time,3.845714286
2154.625,16.8037,6.886057,7,6.886057,71.72423,0.010515,36025721,viscoplastic1_C_2,fair,fair,0.040066,-73.76,-73.76 % less time of default solver time,3.810366144
793.8216,1.644563,98.9454,2,98.9454,101.9332,0.000223,19932321,adder_dcop_54,fair,fair,0.000849,-73.73,-73.73 % less time of default solver time,3.807174888
2154.625,1663090,11.88606,7,11.88606,11.64659,0.008615,36025721,viscoplastic1_C_7,fair,fair,0.032767,-73.71,-73.71 % less time of default solver time,3.803482298
793.8216,1.663283,98.94544,2,98.94544,102.4127,0.000223,19932321,adder_dcop_50,fair,fair,0.000847,-73.67,-73.67 % less time of default solver time,3.798206278
793.8216,1.663809,98.94544,2,98.94544,62.03566,0.000175,37052868,adder_dcop_30,bad,bad,0.000662,-73.56,-73.56 % less time of default solver time,3.782857143
793.8216,1.644497,98.94543,2,98.94543,94.88419,0.000223,19932321,adder_dcop_52,fair,fair,0.000843,-73.55,-73.55 % less time of default solver time,3.780269058
1306.082,4833.859,14.38483,2,14.00709,134158.7,0.00005,37052868,extr1b_A_29,good,good,0.000189,-73.54,-73.54 % less time of default solver time,3.78
107.229,29625580,17.16111,1,16.90036,14061.46,0.000047,45869639,nasa1824,good,good,0.000177,-73.45,-73.45 % less time of default solver time,3.765957447
87.65015,72043.86,25.27004,1,25.27004,201492.7,0.017137,36564232,cz2548,fair,fair,0.064457,-73.41,-73.41 % less time of default solver time,3.76127677
7939.423,5.28E+12,38.60734,5,29.62305,20.60074,0.018607,59072883,nmos3,fair,fair,0.069358,-73.17,-73.17 % less time of default solver time,3.7275219
2154.625,166.4818,7.886057,7,7.886057,71.69448,0.008902,69654763,viscoplastic1_C_3,fair,fair,0.033181,-73.17,-73.17 % less time of default solver time,3.727364637
793.8216,1.644563,98.94544,2,98.94544,101.9363,0.000179,37052868,adder_dcop_68,bad,bad,0.000664,-73.04,-73.04 % less time of default solver time,3.709497207
43,124.7753,5.39564,1,5.39564,2.573104,0.000041,45869639,t2dal_bci,good,good,0.000152,-73.03,-73.03 % less time of default solver time,3.707317073
3990.066,32.88418,7.212294,1,7.187846,1084.594,0.000549,45869639,Pres_Poisson,good,fair,0.002024,-72.88,-72.88 % less time of default solver time,3.686703097
1306.618,741945.3,13.73005,2,10.60104,1.50273,0.000057,37052868,extr1b_A_06,good,good,0.00021,-72.86,-72.86 % less time of default solver time,3.684210526
6721.03,67963.69,32.88357,1,32.95132,1.871946,0.000496,45869639,cbuckle,good,fair,0.001799,-72.43,-72.43 % less time of default solver time,3.627016129
2154.625,16.8037,6.886057,7,6.886057,71.72423,0.01105,69654763,viscoplastic1_C_2,fair,fair,0.040066,-72.42,-72.42 % less time of default solver time,3.625882353
7482.938,8.59932,19.86382,1,19.86382,3.418892,0.000259,45869639,Dubcova1,good,fair,0.000939,-72.42,-72.42 % less time of default solver time,3.625482625
43,124.7753,5.39564,1,5.39564,2.573104,0.000042,37052868,t2dal_bci,good,good,0.000152,-72.37,-72.37 % less time of default solver time,3.619047619
699.6599,3.079712,22.05622,1,22.05622,262.8166,0.000033,45869639,plat1919,good,good,0.000119,-72.27,-72.27 % less time of default solver time,3.606060606
793.8216,1.659115,98.94544,2,98.94544,102.3002,0.000256,69654763,adder_dcop_51,fair,fair,0.000918,-72.11,-72.11 % less time of default solver time,3.5859375
16291.27,81.4602,9,5,9,173.334,0.039062,36025721,viscoplastic2_C_3,fair,fair,0.13963,-72.02,-72.02 % less time of default solver time,3.574573755
793.6791,7.749682,261.0569,2,261.0569,263.5557,0.000108,32168837,adder_dcop_07,good,good,0.000383,-71.8,-71.8 % less time of default solver time,3.546296296
3693.732,30119.95,22.07428,1,20.89415,1.825854,1.4715,19932321,1win,fair,fair,5.2176,-71.8,-71.8 % less time of default solver time,3.545769623
1306.618,741299.6,13.80673,2,10.67681,1.447031,0.000057,37052868,extr1b_A_01,good,good,0.000202,-71.78,-71.78 % less time of default solver time,3.543859649
793.6791,7.749682,261.0569,2,261.0569,263.5557,0.000109,7285382,adder_dcop_07,good,good,0.000383,-71.54,-71.54 % less time of default solver time,3.513761468
8917.951,1208498,75.74329,1,77.4584,670.0852,1.5874,36025721,rajat22,fair,fair,5.4974,-71.12,-71.12 % less time of default solver time,3.463147285
1295.338,62078.49,14.38436,2,10.0177,8.008613,0.000033,37052868,extr1b_A_25,good,good,0.000114,-71.05,-71.05 % less time of default solver time,3.454545455
793.8216,1.644563,98.94544,2,98.94544,62.8272,0.000116,36025721,adder_dcop_64,good,good,0.000398,-70.85,-70.85 % less time of default solver time,3.431034483
4441.235,5.05E+11,18.3202,1,18.20671,2.747541,0.001051,45869639,raefsky4,good,fair,0.003524,-70.18,-70.18 % less time of default solver time,3.352997146
793.8216,1.837046,174.2405,2,174.2405,63.17217,0.000103,7285382,adder_dcop_20,good,good,0.000341,-69.79,-69.79 % less time of default solver time,3.310679612
793.6791,7.749682,261.0569,2,261.0569,263.5557,0.000117,36025721,adder_dcop_07,bad,bad,0.000383,-69.45,-69.45 % less time of default solver time,3.273504274
793.8216,1.644563,98.94544,2,98.94544,101.9363,0.000203,7285382,adder_dcop_68,fair,fair,0.000664,-69.43,-69.43 % less time of default solver time,3.270935961
793.8216,1.663283,98.94544,2,98.94544,102.4127,0.00026,69654763,adder_dcop_50,fair,fair,0.000847,-69.3,-69.3 % less time of default solver time,3.257692308
793.8216,1.644563,98.94544,2,98.94544,62.8272,0.000209,7285382,adder_dcop_69,fair,fair,0.000673,-68.95,-68.95 % less time of default solver time,3.220095694
793.8216,1.837046,174.2405,2,174.2405,63.17217,0.000106,36025721,adder_dcop_20,good,good,0.000341,-68.91,-68.91 % less time of default solver time,3.216981132
793.8216,1.644563,98.9454,2,98.9454,101.9332,0.000264,69654763,adder_dcop_54,fair,fair,0.000849,-68.9,-68.9 % less time of default solver time,3.215909091
2154.625,1663.263,8.886057,7,8.886057,71.63297,0.010306,36025721,viscoplastic1_C_4,fair,fair,0.032908,-68.68,-68.68 % less time of default solver time,3.193091403
793.8216,1.663809,98.94544,2,98.94544,62.03566,0.000208,7285382,adder_dcop_30,fair,fair,0.000662,-68.58,-68.58 % less time of default solver time,3.182692308
115.3713,285463.4,24.66798,1,24.66798,805168.4,0.10066,19932321,cz5108,fair,fair,0.32032,-68.58,-68.58 % less time of default solver time,3.182197497
176.6775,1306,1.740363,2,1.740363,18376.04,0.000351,32168837,CAG_mat364,bad,bad,0.001115,-68.52,-68.52 % less time of default solver time,3.176638177
793.8216,1.644497,98.94543,2,98.94543,94.88419,0.000266,69654763,adder_dcop_52,fair,fair,0.000843,-68.45,-68.45 % less time of default solver time,3.169172932
69.28571,17593.46,27.07343,1,27.07248,50383.9,0.003853,32168837,cz1268,fair,fair,0.012165,-68.33,-68.33 % less time of default solver time,3.157280042
793.8216,1.644563,98.94544,2,98.94544,101.9363,0.000211,19932321,adder_dcop_68,fair,fair,0.000664,-68.22,-68.22 % less time of default solver time,3.146919431
1295.338,62073.03,13.73004,2,9.192277,7.882301,0.000034,37052868,extr1b_A_11,good,good,0.000106,-67.92,-67.92 % less time of default solver time,3.117647059
80.18241,0.6447,21.36283,6,21.36283,20.00685,0.001261,69654763,ex21,fair,fair,0.003923,-67.86,-67.86 % less time of default solver time,3.111022998
1306.463,4838.612,13.73004,2,12.73824,57612.42,0.000116,19932321,extr1b_A_07,fair,fair,0.000358,-67.6,-67.6 % less time of default solver time,3.086206897
1306.463,4834.05,14.38436,2,13.97741,136921.3,0.000119,69654763,extr1b_A_26,fair,fair,0.000366,-67.49,-67.49 % less time of default solver time,3.075630252
1295.615,62076.96,14.43798,2,9.971659,7.092991,0.000062,29030070,extr1b_A_41,fair,fair,0.00019,-67.37,-67.37 % less time of default solver time,3.064516129
16611.6,652456.5,22.1473,2,22.1473,116374.7,0.001151,37052868,rajat15,good,fair,0.003519,-67.29,-67.29 % less time of default solver time,3.057341442
103.1031,25.41258,18.65127,1,18.65127,8105.049,0.007921,36564232,cavity06,fair,fair,0.024206,-67.28,-67.28 % less time of default solver time,3.055927282
1295.615,62078.13,14.40689,2,10.00628,7.131647,0.000062,29030070,extr1b_A_32,fair,fair,0.000189,-67.2,-67.2 % less time of default solver time,3.048387097
69.28571,17593.46,27.07343,1,27.07248,50383.9,0.003994,69654763,cz1268,fair,fair,0.012165,-67.17,-67.17 % less time of default solver time,3.045818728
793.8216,1.644563,98.94544,2,98.94544,62.8272,0.000223,19932321,adder_dcop_69,fair,fair,0.000673,-66.86,-66.86 % less time of default solver time,3.01793722
1295.488,62076.88,14.43918,2,9.970199,7.141145,0.000062,29030070,extr1b_A_44,fair,fair,0.000187,-66.84,-66.84 % less time of default solver time,3.016129032
125.9652,844961.1,50.57422,1,50.57422,17787.55,0.000162,45869639,s1rmt3m1,good,fair,0.000486,-66.67,-66.67 % less time of default solver time,3
793.8216,1.663496,98.94544,2,98.94544,61.85733,0.000118,36025721,adder_dcop_29,good,good,0.000349,-66.19,-66.19 % less time of default solver time,2.957627119
89.06944,3.232785,25.08429,1,25.08429,473.4939,0.004866,32168837,utm3060,fair,fair,0.014253,-65.86,-65.86 % less time of default solver time,2.929099877
1303.823,5.214336,15,2,15,67641.69,0.000193,29030070,circuit_1,bad,bad,0.000563,-65.72,-65.72 % less time of default solver time,2.917098446
1306.618,741508.3,13.78749,2,10.65783,1.430522,0.00007,29030070,extr1b_A_02,fair,fair,0.000204,-65.69,-65.69 % less time of default solver time,2.914285714
1307.649,741299.6,13.80673,2,10.67681,1.07792,0.00007,29030070,extr1,fair,fair,0.000204,-65.69,-65.69 % less time of default solver time,2.914285714
1295.211,62073.03,13.73004,2,9.192277,7.882301,0.000033,37052868,extr1b_A_14,good,good,0.000096,-65.62,-65.62 % less time of default solver time,2.909090909
1295.488,62077.56,14.42637,2,9.987241,7.173147,0.000063,29030070,extr1b_A_39,fair,fair,0.000183,-65.57,-65.57 % less time of default solver time,2.904761905
1295.211,62078.13,14.40689,2,10.00628,8.046191,0.000063,29030070,extr1b_A_33,fair,fair,0.000183,-65.57,-65.57 % less time of default solver time,2.904761905
793.8216,1.663809,98.94544,2,98.94544,62.03566,0.000228,19932321,adder_dcop_30,fair,fair,0.000662,-65.56,-65.56 % less time of default solver time,2.903508772
1306.615,741299.6,13.80673,2,10.67681,1.447031,0.00007,29030070,extr1b,fair,fair,0.000203,-65.52,-65.52 % less time of default solver time,2.9
1295.338,62078.17,14.40508,2,10.00717,8.03372,0.000039,37052868,extr1b_A_30,good,good,0.000113,-65.49,-65.49 % less time of default solver time,2.897435897
793.8216,1.663846,98.94544,2,98.94544,102.4476,0.000108,36025721,adder_dcop_45,good,good,0.000312,-65.38,-65.38 % less time of default solver time,2.888888889
2.5,4.42E+13,5.300943,1,5.300943,0,0.000106,45869639,LFAT5000,good,good,0.000306,-65.36,-65.36 % less time of default solver time,2.886792453
793.8216,1.663467,98.94543,2,98.94543,102.4223,0.000176,37052868,adder_dcop_42,fair,fair,0.000507,-65.29,-65.29 % less time of default solver time,2.880681818
793.8216,1.664156,98.94544,2,98.94544,86.5411,0.000175,37052868,adder_dcop_32,fair,fair,0.000504,-65.28,-65.28 % less time of default solver time,2.88
1295.338,62076.88,14.43918,2,9.970199,8.272068,0.000033,37052868,extr1b_A_43,good,good,0.000095,-65.26,-65.26 % less time of default solver time,2.878787879
1371.345,1212874000,47.45047,2,47.45047,3.480313,0.000049,37052868,bayer09,good,good,0.000141,-65.25,-65.25 % less time of default solver time,2.87755102
1295.488,62078.49,14.38483,2,10.01744,7.19391,0.000063,29030070,extr1b_A_28,fair,fair,0.000181,-65.19,-65.19 % less time of default solver time,2.873015873
1295.338,62077.62,14.42482,2,9.989455,8.132567,0.000063,29030070,extr1b_A_35,fair,fair,0.000181,-65.19,-65.19 % less time of default solver time,2.873015873
793.8216,1.644563,98.94545,2,98.94545,101.9362,0.000106,36025721,adder_dcop_56,good,good,0.000303,-65.02,-65.02 % less time of default solver time,2.858490566
793.8216,1.663543,98.94544,2,98.94544,102.4152,0.000175,37052868,adder_dcop_48,fair,fair,0.000499,-64.93,-64.93 % less time of default solver time,2.851428571
115.0087,272.2243,7.553177,1,7.550828,2.717751,0.000154,45869639,t2dah_a,good,fair,0.000439,-64.92,-64.92 % less time of default solver time,2.850649351
790.0977,1.075141,11.9998,2,11.9998,12464210,0.000838,19932321,adder_dcop_01,fair,fair,0.002383,-64.83,-64.83 % less time of default solver time,2.843675418
103.1031,18.93333,18.76616,9,18.76616,16566.99,0.004357,19932321,cavity05,fair,fair,0.012323,-64.64,-64.64 % less time of default solver time,2.82832224
59.6,5.01005,1.147373,1,1.147373,1.903725,0.000087,45869639,fv2,good,good,0.000246,-64.63,-64.63 % less time of default solver time,2.827586207
955.7804,9453,2.158362,2,2.158362,189347.9,0.010417,69654763,CAG_mat1916,fair,fair,0.0293,-64.45,-64.45 % less time of default solver time,2.812709993
115.3713,285463.4,24.66798,1,24.66798,805168.4,0.11439,32168837,cz5108,fair,fair,0.32032,-64.29,-64.29 % less time of default solver time,2.800244777
267.613,2815.21,15.2769,4,15.2769,4749346,0.006622,69654763,flowmeter5,fair,fair,0.018538,-64.28,-64.28 % less time of default solver time,2.799456358
1306.463,4838.612,13.73004,2,12.73824,57612.42,0.000131,69654763,extr1b_A_07,fair,fair,0.000358,-63.41,-63.41 % less time of default solver time,2.732824427
793.8216,1.644563,98.94544,2,98.94544,94.88779,0.000175,37052868,adder_dcop_61,fair,fair,0.000477,-63.31,-63.31 % less time of default solver time,2.725714286
793.8216,1.663771,98.94544,2,98.94544,95.33964,0.000185,37052868,adder_dcop_41,fair,fair,0.000504,-63.29,-63.29 % less time of default solver time,2.724324324
2384.389,28.84677,12.3596,1,12.3596,3.272459,0.000667,45869639,Si10H16,good,fair,0.001817,-63.29,-63.29 % less time of default solver time,2.724137931
2154.625,49.42937,6.153075,7,6.15286,71.7098,0.004761,37052868,viscoplastic1,good,good,0.012969,-63.29,-63.29 % less time of default solver time,2.724007561
793.8216,1.644563,98.94544,2,98.94544,101.9363,0.000129,36025721,adder_dcop_67,good,good,0.000351,-63.25,-63.25 % less time of default solver time,2.720930233
1295.615,62076.96,14.43798,2,9.971659,7.092991,0.00007,69654763,extr1b_A_41,fair,fair,0.00019,-63.16,-63.16 % less time of default solver time,2.714285714
2407.734,2321754,27.37574,2,27.43293,237.9745,0.000135,69654763,hydr1c_A_37,good,good,0.000366,-63.11,-63.11 % less time of default solver time,2.711111111
793.8216,1.664518,98.94544,2,98.94544,84.28226,0.000154,7285382,adder_dcop_23,bad,bad,0.000416,-62.98,-62.98 % less time of default solver time,2.701298701
5196.848,4.10E+11,22.0291,1,22.6031,4.935064,0.000301,45869639,vibrobox,good,fair,0.000808,-62.75,-62.75 % less time of default solver time,2.684385382
87.65015,72043.86,25.27004,1,25.27004,201492.7,0.024055,19932321,cz2548,fair,fair,0.064457,-62.68,-62.68 % less time of default solver time,2.679567657
1306.618,741526.8,13.78493,2,10.65529,1.436186,0.00008,29030070,extr1b_A_03,fair,fair,0.000214,-62.62,-62.62 % less time of default solver time,2.675
1295.488,62073.03,13.73004,2,9.192277,7.165538,0.000071,29030070,extr1b_A_16,fair,fair,0.000189,-62.43,-62.43 % less time of default solver time,2.661971831
1295.615,100001,14.42637,2,9.987241,7.182499,0.000071,29030070,extr1b_A_38,fair,fair,0.000189,-62.43,-62.43 % less time of default solver time,2.661971831
1295.615,100001,14.42637,2,9.987241,7.182499,0.000071,69654763,extr1b_A_38,fair,fair,0.000189,-62.43,-62.43 % less time of default solver time,2.661971831
4647.173,2,4,1,4,33.05747,0.000392,37052868,poli_large,good,good,0.001039,-62.27,-62.27 % less time of default solver time,2.650510204
2407.844,2338560,30.17246,2,30.12502,287.0132,0.000135,69654763,hydr1c_A_50,good,good,0.000356,-62.08,-62.08 % less time of default solver time,2.637037037
6735.32,288,0,1,0,3.861687,0.000705,37052868,cyl6,good,fair,0.001858,-62.06,-62.06 % less time of default solver time,2.635460993
1303.823,5.214336,15,2,15,67641.69,0.000214,7285382,circuit_1,fair,fair,0.000563,-61.99,-61.99 % less time of default solver time,2.630841121
793.8216,1.659115,98.94544,2,98.94544,102.3002,0.000349,29030070,adder_dcop_51,fair,fair,0.000918,-61.98,-61.98 % less time of default solver time,2.630372493
66.22222,654304.8,1.293912,4,1.550128,1.483663,0.004478,32168837,t2d_q9_A_29,good,good,0.011776,-61.97,-61.97 % less time of default solver time,2.629745422
1306.618,741947.1,13.73,2,10.60099,1.503516,0.000078,29030070,extr1b_A_05,fair,fair,0.000205,-61.95,-61.95 % less time of default solver time,2.628205128
16272.73,265860.7,17.52817,1,16.55665,2801.486,0.000212,45869639,c-50,good,fair,0.000557,-61.94,-61.94 % less time of default solver time,2.627358491
13658.6,473333.5,8,1,9.357463,4233652000,0.000332,7285382,c-48,fair,fair,0.00087,-61.84,-61.84 % less time of default solver time,2.620481928
1295.615,100001,14.38483,2,10.01744,7.20361,0.00007,69654763,extr1b_A_27,fair,fair,0.000183,-61.75,-61.75 % less time of default solver time,2.614285714
793.8216,1.644563,98.94544,2,98.94544,101.9363,0.000254,69654763,adder_dcop_68,fair,fair,0.000664,-61.75,-61.75 % less time of default solver time,2.614173228
80.18241,0.6447,21.36283,6,21.36283,20.00685,0.001501,32168837,ex21,fair,fair,0.003923,-61.74,-61.74 % less time of default solver time,2.613590939
66.22222,4590210,1.554096,4,2.030542,1.506811,0.004292,36025721,t2d_q4_A_38,good,fair,0.011211,-61.72,-61.72 % less time of default solver time,2.612068966
793.8216,1.644563,98.94544,2,98.94544,62.8272,0.000259,69654763,adder_dcop_69,fair,fair,0.000673,-61.52,-61.52 % less time of default solver time,2.598455598
66.22222,654304.8,1.293912,4,1.550128,1.483663,0.004541,36025721,t2d_q9_A_29,good,good,0.011776,-61.44,-61.44 % less time of default solver time,2.593261396
1306.618,741945.3,13.73005,2,10.60104,1.50273,0.000081,29030070,extr1b_A_06,bad,bad,0.00021,-61.43,-61.43 % less time of default solver time,2.592592593
2407.844,2306860,29.04164,2,31.08353,199.3418,0.000135,69654763,hydr1c_A_40,good,good,0.00035,-61.43,-61.43 % less time of default solver time,2.592592593
124.9746,528795.3,19.8144,1,19.59884,33026.31,0.000204,45869639,s1rmq4m1,good,fair,0.000527,-61.29,-61.29 % less time of default solver time,2.583333333
1295.211,62078.13,14.40689,2,10.00628,8.046191,0.000071,69654763,extr1b_A_33,fair,fair,0.000183,-61.2,-61.2 % less time of default solver time,2.577464789
2154.625,16631.07,9.886057,7,9.886057,71.67773,0.01285,36025721,viscoplastic1_C_5,fair,fair,0.033076,-61.15,-61.15 % less time of default solver time,2.574007782
66.22222,261583.9,1.103877,4,1.406217,1.374764,0.004465,32168837,t2d_q9_A_41,good,good,0.011486,-61.13,-61.13 % less time of default solver time,2.572452408
6645.678,0.000079,8.240137,1,8.240137,7.514873,0.00018,45869639,rail_20209,good,good,0.000462,-61.04,-61.04 % less time of default solver time,2.566666667
66.22222,107.8268,1.027002,4,1.144468,19993.33,0.004816,36025721,t2d_q9_A_05,good,good,0.012345,-60.99,-60.99 % less time of default solver time,2.563330565
66.22222,4791.044,1.199713,4,1.354117,396403.8,0.004817,36025721,t2d_q9_A_12,good,fair,0.012326,-60.92,-60.92 % less time of default solver time,2.558854059
793.8216,1.663817,98.94544,2,98.94544,95.3427,0.000119,36025721,adder_dcop_43,good,good,0.000304,-60.86,-60.86 % less time of default solver time,2.554621849
1295.488,62073.03,13.73004,2,9.192277,7.165538,0.000071,29030070,extr1b_A_15,fair,fair,0.000181,-60.77,-60.77 % less time of default solver time,2.549295775
1295.488,62078.49,14.38483,2,10.01744,7.19391,0.000071,69654763,extr1b_A_28,fair,fair,0.000181,-60.77,-60.77 % less time of default solver time,2.549295775
1295.615,62073.03,13.73004,2,9.192277,7.165538,0.000071,29030070,extr1b_A_12,fair,fair,0.000181,-60.77,-60.77 % less time of default solver time,2.549295775
1295.615,62073.03,13.73004,2,9.192277,7.165538,0.000071,69654763,extr1b_A_12,fair,fair,0.000181,-60.77,-60.77 % less time of default solver time,2.549295775
793.8216,1.663283,98.94544,2,98.94544,102.4127,0.000333,29030070,adder_dcop_50,fair,fair,0.000847,-60.68,-60.68 % less time of default solver time,2.543543544
1295.615,100001,14.38483,2,10.01744,7.20361,0.000072,29030070,extr1b_A_27,fair,fair,0.000183,-60.66,-60.66 % less time of default solver time,2.541666667
2420.837,2298394,19.90817,2,19.05196,1.699392,0.000162,37052868,hydr1c_A_05,good,good,0.000411,-60.58,-60.58 % less time of default solver time,2.537037037
1295.211,62078.87,14.34569,2,10.01171,7.938568,0.000071,29030070,extr1b_A_23,fair,fair,0.00018,-60.56,-60.56 % less time of default solver time,2.535211268
1295.615,62073.03,13.73004,2,9.192277,7.165538,0.000071,29030070,extr1b_A_08,fair,fair,0.00018,-60.56,-60.56 % less time of default solver time,2.535211268
793.8216,1.66481,98.92375,2,98.92375,63.33827,0.000107,36025721,adder_dcop_35,good,good,0.000271,-60.52,-60.52 % less time of default solver time,2.53271028
16291.27,81.4602,9,5,9,173.334,0.055166,19932321,viscoplastic2_C_3,fair,fair,0.13963,-60.49,-60.49 % less time of default solver time,2.531087989
1306.618,741299.6,13.80673,2,10.67681,1.447031,0.00008,29030070,extr1b_A_01,bad,bad,0.000202,-60.4,-60.4 % less time of default solver time,2.525
793.6791,7.749682,261.0569,2,261.0569,263.5557,0.000152,69654763,adder_dcop_07,fair,fair,0.000383,-60.31,-60.31 % less time of default solver time,2.519736842
66.22222,261583.9,1.103877,4,1.406217,1.374764,0.004566,36025721,t2d_q9_A_41,good,good,0.011486,-60.25,-60.25 % less time of default solver time,2.515549715
793.8216,1.663608,98.94544,2,98.94544,62.22572,0.000107,36025721,adder_dcop_31,good,good,0.000269,-60.22,-60.22 % less time of default solver time,2.514018692
1295.615,62073.03,13.73004,2,9.192277,7.165538,0.000072,29030070,extr1b_A_09,fair,fair,0.000181,-60.22,-60.22 % less time of default solver time,2.513888889
1295.615,62073.03,13.73004,2,9.192277,7.165538,0.000072,69654763,extr1b_A_09,fair,fair,0.000181,-60.22,-60.22 % less time of default solver time,2.513888889
793.8216,1.644563,98.9454,2,98.9454,101.9332,0.000338,29030070,adder_dcop_54,fair,fair,0.000849,-60.19,-60.19 % less time of default solver time,2.51183432
2314.406,27158.11,16.354,2,16.80601,5.012472,0.36135,36564232,g7jac020sc,fair,fair,0.90747,-60.18,-60.18 % less time of default solver time,2.511332503
66.22222,84463.15,1.096194,4,1.393384,179662.1,0.004566,36025721,t2d_q4_A_44,good,good,0.011432,-60.06,-60.06 % less time of default solver time,2.503723171
1295.338,62078.87,14.34498,2,10.01098,7.931625,0.000044,37052868,extr1b_A_20,good,good,0.00011,-60,-60.0 % less time of default solver time,2.5
66.22222,4590210,1.554096,4,2.030542,1.506811,0.004467,36025721,t2d_q9_A_38,good,good,0.011163,-59.98,-59.98 % less time of default solver time,2.498992612
69.28571,17593.46,27.07343,1,27.07248,50383.9,0.004888,36564232,cz1268,fair,fair,0.012165,-59.82,-59.82 % less time of default solver time,2.488747954
1536.241,696.0369,15,2,15,8579.879,0.000339,36025721,circuit_2,fair,fair,0.000843,-59.79,-59.79 % less time of default solver time,2.486725664
793.8216,1.664518,98.94544,2,98.94544,84.28226,0.000168,69654763,adder_dcop_23,bad,bad,0.000416,-59.62,-59.62 % less time of default solver time,2.476190476
3331.368,47.57771,13.61307,1,13.60808,2.911578,0.000546,45869639,Si5H12,good,fair,0.001352,-59.62,-59.62 % less time of default solver time,2.476190476
1295.338,62077.62,14.42482,2,9.989455,8.132564,0.000038,37052868,extr1b_A_36,good,fair,0.000094,-59.57,-59.57 % less time of default solver time,2.473684211
793.8216,1.664156,98.94544,2,98.94544,86.5411,0.000204,32168837,adder_dcop_32,fair,fair,0.000504,-59.52,-59.52 % less time of default solver time,2.470588235
793.8216,1.663543,98.94544,2,98.94544,102.4152,0.000202,7285382,adder_dcop_48,fair,fair,0.000499,-59.52,-59.52 % less time of default solver time,2.47029703
2614.427,2111.702,8,1,9.262202,3.043978,0.000049,45869639,c-25,good,good,0.000121,-59.5,-59.5 % less time of default solver time,2.469387755
296.5,1.26E+12,15.91356,1,15.9278,305.7557,0.00078,45869639,olafu,good,fair,0.001916,-59.29,-59.29 % less time of default solver time,2.456410256
8280.763,65290.55,23.36005,1,22.81788,283.5863,0.000112,45869639,c-43,good,good,0.000275,-59.27,-59.27 % less time of default solver time,2.455357143
1295.338,62073.03,13.73004,2,9.192277,7.882301,0.000044,37052868,extr1b_A_10,good,good,0.000108,-59.26,-59.26 % less time of default solver time,2.454545455
2427.003,45711.66,29.76966,2,28.43969,1.21084,0.000139,37052868,hydr1c_A_76,good,good,0.000341,-59.24,-59.24 % less time of default solver time,2.45323741
793.8216,1.663809,98.94544,2,98.94544,62.03566,0.00027,69654763,adder_dcop_30,fair,fair,0.000662,-59.21,-59.21 % less time of default solver time,2.451851852
2427.031,45348.06,29.3272,2,27.41537,1.571096,0.000177,69654763,hydr1c_A_22,good,good,0.000432,-59.03,-59.03 % less time of default solver time,2.440677966
43,124.7753,5.39564,1,5.39564,2.573104,0.000041,37052868,t2dal,good,good,0.0001,-59,-59.0 % less time of default solver time,2.43902439
793.8216,1.644497,98.94543,2,98.94543,94.88419,0.000346,29030070,adder_dcop_52,fair,fair,0.000843,-58.96,-58.96 % less time of default solver time,2.436416185
115.0087,272.2243,7.553177,1,7.550828,2.717751,0.000147,37052868,t2dah,good,fair,0.000358,-58.94,-58.94 % less time of default solver time,2.43537415
22713.02,5362.887,27.4413,1,27.33239,145.5021,0.000328,45869639,c-53,good,fair,0.000794,-58.69,-58.69 % less time of default solver time,2.420731707
2420.837,2298394,19.90817,2,19.05196,1.699392,0.00017,69654763,hydr1c_A_05,good,good,0.000411,-58.64,-58.64 % less time of default solver time,2.417647059
751.1841,1.221141,18.62187,1,18.62187,4986.502,0.000396,45869639,t3dl,good,fair,0.000955,-58.53,-58.53 % less time of default solver time,2.411616162
3695.335,2228051,8,1,9.417835,2.47E+14,0.000049,45869639,c-29,good,good,0.000118,-58.47,-58.47 % less time of default solver time,2.408163265
1295.615,62076.96,14.43798,2,9.971659,7.092991,0.000079,19932321,extr1b_A_41,fair,fair,0.00019,-58.42,-58.42 % less time of default solver time,2.405063291
