1,s,trsyl,no,standard,upper quasi-triangular,full,single,457
2,d,trsyl,no,standard,upper quasi-triangular,full,double,458
3,c,trsyl,yes,standard,upper triangular,full,single,459
4,z,trsyl,yes,standard,upper triangular,full,double,460
5,s,tgsyl,no,generalized,upper quasi-triangular,full,single,461
6,d,tgsyl,no,generalized,upper quasi-triangular,full,double,462
7,c,tgsyl,yes,generalized,upper triangular,full,single,463
8,z,tgsyl,yes,generalized,upper triangular,full,double,464
