24	z	pbtrf	HPD	band	http://www.netlib.org/lapack/complex16/zpbtrf.f	computes the Cholesky factorization of an HPD band matrix	244
25	s	pttrf	SPD	tridiagonal	http://www.netlib.org/lapack/single/spttrf.f	computes the L*D*L**T factorization of an SPD tridiagonal matrix	245
26	d	pttrf	SPD	tridiagonal	http://www.netlib.org/lapack/double/dpttrf.f	computes the L*D*L**T factorization of an SPD tridiagonal matrix	246
27	c	pttrf	HPD	tridiagonal	http://www.netlib.org/lapack/complex/cpttrf.f	computes the L*D*L**T factorization of an HPD tridiagonal matrix	247
28	z	pttrf	HPD	tridiagonal	http://www.netlib.org/lapack/complex16/zpttrf.f	computes the L*D*L**T factorization of an HPD tridiagonal matrix	248
29	s	sytrf	symmetric	full	http://www.netlib.org/lapack/single/ssytrf.f	computes the factorization of a real symmetric matrix using the Bunch-Kaufman diagonal pivoting method	249
30	d	sytrf	symmetric	full	http://www.netlib.org/lapack/double/dsytrf.f	computes the factorization of a real symmetric matrix using the Bunch-Kaufman diagonal pivoting method	250
31	c	hetrf	Hermitian	full	http://www.netlib.org/lapack/complex/chetrf.f	computes the factorization of a complex Hermitian matrix using the Bunch-Kaufman diagonal pivoting method	251
32	z	hetrf	Hermitian	full	http://www.netlib.org/lapack/complex16/zhetrf.f	computes the factorization of a complex Hermitian matrix using the Bunch-Kaufman diagonal pivoting method	252
33	c	sytrf	symmetric	full	http://www.netlib.org/lapack/complex/csytrf.f	computes the factorization of a complex symmetric matrix using the Bunch-Kaufman diagonal pivoting method	253
34	z	sytrf	symmetric	full	http://www.netlib.org/lapack/complex16/zsytrf.f	computes the factorization of a complex symmetric matrix using the Bunch-Kaufman diagonal pivoting method	254
35	s	sptrf	symmetric	packed	http://www.netlib.org/lapack/single/ssptrf.f	computes the factorization of a real symmetric matrix stored in packed format using the Bunch-Kaufman diagonal pivoting method	255
36	d	sptrf	symmetric	packed	http://www.netlib.org/lapack/double/dsptrf.f	computes the factorization of a real symmetric matrix stored in packed format using the Bunch-Kaufman diagonal pivoting method	256
37	c	hptrf	Hermitian	packed	http://www.netlib.org/lapack/complex/chptrf.f	computes the factorization of a complex Hermitian packed matrix using the Bunch-Kaufman diagonal pivoting method	257
38	z	hptrf	Hermitian	packed	http://www.netlib.org/lapack/complex16/zhptrf.f	computes the factorization of a complex Hermitian packed matrix using the Bunch-Kaufman diagonal pivoting method	258
39	c	sptrf	symmetric	packed	http://www.netlib.org/lapack/complex/csptrf.f	computes the factorization of a complex symmetric matrix stored in packed format using the Bunch-Kaufman diagonal pivoting method	259
40	z	sptrf	symmetric	packed	http://www.netlib.org/lapack/complex16/zsptrf.f	computes the factorization of a complex symmetric matrix stored in packed format using the Bunch-Kaufman diagonal pivoting method	260
