lambda-max-by-magnitude-im,right-bandwidth,avgdistfromdiag,symmetry,n-dummy-rows,blocksize,max-nnzeros-per-row,diag-definite,avgnnzprow,lambda-max-by-magnitude-re,ellipse-cy,nnzup,ruhe75-bound,avg-diag-dist,nnz,lambda-max-by-im-part-im,left-bandwidth,norm1,sigma-min,upband,n-struct-unsymm,lambda-min-by-magnitude-im,diagonal-average,diagonal-dominance,dummy-rows,ritz-values-r,symmetry-snorm,symmetry-fanorm,symmetry-fsnorm,colours,lambda-max-by-im-part-re,col-variability,trace-abs,ritz-values-c,nnzeros,diag-zerostart,loband,positive-fraction,trace,min-nnzeros-per-row,diagonal-sign,row-variability,nrows,lambda-max-by-real-part-im,colour-offsets,n-colours,relsymm,diagonal-variance,departure,nnzlow,n-nonzero-diags,sigma-max,dummy-rows-kind,kappa,n-ritz-values,colour-set-sizes,sigma-diag-dist,symmetry-anorm,ellipse-ax,ellipse-ay,ellipse-cx,normF,normInf,lee95-bound,lambda-max-by-real-part-re,nnzdia,trace-asquared,solver,class,matrix_name,solver_time,default_time,Time Difference,Comparison,SpeedUp
0,0,3,0,371,1,5,1,3,0.000274,0,0,0.000568,561.7257,5177,0,1327,0.001127,0.000571,0,3820,0,0.000129,0,0,0,0.000895,0.001252,0.006364,0,0.000227,6.058414,0.175147,0,5177,1357,1327,1,0.175147,1,2,6.058414,1357,0,0,4,0.262121,0.00011,0.00177,3820,977,0.00072,1,165.0752,45,0,1384263,0.000298,0.000296,0.000003,0.0003,0.006486,0.000895,0.00177,0.000597,1357,0.000039,91845162,good,rail_1357_E,0.009452,0.01738,-45.62,-45.62 % less time of default solver time,1.838764283
0,0,3,0,371,1,5,1,3,0.000274,0,0,0.000568,561.7257,5177,0,1327,0.001127,0.000571,0,3820,0,0.000129,0,0,0,0.000895,0.001252,0.006364,0,0.000227,6.058414,0.175147,0,5177,1357,1327,1,0.175147,1,2,6.058414,1357,0,0,4,0.262121,0.00011,0.00177,3820,977,0.00072,1,165.0752,45,0,1384263,0.000298,0.000296,0.000003,0.0003,0.006486,0.000895,0.00177,0.000597,1357,0.000039,29553943,good,rail_1357_E,0.009509,0.01738,-45.29,-45.29 % less time of default solver time,1.827742139
0,0,3,0,371,1,5,1,3,0.000274,0,0,0.000568,561.7257,5177,0,1327,0.001127,0.000571,0,3820,0,0.000129,0,0,0,0.000895,0.001252,0.006364,0,0.000227,6.058414,0.175147,0,5177,1357,1327,1,0.175147,1,2,6.058414,1357,0,0,4,0.262121,0.00011,0.00177,3820,977,0.00072,1,165.0752,45,0,1384263,0.000298,0.000296,0.000003,0.0003,0.006486,0.000895,0.00177,0.000597,1357,0.000039,18868442,good,rail_1357_E,0.009558,0.01738,-45.01,-45.01 % less time of default solver time,1.818372044
0,0,3,0,1363,1,5,0,3,-0.000023,0,0,0.000034,1953.318,20181,0,5147,0.000074,0.000039,0,15004,0,0.000022,-0.000059,0,0,0.000051,0.000414,0.001632,0,-0.000023,8.240137,0.112166,0,20181,5177,5147,0,-0.112166,1,-2,8.240137,5177,0,0,4,0.256528,0.000003,0.000585,15004,3151,0.000041,1,6.656732,24,0,16876680,0.000023,0.000013,0.000001,-0.000017,0.001684,0.000059,0.000585,-0.000004,5177,0.000002,91845162,good,rail_5177,0.01291,0.023114,-44.15,-44.15 % less time of default solver time,1.790395043
0,0,3,0,1363,1,5,0,3,-0.000023,0,0,0.000034,1953.318,20181,0,5147,0.000074,0.000039,0,15004,0,0.000022,-0.000059,0,0,0.000051,0.000414,0.001632,0,-0.000023,8.240137,0.112166,0,20181,5177,5147,0,-0.112166,1,-2,8.240137,5177,0,0,4,0.256528,0.000003,0.000585,15004,3151,0.000041,1,6.656732,24,0,16876680,0.000023,0.000013,0.000001,-0.000017,0.001684,0.000059,0.000585,-0.000004,5177,0.000002,32168837,good,rail_5177,0.0131,0.023114,-43.32,-43.32 % less time of default solver time,1.764427481
0,0,1,0,12517,1,133,0,1,0,0,0,26.54195,4619.115,16107,0,13138,104,9.599049,0,0,0,0,-206,0,0,0,0,0,0,0,1.113943,0,0,16107,0,13138,0.5,0,1,10,1.113943,13332,0,0,7,0,0,68.95651,2775,2426,27.09887,1,50.34842,240,0,96108990,0,0.384386,0.213607,0.172535,70.40597,206,0,0,13332,0,49834420,good,Reuters911_Day_12,0.013218,0.021751,-39.23,-39.23 % less time of default solver time,1.645559086
0,0,1,0,12517,1,133,0,1,0,0,0,26.54195,4619.115,16107,0,13138,104,9.599049,0,0,0,0,-206,0,0,0,0,0,0,0,1.113943,0,0,16107,0,13138,0.5,0,1,10,1.113943,13332,0,0,7,0,0,68.95651,2775,2426,27.09887,1,50.34842,240,0,96108990,0,0.384386,0.213607,0.172535,70.40597,206,0,0,13332,0,49834417,good,Reuters911_Day_12,0.013226,0.021751,-39.19,-39.19 % less time of default solver time,1.644563738
0,0,1,0,12517,1,133,0,1,0,0,0,26.54195,4619.115,16107,0,13138,104,9.599049,0,0,0,0,-206,0,0,0,0,0,0,0,1.113943,0,0,16107,0,13138,0.5,0,1,10,1.113943,13332,0,0,7,0,0,68.95651,2775,2426,27.09887,1,50.34842,240,0,96108990,0,0.384386,0.213607,0.172535,70.40597,206,0,0,13332,0,75830647,good,Reuters911_Day_12,0.013581,0.021751,-37.56,-37.56 % less time of default solver time,1.601575731
0,0,1,0,12517,1,133,0,1,0,0,0,26.54195,4619.115,16107,0,13138,104,9.599049,0,0,0,0,-206,0,0,0,0,0,0,0,1.113943,0,0,16107,0,13138,0.5,0,1,10,1.113943,13332,0,0,7,0,0,68.95651,2775,2426,27.09887,1,50.34842,240,0,96108990,0,0.384386,0.213607,0.172535,70.40597,206,0,0,13332,0,11256942,good,Reuters911_Day_12,0.013602,0.021751,-37.46,-37.46 % less time of default solver time,1.599103073
0,0,1,0,12517,1,133,0,1,0,0,0,26.54195,4619.115,16107,0,13138,104,9.599049,0,0,0,0,-206,0,0,0,0,0,0,0,1.113943,0,0,16107,0,13138,0.5,0,1,10,1.113943,13332,0,0,7,0,0,68.95651,2775,2426,27.09887,1,50.34842,240,0,96108990,0,0.384386,0.213607,0.172535,70.40597,206,0,0,13332,0,30870721,good,Reuters911_Day_12,0.013779,0.021751,-36.65,-36.65 % less time of default solver time,1.578561579
0,16923,32,0,0,20,62,0,32,10.79011,0,295835,5.377349,6125.161,553562,0,16914,19.2483,13.05886,16923,371113,0,0.323302,-19.25025,0,0,19.12197,545.0477,566.2468,0,10.79011,19.79436,5586.979,0,553562,17281,16914,0.454546,-282.6798,8,0,19.79436,17281,0,0,23,0.329591,1.095932,717.4063,240446,14047,13.06932,0,1.404683,11,0,88469980,18.91825,10.40559,7.673855,0.384492,785.9468,19.25025,770.8138,10.79011,17281,23558.54,36564232,good,e40r0100,0.000948,0.001481,-35.99,-35.99 % less time of default solver time,1.562236287
0,0,8,0,2,1,12,0,8,-0.620257,0,0,106.9526,115.0087,93781,0,231,272.2243,147.5995,0,0,0,0.94053,-275.2723,0,0,0,0,0,0,-0.000026,7.553177,10764.37,0,93781,11445,231,0,-10764.37,1,-2,7.550828,11445,0,0,8,0,5.200781,400.9072,82336,231,187.6805,1,2.717751,48,0,57356.62,0,36.6691,17.15462,-73.79904,693.1209,275.2723,0,-0.000011,11445,0,29030070,good,t2dah_a,0.000283,0.000439,-35.54,-35.54 % less time of default solver time,1.551236749
0,0,8,0,2,1,12,0,8,-0.620257,0,0,106.9526,115.0087,93781,0,231,272.2243,147.5995,0,0,0,0.94053,-275.2723,0,0,0,0,0,0,-0.000026,7.553177,10764.37,0,93781,11445,231,0,-10764.37,1,-2,7.550828,11445,0,0,8,0,5.200781,400.9072,82336,231,187.6805,1,2.717751,48,0,57356.62,0,36.6691,17.15462,-73.79904,693.1209,275.2723,0,-0.000011,11445,0,36025721,good,t2dah_a,0.000295,0.000439,-32.8,-32.8 % less time of default solver time,1.488135593
0,0,2,0,3,1,3,1,2,0,0,0,0,2.5,49980,0,5,0.000071,0,0,0,0,0.000012,0,0,0,0,0,0,0,0,15.58133,0.236376,0,49980,19994,5,0,0.236376,1,2,15.58133,19994,0,0,3,0,0.00002,0.001664,29986,6,0.000071,1,0,0,0,27.91667,0,0,0,0,0.00373,0.000071,0,0.000047,19994,0,59072883,good,LFAT5000_M,0.000941,0.001364,-31.01,-31.01 % less time of default solver time,1.449521785
0,0,60,0,5,1,184,1,60,122.5885,0,0,270.5461,10434.39,2190591,0,34064,696.3039,273.052,0,2154174,0,129.2627,-286.5564,0,0,539.437,4393.089,26303.29,0,115.8626,8.814721,4707360,0,2190591,36417,34064,1,4707360,1,2,8.842271,36417,0,0,32,0.016624,41.94698,6212.766,2154174,12789,278.7057,1,102.5906,13,0,522096200,294.4738,127.2864,41.24702,129.7923,26667.62,745.227,6212.766,257.0762,36417,672563600,88865077,good,pdb1HYS,0.094459,0.134905,-29.98,-29.98 % less time of default solver time,1.428185774
0,565,24,0,10587,6614,211,0,24,24425140,0,257137,4.82E+11,280.8856,531826,0,592,4.24E+11,265226500,565,326656,0,74344.65,-6.88E+11,0,0,3.44E+11,3.41E+11,3.41E+11,0,21558380,21.95572,1634244000,0,531826,21982,592,0.608696,1075262000,1,0,22.47418,21982,0,0,50,0.385784,3352426,4.83E+11,252707,1119,4.83E+11,1,410.9239,69,0,202954.5,3.44E+11,254172200,882303.4,-9086112,4.83E+11,6.88E+11,4.83E+11,245086100,21982,3.03E+17,11256941,good,std1_Jac3_db,0.000797,0.001126,-29.22,-29.22 % less time of default solver time,1.412797992
0,0,26,0,97,1,297,1,26,15.88591,0,0,1.220214,2384.389,446500,0,4833,28.84677,6.668314,0,0,0,15.54231,0.671416,0,0,0,0,0,0,15.87951,12.3596,265416,0,446500,17077,4833,1,265416,1,2,12.3596,17077,0,0,41,0,0.502663,681.9439,429423,4768,26.27149,1,3.272459,52,0,24639400,0,8.698262,4.323588,16.35167,2143.488,28.89318,0,15.89076,17077,0,36025721,good,Si10H16,0.001291,0.001817,-28.95,-28.95 % less time of default solver time,1.407436096
0,100,8,0,0,99,9,1,8,30.25884,0,38612,25.07597,66.22222,87025,0,100,36.94624,25.07946,100,0,0,5.403367,0,0,0,0,0,0,0,30.25884,1.039372,52958.4,0,87025,9801,100,1,52958.4,4,2,1.047308,9801,0,0,8,0,2.857399,3.03247,38612,9,30.26015,0,8671.071,30,0,10920.05,0,15.12768,0,15.13117,641.2287,36.82602,0,30.25884,9801,0,36025721,good,t2d_q4_A_10,0.004698,0.006607,-28.89,-28.89 % less time of default solver time,1.406343125
0,0,14,0,1,1,78,1,14,855204700,0,0,2.36E+11,5196.848,177578,0,12162,4.10E+11,2.84E+11,0,0,0,11127650000,-12716340000,0,0,0,0,0,0,693401.6,22.0291,1.37E+14,0,177578,12328,12162,1,1.37E+14,1,2,22.6031,12328,0,0,16,0,24137280000,1.47E+12,165250,8909,3.22E+11,1,4.935064,37,0,119712000,0,95382760000,4085078000,1.44E+11,3.30E+12,4.43E+11,0,2.39E+11,12328,0,36025721,good,vibrobox,0.000578,0.000808,-28.47,-28.47 % less time of default solver time,1.397923875
0,0,60,0,5,1,184,1,60,122.5885,0,0,270.5461,10434.39,2190591,0,34064,696.3039,273.052,0,2154174,0,129.2627,-286.5564,0,0,539.437,4393.089,26303.29,0,115.8626,8.814721,4707360,0,2190591,36417,34064,1,4707360,1,2,8.842271,36417,0,0,32,0.016624,41.94698,6212.766,2154174,12789,278.7057,1,102.5906,13,0,522096200,294.4738,127.2864,41.24702,129.7923,26667.62,745.227,6212.766,257.0762,36417,672563600,45869640,good,pdb1HYS,0.09718,0.134905,-27.96,-27.96 % less time of default solver time,1.38819716
0,0,60,0,5,1,184,1,60,122.5885,0,0,270.5461,10434.39,2190591,0,34064,696.3039,273.052,0,2154174,0,129.2627,-286.5564,0,0,539.437,4393.089,26303.29,0,115.8626,8.814721,4707360,0,2190591,36417,34064,1,4707360,1,2,8.842271,36417,0,0,32,0.016624,41.94698,6212.766,2154174,12789,278.7057,1,102.5906,13,0,522096200,294.4738,127.2864,41.24702,129.7923,26667.62,745.227,6212.766,257.0762,36417,672563600,45869638,good,pdb1HYS,0.09948,0.134905,-26.26,-26.26 % less time of default solver time,1.356101729
0,100,8,0,0,99,9,1,8,1036820,0,38612,268724.7,66.22222,87025,0,100,1659740,847839.9,100,0,0,11366.17,-3933.092,0,0,0,0,0,0,1036820,1.428485,111399800,0,87025,9801,100,1,111399800,4,2,1.868414,9801,0,0,8,0,46490.49,197331.3,38612,9,1037254,0,1.790352,49,0,10920.05,0,228852.5,0,807967.7,4996108,1663674,0,1036820,9801,0,36025721,good,t2d_q4_A_39,0.004354,0.00588,-25.95,-25.95 % less time of default solver time,1.350482315
0,100,8,0,0,99,9,1,8,1036820,0,38612,268724.7,66.22222,87025,0,100,1659740,847839.9,100,0,0,11366.17,-3933.092,0,0,0,0,0,0,1036820,1.428485,111399800,0,87025,9801,100,1,111399800,4,2,1.868414,9801,0,0,8,0,46490.49,197331.3,38612,9,1037254,0,1.790352,49,0,10920.05,0,228852.5,0,807967.7,4996108,1663674,0,1036820,9801,0,36025721,good,t2d_q4_A_39,0.004354,0.00588,-25.95,-25.95 % less time of default solver time,1.350482315
0,0,34,0,13,1,72,1,34,391.3772,0,0,55160480000,4441.235,674195,0,11786,5.05E+11,1.05E+11,0,0,0,780992000,-2057520,0,0,0,0,0,0,387.3129,18.3202,1.54E+13,0,674195,19779,11786,1,1.54E+13,1,2,18.20671,19779,0,0,22,0,6550897000,4.55E+11,654416,3517,2.12E+11,1,2.747541,84,0,92123780,0,49870480000,843261600,1.07E+11,1.03E+12,2.89E+11,0,1.57E+11,19779,0,36564232,good,raefsky4,0.002618,0.003524,-25.71,-25.71 % less time of default solver time,1.346065699
0,100,8,0,0,99,9,1,8,3.014252,0,38612,4.165618,66.22222,87025,0,100,5.333333,4.167591,100,0,0,2.670931,0,0,0,0,0,0,0,0.001973,1.034632,26177.8,0,87025,9801,100,1,26177.8,4,2,1.034632,9801,0,0,8,0,0.03599,0.035754,38612,9,4.357874,0,2208.528,12,0,10920.05,0,2.178044,0,2.180018,280.263,5.333333,0,4.358062,9801,0,36025721,good,t2d_q4_A_01,0.00482,0.00648,-25.62,-25.62 % less time of default solver time,1.34439834
0,10905,21,0,0,30,42,1,21,11774.87,0,111534,1.20E+12,4690.226,234006,0,10905,1.35E+12,5.29E+11,10905,0,0,121.7581,-1.35E+12,0,0,0,0,0,0,11774.87,36.1545,1331790,0,234006,10938,10905,0.641667,1331790,2,2,28.3416,10938,0,0,19,0,298.9902,3.57E+12,111534,16552,1.20E+12,0,14.50935,240,0,52142640,0,6408.273,4138.934,5366.598,3.57E+12,1.35E+12,0,11774.87,10938,0,81986705,good,igbt3,0.026706,0.034771,-23.19,-23.19 % less time of default solver time,1.301992062
0,0,60,0,5,1,184,1,60,122.5885,0,0,270.5461,10434.39,2190591,0,34064,696.3039,273.052,0,2154174,0,129.2627,-286.5564,0,0,539.437,4393.089,26303.29,0,115.8626,8.814721,4707360,0,2190591,36417,34064,1,4707360,1,2,8.842271,36417,0,0,32,0.016624,41.94698,6212.766,2154174,12789,278.7057,1,102.5906,13,0,522096200,294.4738,127.2864,41.24702,129.7923,26667.62,745.227,6212.766,257.0762,36417,672563600,45869637,good,pdb1HYS,0.107468,0.134905,-20.34,-20.34 % less time of default solver time,1.255303904
0,0,6,0,16292,1,362,0,6,0.005995,0,0,769.8474,22713.02,201224,0,30229,5362.887,806.6983,0,0,0,1.507495,-4528.481,0,0,0,0,0,0,0.072415,27.4413,45579.1,0,201224,30235,30229,1,45579.1,1,0,27.33239,30235,0,0,2,0,47.89656,903.0472,170989,14655,5361.887,1,145.5021,101,0,2082094000,0,2662.518,0,2699.369,8381.272,5361.887,0,5361.887,30235,0,36025721,good,c-53,0.000633,0.000794,-20.28,-20.28 % less time of default solver time,1.254344392
0,0,60,0,5,1,184,1,60,122.5885,0,0,270.5461,10434.39,2190591,0,34064,696.3039,273.052,0,2154174,0,129.2627,-286.5564,0,0,539.437,4393.089,26303.29,0,115.8626,8.814721,4707360,0,2190591,36417,34064,1,4707360,1,2,8.842271,36417,0,0,32,0.016624,41.94698,6212.766,2154174,12789,278.7057,1,102.5906,13,0,522096200,294.4738,127.2864,41.24702,129.7923,26667.62,745.227,6212.766,257.0762,36417,672563600,88865079,good,pdb1HYS,0.107773,0.134905,-20.11,-20.11 % less time of default solver time,1.251751366
0,0,60,0,5,1,184,1,60,122.5885,0,0,270.5461,10434.39,2190591,0,34064,696.3039,273.052,0,2154174,0,129.2627,-286.5564,0,0,539.437,4393.089,26303.29,0,115.8626,8.814721,4707360,0,2190591,36417,34064,1,4707360,1,2,8.842271,36417,0,0,32,0.016624,41.94698,6212.766,2154174,12789,278.7057,1,102.5906,13,0,522096200,294.4738,127.2864,41.24702,129.7923,26667.62,745.227,6212.766,257.0762,36417,672563600,45869639,good,pdb1HYS,0.108634,0.134905,-19.47,-19.47 % less time of default solver time,1.241830366
0,0,60,0,5,1,184,1,60,122.5885,0,0,270.5461,10434.39,2190591,0,34064,696.3039,273.052,0,2154174,0,129.2627,-286.5564,0,0,539.437,4393.089,26303.29,0,115.8626,8.814721,4707360,0,2190591,36417,34064,1,4707360,1,2,8.842271,36417,0,0,32,0.016624,41.94698,6212.766,2154174,12789,278.7057,1,102.5906,13,0,522096200,294.4738,127.2864,41.24702,129.7923,26667.62,745.227,6212.766,257.0762,36417,672563600,88865076,good,pdb1HYS,0.109452,0.134905,-18.87,-18.87 % less time of default solver time,1.232549428
0,0,4,0,12602,1,1510,0,4,0.002006,0,0,1196.11,16272.73,108013,0,22290,265860.7,1291.01,0,0,0,17.62358,-2645.109,0,0,0,0,0,0,0.066307,17.52817,394785.7,0,108013,22401,22290,1,394785.7,1,0,16.55665,22401,0,0,2,0,1799.293,210.346,85612,11346,265859.7,1,2801.486,98,0,1070735000,0,132882.4,0,132977.3,269312.6,265859.7,0,265859.7,22401,0,36025721,good,c-50,0.00046,0.000557,-17.41,-17.41 % less time of default solver time,1.210869565
0,0,60,0,5,1,184,1,60,122.5885,0,0,270.5461,10434.39,2190591,0,34064,696.3039,273.052,0,2154174,0,129.2627,-286.5564,0,0,539.437,4393.089,26303.29,0,115.8626,8.814721,4707360,0,2190591,36417,34064,1,4707360,1,2,8.842271,36417,0,0,32,0.016624,41.94698,6212.766,2154174,12789,278.7057,1,102.5906,13,0,522096200,294.4738,127.2864,41.24702,129.7923,26667.62,745.227,6212.766,257.0762,36417,672563600,12321508,good,pdb1HYS,0.112941,0.134905,-16.28,-16.28 % less time of default solver time,1.194473221
0,0,4,0,12176,1,1532,0,4,0.27702,0,0,3459.305,15468.15,89087,0,21131,153153.1,3459.305,0,0,0,14.12113,-2784.218,0,0,0,0,0,0,0.204757,17.52817,298407.7,0,89087,21132,21131,0.966667,298407.7,1,0,17.15871,21132,0,0,2,0,1070.495,230.0603,67955,10917,153152.1,1,1.54E+13,60,0,968465000,0,76576.07,0,76576.07,155630,153152.1,0,153152.1,21132,0,36025721,good,c-49,0.000348,0.000412,-15.53,-15.53 % less time of default solver time,1.183908046
0,0,2,0,3,1,3,1,2,15704860000,0,0,0,2.5,49980,0,5,4.42E+13,1.47E+13,0,0,0,7.36E+12,-147210100,0,0,0,0,0,0,1963.207,5.300943,1.47E+17,0,49980,19994,5,0,1.47E+17,1,2,5.300943,19994,0,0,3,0,1.27E+13,1.04E+15,29986,6,4.41E+13,1,0,0,0,27.91667,0,0,0,0,2.33E+15,4.42E+13,0,2.94E+13,19994,0,36025721,good,LFAT5000,0.000262,0.000306,-14.38,-14.38 % less time of default solver time,1.167938931
0,3002,18,0,637,108,23,0,18,-250691.6,0,122627,245641.7,836.108,259688,0,3002,340858.3,245642.7,3002,4500,0,52540.35,-365528.4,0,0,343319.2,639114.1,9807558,0,1,10.57672,746808500,0,259688,14214,3002,0.2,-746807200,1,0,10.58338,14214,0,0,14,0.982672,55016.99,903833.1,122847,2964,252668.1,0,250639.5,10,0,1739910,52569.36,125346.3,0,-125345.3,9828360,365528.4,903843.8,1,14214,9.58E+13,36025721,good,airfoil_2d,0.019613,0.022197,-11.64,-11.64 % less time of default solver time,1.13174935
0,0,60,0,5,1,184,1,60,122.5885,0,0,270.5461,10434.39,2190591,0,34064,696.3039,273.052,0,2154174,0,129.2627,-286.5564,0,0,539.437,4393.089,26303.29,0,115.8626,8.814721,4707360,0,2190591,36417,34064,1,4707360,1,2,8.842271,36417,0,0,32,0.016624,41.94698,6212.766,2154174,12789,278.7057,1,102.5906,13,0,522096200,294.4738,127.2864,41.24702,129.7923,26667.62,745.227,6212.766,257.0762,36417,672563600,7285384,good,pdb1HYS,0.119229,0.134905,-11.62,-11.62 % less time of default solver time,1.13147808
0,0,60,0,5,1,184,1,60,122.5885,0,0,270.5461,10434.39,2190591,0,34064,696.3039,273.052,0,2154174,0,129.2627,-286.5564,0,0,539.437,4393.089,26303.29,0,115.8626,8.814721,4707360,0,2190591,36417,34064,1,4707360,1,2,8.842271,36417,0,0,32,0.016624,41.94698,6212.766,2154174,12789,278.7057,1,102.5906,13,0,522096200,294.4738,127.2864,41.24702,129.7923,26667.62,745.227,6212.766,257.0762,36417,672563600,7285383,good,pdb1HYS,0.119862,0.134905,-11.15,-11.15 % less time of default solver time,1.125502661
0,0,60,0,5,1,184,1,60,122.5885,0,0,270.5461,10434.39,2190591,0,34064,696.3039,273.052,0,2154174,0,129.2627,-286.5564,0,0,539.437,4393.089,26303.29,0,115.8626,8.814721,4707360,0,2190591,36417,34064,1,4707360,1,2,8.842271,36417,0,0,32,0.016624,41.94698,6212.766,2154174,12789,278.7057,1,102.5906,13,0,522096200,294.4738,127.2864,41.24702,129.7923,26667.62,745.227,6212.766,257.0762,36417,672563600,32168837,good,pdb1HYS,0.123125,0.134905,-8.73,-8.73 % less time of default solver time,1.095675127
0,0,60,0,5,1,184,1,60,122.5885,0,0,270.5461,10434.39,2190591,0,34064,696.3039,273.052,0,2154174,0,129.2627,-286.5564,0,0,539.437,4393.089,26303.29,0,115.8626,8.814721,4707360,0,2190591,36417,34064,1,4707360,1,2,8.842271,36417,0,0,32,0.016624,41.94698,6212.766,2154174,12789,278.7057,1,102.5906,13,0,522096200,294.4738,127.2864,41.24702,129.7923,26667.62,745.227,6212.766,257.0762,36417,672563600,32168838,good,pdb1HYS,0.123242,0.134905,-8.65,-8.65 % less time of default solver time,1.094634946
0,26735,4,0,0,1,6,1,4,0.08976,0,63286,2.684982,17492.32,166453,0,32907,4.089752,2.774803,26735,10276,0,0.091635,-1.99024,0,0,2.095971,95.01323,95.22569,0,0.08976,3.210354,3102.85,0,166453,33861,32907,1,3102.85,3,2,3.210354,33861,0,0,6,0.938265,0.006539,122.9926,69306,2173,2.78199,0,2.10608,17,0,1014362000,2.020373,0.017835,0.166511,0.10755,134.5193,2.196354,132.5413,0.12539,33861,40.41924,37052868,good,Zhao1,0.004356,0.004691,-7.14,-7.14 % less time of default solver time,1.076905418
0,0,60,0,5,1,184,1,60,122.5885,0,0,270.5461,10434.39,2190591,0,34064,696.3039,273.052,0,2154174,0,129.2627,-286.5564,0,0,539.437,4393.089,26303.29,0,115.8626,8.814721,4707360,0,2190591,36417,34064,1,4707360,1,2,8.842271,36417,0,0,32,0.016624,41.94698,6212.766,2154174,12789,278.7057,1,102.5906,13,0,522096200,294.4738,127.2864,41.24702,129.7923,26667.62,745.227,6212.766,257.0762,36417,672563600,36025724,good,pdb1HYS,0.125306,0.134905,-7.12,-7.12 % less time of default solver time,1.076604472
0,44,49,0,0,25,63,1,49,5094.381,0,48995,483.1033,22.24719,100015,0,44,5346.91,4443.511,44,0,0,82.49152,-4958.94,0,0,0,0,0,0,5094.381,1.998053,167045.3,0,100015,2025,44,1,167045.3,4,2,1.998053,2025,0,0,50,0,60.17745,34.15671,48995,89,5094.381,0,1.286327,29,0,1154.938,0,566.9867,0,4527.394,20684.58,5344.034,0,5094.381,2025,0,69654763,good,piston,0.001204,0.001295,-7.03,-7.03 % less time of default solver time,1.075581395
0,0,29,0,25,1,90,1,29,215955100,0,0,1870069000,1913.373,519260,0,5144,6743057000,1871979000,0,0,0,93825210,-1916859000,0,0,0,0,0,0,24226860,27.93371,1.63E+12,0,519260,17361,5144,1,1.63E+12,1,2,27.42213,17361,0,0,23,0,105974100,9587638000,501899,3730,2943283000,1,1174.046,47,0,15981320,0,1120499000,47819010,1122410000,20969680000,5064322000,0,2242909000,17361,0,36025721,good,gyro_k,0.001495,0.001594,-6.21,-6.21 % less time of default solver time,1.066220736
0,0,26,0,46,1,185,1,26,10.9727,0,0,1.035017,1145.818,155731,0,2303,22.89451,5.306588,0,0,0,10.85805,-1.764278,0,0,0,0,0,0,10.84288,16.67064,63324.13,0,155731,5832,2303,1,63324.13,1,2,16.66817,5832,0,0,28,0,0.132026,273.5848,149899,2292,18.28682,1,2.87792,31,0,5690011,0,5.628632,3.015275,11.62317,873.2278,22.75062,0,11.13805,5832,0,59072883,good,Na5,0.000414,0.000438,-5.48,-5.48 % less time of default solver time,1.057971014
0,100,8,0,0,99,9,1,8,30.25884,0,38612,25.07597,66.22222,87025,0,100,36.94624,25.07946,100,0,0,5.403367,0,0,0,0,0,0,0,30.25884,1.039372,52958.4,0,87025,9801,100,1,52958.4,4,2,1.047308,9801,0,0,8,0,2.857399,3.03247,38612,9,30.26015,0,8671.071,30,0,10920.05,0,15.12768,0,15.13117,641.2287,36.82602,0,30.25884,9801,0,59072883,good,t2d_q4_A_10,0.006295,0.006607,-4.72,-4.72 % less time of default solver time,1.049563145
0,0,4,0,8083,1,140,0,4,0.493024,0,0,120.5636,11243.25,72655,0,14868,2096.167,120.566,0,57742,0,0.479883,-2207.757,0,0,1103.879,319.5914,1229.183,0,0.401273,8,7156.495,0,72655,14913,14868,0.977778,7156.495,1,0,10.04766,14913,0,0,2,0.205258,9.707441,451.9705,57742,7038,1007.854,1,418732.3,90,0,509968400,1103.879,503.9281,0,503.9257,1270.051,2207.757,451.9705,1007.854,14913,1408752,37052868,good,c-46,0.000263,0.000266,-1.13,-1.13 % less time of default solver time,1.011406844
0,0,7,0,4245,1,25,1,7,1,0,0,0.003054,20.10811,77592,0,48,1,0.003054,0,0,0,0.400657,-0.000528,0,0,0,0,0,0,1,8.705163,4248.964,0,77592,10605,48,1,4248.964,1,2,8.705163,10605,0,0,12,0,0.489363,0.033382,66987,37,1,1,11177070,27,0,1804.9,0,0.5,0.000347,0.5,65.13077,1,0,1,10605,0,36025721,good,ted_B,0.000297,0.000298,-0.34,-0.34 % less time of default solver time,1.003367003
0,0,5,0,19997,1,126,0,5,0.004701,0,0,933.5663,28475.76,221515,0,37774,84608.88,933.5729,0,183682,0,4.05241,-4230.042,0,0,78653.51,768.729,76291.42,0,0.220217,19.83686,153314.8,0,221515,37833,37774,0.974026,153314.8,1,0,18.2338,37833,0,0,2,0.170792,392.1887,1087.147,183682,18276,72699.57,1,11026330,77,0,3271807000,5955.367,36349.07,0,36349.07,76295.3,72698.14,1087.147,72698.14,37833,5819790000,36025721,good,c-57,0.000712,0.000714,-0.28,-0.28 % less time of default solver time,1.002808989
0,150,12,0,104,18,18,0,12,2,0,33016,10629940,78.18505,71805,0,150,167073100,96805950,150,0,0,2496414,-84036560,0,0,0,0,0,0,1,16.59974,14411800000,0,71805,5773,150,1,14411800000,1,0,16.59974,5773,0,0,13,0,5600774,20.47675,33016,281,129211700,1,1.499393,31,0,14108.6,0,21517870,0,107693900,690876800,167073100,0,129211700,5773,0,32168839,good,ex18,0.000585,0.000585,0,0.0 % less time of default solver time,1
