1	s	gecon	general	full	http://www.netlib.org/lapack/single/sgecon.f	estimates the reciprocal of the condition number of a general real matrix	313
2	d	gecon	general	full	http://www.netlib.org/lapack/double/dgecon.f	estimates the reciprocal of the condition number of a general real matrix	314
3	c	gecon	general	full	http://www.netlib.org/lapack/complex/cgecon.f	estimates the reciprocal of the condition number of a general complex matrix	315
4	z	gecon	general	full	http://www.netlib.org/lapack/complex16/zgecon.f	estimates the reciprocal of the condition number of a general complex matrix	316
5	s	gbcon	general	band	http://www.netlib.org/lapack/single/sgbcon.f	estimates the reciprocal of the condition number of a real general band matrix	317
6	d	gbcon	general	band	http://www.netlib.org/lapack/double/dgbcon.f	estimates the reciprocal of the condition number of a real general band matrix	318
7	c	gbcon	general	band	http://www.netlib.org/lapack/complex/cgbcon.f	estimates the reciprocal of the condition number of a complex general band matrix	319
8	z	gbcon	general	band	http://www.netlib.org/lapack/complex16/zgbcon.f	estimates the reciprocal of the condition number of a complex general band matrix	320
9	s	gtcon	general	tridiagonal	http://www.netlib.org/lapack/single/sgtcon.f	estimates the reciprocal of the condition number of a real tridiagonal matrix A using LU 	321
10	d	gtcon	general	tridiagonal	http://www.netlib.org/lapack/double/dgtcon.f	estimates the reciprocal of the condition number of a real tridiagonal matrix A using LU 	322
11	c	gtcon	general	tridiagonal	http://www.netlib.org/lapack/complex/cgtcon.f	estimates the reciprocal of the condition number of a complex tridiagonal matrix A using LU	323
12	z	gtcon	general	tridiagonal	http://www.netlib.org/lapack/complex16/zgtcon.f	estimates the reciprocal of the condition number of a complex tridiagonal matrix A using LU 	324
13	s	pocon	SPD	full	http://www.netlib.org/lapack/single/spocon.f	estimates the reciprocal of the condition number (in the 1-norm) of a real symmetric positive definite matrix using Cholesky	325
14	d	pocon	SPD	full	http://www.netlib.org/lapack/double/dpocon.f	estimates the reciprocal of the condition number (in the 1-norm) of a real symmetric positive definite matrix using Cholesky	326
15	c	pocon	HPD	full	http://www.netlib.org/lapack/complex/cpocon.f	estimates the reciprocal of the condition number (in the 1-norm) of a complex Hermitian positive definite matrix using Cholesky	327
16	z	pocon	HPD	full	http://www.netlib.org/lapack/complex16/zpocon.f	estimates the reciprocal of the condition number (in the 1-norm) of a complex Hermitian positive definite matrix using Cholesky	328
17	s	ppcon	SPD	packed	http://www.netlib.org/lapack/single/sppcon.f	estimates the reciprocal of the condition number (in the 1-norm) of a real symmetric positive definite packed matrix using Cholesky	329
18	d	ppcon	SPD	packed	http://www.netlib.org/lapack/double/dppcon.f	estimates the reciprocal of the condition number (in the 1-norm) of a real symmetric positive definite packed matrix using Cholesky 	330
19	c	ppcon	HPD	packed	http://www.netlib.org/lapack/complex/cppcon.f	estimates the reciprocal of the condition number (in the 1-norm) of a complex Hermitian positive definite packed matrix using Cholesky	331
20	z	ppcon	HPD	packed	http://www.netlib.org/lapack/complex16/zppcon.f	estimates the reciprocal of the condition number (in the 1-norm) of a complex Hermitian positive definite packed matrix using Cholesky 	332
21	s	pbcon	SPD	band	http://www.netlib.org/lapack/single/spbcon.f	estimates the reciprocal of the condition number (in the 1-norm) of a real symmetric positive definite banded matrix using Cholesky	333
22	d	pbcon	SPD	band	http://www.netlib.org/lapack/double/dpbcon.f	estimates the reciprocal of the condition number (in the 1-norm) of a real symmetric positive definite banded matrix using Cholesky	334
23	c	pbcon	HPD	band	http://www.netlib.org/lapack/complex/cpbcon.f	estimates the reciprocal of the condition number (in the 1-norm) of a complex Hermitian positive definite banded matrix using Cholesky	335
24	z	pbcon	HPD	band	http://www.netlib.org/lapack/complex16/zpbcon.f	estimates the reciprocal of the condition number (in the 1-norm) of a complex Hermitian positive definite banded matrix using Cholesky 	336
25	s	ptcon	SPD	tridiagonal	http://www.netlib.org/lapack/single/sptcon.f	estimates the reciprocal of the condition number (in the 1-norm) of a real symmetric positive definite tridiagonal matrix using Cholesky	337
26	d	ptcon	SPD	tridiagonal	http://www.netlib.org/lapack/double/dptcon.f	estimates the reciprocal of the condition number (in the 1-norm) of a real symmetric positive definite tridiagonal matrix using Cholesky	338
27	c	ptcon	HPD	tridiagonal	http://www.netlib.org/lapack/complex/cptcon.f	estimates the reciprocal of the condition number (in the 1-norm) of a complex Hermitian positive definite tridiagonal matrix using Cholesky	339
28	z	ptcon	HPD	tridiagonal	http://www.netlib.org/lapack/complex16/zptcon.f	estimates the reciprocal of the condition number (in the 1-norm) of a complex Hermitian positive definite tridiagonal matrix using Cholesky	340
29	c	hecon	Hermitian	full	http://www.netlib.org/lapack/complex/checon.f	estimates the reciprocal of the condition number of a complex Hermitian matrix A using A = U*D*U**H or A = L*D*L**H	341
30	z	hecon	Hermitian	full	http://www.netlib.org/lapack/complex16/zhecon.f	estimates the reciprocal of the condition number of a complex Hermitian matrix A using A = U*D*U**H or A = L*D*L**H	342
31	s	sycon	symmetric	full	http://www.netlib.org/lapack/single/ssycon.f	estimates the reciprocal of the condition number (in the 1-norm) of a real symmetric matrix A using A = U*D*U**T or A = L*D*L**T	343
32	d	sycon	symmetric	full	http://www.netlib.org/lapack/double/dsycon.f	estimates the reciprocal of the condition number (in the 1-norm) of a real symmetric matrix A using A = U*D*U**T or A = L*D*L**T	344
33	c	sycon	symmetric	full	http://www.netlib.org/lapack/complex/csycon.f	estimates the reciprocal of the condition number (in the 1-norm) of a complex symmetric matrix A using A = U*D*U**T or A = L*D*L**T	345
34	z	sycon	symmetric	full	http://www.netlib.org/lapack/complex16/zsycon.f	estimates the reciprocal of the condition number (in the 1-norm) of a complex symmetric matrix A using A = U*D*U**T or A = L*D*L**T	346
35	s	spcon	symmetric	packed	http://www.netlib.org/lapack/single/sspcon.f	estimates the reciprocal of the condition number (in the 1-norm) of a real symmetric packed matrix A using A = U*D*U**T or A = L*D*L**T 	347
36	d	spcon	symmetric	packed	http://www.netlib.org/lapack/double/dspcon.f	estimates the reciprocal of the condition number (in the 1-norm) of a real symmetric packed matrix A using A = U*D*U**T or A = L*D*L**T 	348
37	c	spcon	symmetric	packed	http://www.netlib.org/lapack/complex/cspcon.f	estimates the reciprocal of the condition number (in the 1-norm) of a complex symmetric packed matrix A using A = U*D*U**T or A = L*D*L**T	349
38	z	spcon	symmetric	packed	http://www.netlib.org/lapack/complex16/zspcon.f	estimates the reciprocal of the condition number (in the 1-norm) of a complex symmetric packed matrix A using A = U*D*U**T or A = L*D*L**T	350
39	c	hpcon	Hermitian	packed	http://www.netlib.org/lapack/complex/chpcon.f	estimates the reciprocal of the condition number of a complex Hermitian packed matrix A using A = U*D*U**H or A = L*D*L**H	351
40	z	hpcon	Hermitian	packed	http://www.netlib.org/lapack/complex16/zhpcon.f	estimates the reciprocal of the condition number of a complex Hermitian packed matrix A using A = U*D*U**H or A = L*D*L**H	352
41	s	trcon	triangular	full	http://www.netlib.org/lapack/single/strcon.f	estimates the reciprocal of the condition number of a triangular matrix A, in either the 1-norm or the infinity-norm	353
42	d	trcon	triangular	full	http://www.netlib.org/lapack/double/dtrcon.f	estimates the reciprocal of the condition number of a triangular matrix A, in either the 1-norm or the infinity-norm	354
43	c	trcon	triangular	full	http://www.netlib.org/lapack/complex/ctrcon.f	estimates the reciprocal of the condition number of a triangular matrix A, in either the 1-norm or the infinity-norm.	355
44	z	trcon	triangular	full	http://www.netlib.org/lapack/complex16/ztrcon.f	estimates the reciprocal of the condition number of a triangular matrix A, in either the 1-norm or the infinity-norm.	356
45	s	tbcon	triangular	band	http://www.netlib.org/lapack/single/stbcon.f	estimates the reciprocal of the condition number of a triangular band matrix A, in either the 1-norm or the infinity-norm	357
46	d	tbcon	triangular	band	http://www.netlib.org/lapack/double/dtbcon.f	estimates the reciprocal of the condition number of a triangular band matrix A, in either the 1-norm or the infinity-norm	358
47	c	tbcon	triangular	band	http://www.netlib.org/lapack/complex/ctbcon.f	estimates the reciprocal of the condition number of a triangular band matrix A, in either the 1-norm or the infinity-norm	359
48	z	tbcon	triangular	band	http://www.netlib.org/lapack/complex16/ztbcon.f	estimates the reciprocal of the condition number of a triangular band matrix A, in either the 1-norm or the infinity-norm	360
49	s	tpcon	triangular	packed	http://www.netlib.org/lapack/single/stpcon.f	estimates the reciprocal of the condition number of a triangular packed matrix A, in either the 1-norm or the infinity-norm	361
50	d	tpcon	triangular	packed	http://www.netlib.org/lapack/double/dtpcon.f	estimates the reciprocal of the condition number of a triangular packed matrix A, in either the 1-norm or the infinity-norm	362
51	c	tpcon	triangular	packed	http://www.netlib.org/lapack/complex/ctpcon.f	estimates the reciprocal of the condition number of a triangular packed matrix A, in either the 1-norm or the infinity-norm	363
52	z	tpcon	triangular	packed	http://www.netlib.org/lapack/complex16/ztpcon.f	estimates the reciprocal of the condition number of a triangular packed matrix A, in either the 1-norm or the infinity-norm	364
