avg-diag-dist,nnz,norm1,col-variability,min-nnzeros-per-row,row-variability,kappa, time, solver, class
86.95308,1512,108204.5,9.703926,2,8.419348,321531100,9.01E-05,45869639,fair
86.95308,1512,108204.5,9.703926,2,8.419348,321531100,5.17E-05,32168839,fair
86.95308,1512,108204.5,9.703926,2,8.419348,321531100,1.91E-05,29030070,fair
86.95308,1512,108204.5,9.703926,2,8.419348,321531100,0.00011873,36564232,fair
86.95308,1512,108204.5,9.703926,2,8.419348,321531100,1.79769313486e+308,81986705,fair
86.95308,1512,108204.5,9.703926,2,8.419348,321531100,0.00034475,19932321,fair
86.95308,1512,108204.5,9.703926,2,8.419348,321531100,0.00011802,36025721,fair
86.95308,1512,108204.5,9.703926,2,8.419348,321531100,1.00E-05,37052868,1
26.5,1527,293.6449,30.1057,1,30.1057,751.635,0.00014067,45869639,fair
26.5,1527,293.6449,30.1057,1,30.1057,751.635,0.00013208,32168839,fair
26.5,1527,293.6449,30.1057,1,30.1057,751.635,1.79769313486e+308,90783920,fair
26.5,1527,293.6449,30.1057,1,30.1057,751.635,2.93E-05,29030070,-1
26.5,1527,293.6449,30.1057,1,30.1057,751.635,0.00022101,36564232,fair
26.5,1527,293.6449,30.1057,1,30.1057,751.635,1.79769313486e+308,81986705,fair
26.5,1527,293.6449,30.1057,1,30.1057,751.635,0.00014067,69654763,fair
26.5,1527,293.6449,30.1057,1,30.1057,751.635,0.00018501,19932321,fair
26.5,1527,293.6449,30.1057,1,30.1057,751.635,7.01E-05,36025721,fair
26.5,1527,293.6449,30.1057,1,30.1057,751.635,1.91E-05,37052868,1
28.33333,1545,1223,3.085291,1,3.087426,611.5048,1.29E-05,32168837,1
127.2026,1568,4032.258,2.868606,1,2.836959,1215.139,2.29E-05,32168837,1
102.0418,1608,2004013,36.09691,1,36.09691,18926940,0.086988,32168839,fair
102.0418,1608,2004013,36.09691,1,36.09691,18926940,2.10E-05,29030070,fair
102.0418,1608,2004013,36.09691,1,36.09691,18926940,0.0011837,36564232,fair
102.0418,1608,2004013,36.09691,1,36.09691,18926940,1.79769313486e+308,81986705,fair
102.0418,1608,2004013,36.09691,1,36.09691,18926940,0.404,19932321,fair
102.0418,1608,2004013,36.09691,1,36.09691,18926940,0.00022697,36025721,fair
102.0418,1608,2004013,36.09691,1,36.09691,18926940,1.31E-05,37052868,1
102.0418,1608,2004013,36.09691,1,36.09691,23837200,0.01282,59072883,fair
102.0418,1608,2004013,36.09691,1,36.09691,23837200,0.0899,32168839,fair
102.0418,1608,2004013,36.09691,1,36.09691,23837200,0.17489,11256941,fair
102.0418,1608,2004013,36.09691,1,36.09691,23837200,2.00E-05,29030070,fair
102.0418,1608,2004013,36.09691,1,36.09691,23837200,0.0012219,36564232,fair
102.0418,1608,2004013,36.09691,1,36.09691,23837200,1.79769313486e+308,81986705,fair
102.0418,1608,2004013,36.09691,1,36.09691,23837200,0.25223,69654763,fair
102.0418,1608,2004013,36.09691,1,36.09691,23837200,0.39939,19932321,fair
102.0418,1608,2004013,36.09691,1,36.09691,23837200,0.11413,32874610,fair
102.0418,1608,2004013,36.09691,1,36.09691,23837200,0.00022793,36025721,fair
102.0418,1608,2004013,36.09691,1,36.09691,23837200,1.10E-05,37052868,1
102.0418,1608,2004013,36.09691,1,36.09691,4653633,0.089111,32168839,fair
102.0418,1608,2004013,36.09691,1,36.09691,4653633,2.12E-05,29030070,fair
102.0418,1608,2004013,36.09691,1,36.09691,4653633,0.0012164,36564232,fair
102.0418,1608,2004013,36.09691,1,36.09691,4653633,1.79769313486e+308,81986705,fair
102.0418,1608,2004013,36.09691,1,36.09691,4653633,0.39822,19932321,fair
102.0418,1608,2004013,36.09691,1,36.09691,4653633,0.00014877,36025721,fair
102.0418,1608,2004013,36.09691,1,36.09691,4653633,1.10E-05,37052868,1
102.0418,1608,2004013,36.09691,1,36.09691,12225160,0.087516,32168839,fair
102.0418,1608,2004013,36.09691,1,36.09691,12225160,2.22E-05,29030070,fair
102.0418,1608,2004013,36.09691,1,36.09691,12225160,0.0010433,36564232,fair
102.0418,1608,2004013,36.09691,1,36.09691,12225160,1.79769313486e+308,81986705,fair
102.0418,1608,2004013,36.09691,1,36.09691,12225160,0.25382,69654763,fair
102.0418,1608,2004013,36.09691,1,36.09691,12225160,0.39306,19932321,fair
102.0418,1608,2004013,36.09691,1,36.09691,12225160,0.00023246,36025721,fair
102.0418,1608,2004013,36.09691,1,36.09691,12225160,1.10E-05,37052868,1
102.0418,1608,2004013,36.09691,1,36.09691,4098920,0.087447,32168839,fair
102.0418,1608,2004013,36.09691,1,36.09691,4098920,2.00E-05,29030070,fair
102.0418,1608,2004013,36.09691,1,36.09691,4098920,0.0014832,36564232,fair
102.0418,1608,2004013,36.09691,1,36.09691,4098920,1.79769313486e+308,81986705,fair
102.0418,1608,2004013,36.09691,1,36.09691,4098920,0.40109,19932321,fair
102.0418,1608,2004013,36.09691,1,36.09691,4098920,0.000278,36025721,fair
102.0418,1608,2004013,36.09691,1,36.09691,4098920,1.12E-05,37052868,1
102.0418,1608,2004013,36.09691,1,36.09691,12777560,0.087165,32168839,fair
102.0418,1608,2004013,36.09691,1,36.09691,12777560,2.00E-05,29030070,fair
102.0418,1608,2004013,36.09691,1,36.09691,12777560,0.0010257,36564232,fair
102.0418,1608,2004013,36.09691,1,36.09691,12777560,1.79769313486e+308,81986705,fair
102.0418,1608,2004013,36.09691,1,36.09691,12777560,0.24948,69654763,fair
102.0418,1608,2004013,36.09691,1,36.09691,12777560,0.395,19932321,fair
102.0418,1608,2004013,36.09691,1,36.09691,12777560,0.0002346,36025721,fair
102.0418,1608,2004013,36.09691,1,36.09691,12777560,1.10E-05,37052868,1
102.0418,1608,2004013,36.09691,1,36.09691,3926247,0.087491,32168839,fair
102.0418,1608,2004013,36.09691,1,36.09691,3926247,2.00E-05,29030070,fair
102.0418,1608,2004013,36.09691,1,36.09691,3926247,0.0013695,36564232,fair
102.0418,1608,2004013,36.09691,1,36.09691,3926247,1.79769313486e+308,81986705,fair
102.0418,1608,2004013,36.09691,1,36.09691,3926247,0.3953,19932321,fair
