NumRows, NumCols, MinNNZperRow, RowVariance, ColVariance, DiagVariance, Nonzeros, FrobeniusNorm, SymmetricFrobeniusNorm, AntiSymmetricFrobeniusNorm, OneNorm, InfinityNorm, SymmetricInfinityNorm, AntiSymmetricInfinityNorm, MaxNNZperRow, Trace, AbsTrace, MinNNZperRow, AvgNNZperRow, DummyRows, DummyRowsKind, NumericValueSymmetry1, NNZPatternSymmetry1, NumericValueSymmetry2, NNZPatternSymmetry2, RowDiagDominance, ColDiagDominancy, DiagAverage, DiagSign, DiagNNZ, LowerBW, UpperBW, RowLogValSpread, ColLogValSpread, Symmetric, Name
20002, 20002, 4, 0.284968, 0.284968, 884.193, 120004, 6489.25, 6489.25, 1.5787E-14, 89.1944, 89.1944, 89.1944, 1.44329E-15, 6, 684249, 684249, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 34.209, 2, 20002, 3, 3, 16.8573, 16.8573, 1, direct_order6_test_13_10_1.mat
20002, 20002, 4, 0.284968, 0.284968, 884.193, 120004, 6489.25, 6489.25, 1.57995E-14, 89.1944, 89.1944, 89.1944, 1.44329E-15, 6, 684249, 684249, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 34.209, 2, 20002, 3, 3, 16.8573, 16.8573, 1, direct_order6_test_13_11_1.mat
20002, 20002, 4, 0.284968, 0.284968, 884.193, 120004, 6489.25, 6489.25, 1.57878E-14, 89.1944, 89.1944, 89.1944, 1.44329E-15, 6, 684249, 684249, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 34.209, 2, 20002, 3, 3, 16.8573, 16.8573, 1, direct_order6_test_13_12_1.mat
20002, 20002, 4, 0.284968, 0.284968, 884.193, 120004, 6489.25, 6489.25, 1.58112E-14, 89.1944, 89.1944, 89.1944, 1.44329E-15, 6, 684249, 684249, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 34.209, 2, 20002, 3, 3, 16.8573, 16.8573, 1, direct_order6_test_13_13_1.mat
20002, 20002, 4, 0.284953, 0.284953, 884.193, 120004, 6489.25, 6489.25, 1.58136E-14, 89.1928, 89.1928, 89.1928, 1.44329E-15, 6, 684249, 684249, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 34.209, 2, 20002, 3, 3, 16.8573, 16.8573, 1, direct_order6_test_13_1_1.mat
20002, 20002, 4, 0.284969, 0.284969, 884.193, 120004, 6489.25, 6489.25, 1.5812E-14, 89.1944, 89.1944, 89.1944, 1.44329E-15, 6, 684249, 684249, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 34.209, 2, 20002, 3, 3, 16.8573, 16.8573, 1, direct_order6_test_13_2_1.mat
20002, 20002, 4, 0.284969, 0.284969, 884.193, 120004, 6489.25, 6489.25, 1.57995E-14, 89.1945, 89.1945, 89.1945, 1.44329E-15, 6, 684249, 684249, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 34.209, 2, 20002, 3, 3, 16.8573, 16.8573, 1, direct_order6_test_13_3_1.mat
20002, 20002, 4, 0.284968, 0.284968, 884.193, 120004, 6489.25, 6489.25, 1.5787E-14, 89.1944, 89.1944, 89.1944, 1.44329E-15, 6, 684249, 684249, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 34.209, 2, 20002, 3, 3, 16.8573, 16.8573, 1, direct_order6_test_13_4_1.mat
20002, 20002, 4, 0.284968, 0.284968, 884.193, 120004, 6489.25, 6489.25, 1.57863E-14, 89.1945, 89.1945, 89.1945, 1.44329E-15, 6, 684249, 684249, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 34.209, 2, 20002, 3, 3, 16.8573, 16.8573, 1, direct_order6_test_13_5_1.mat
20002, 20002, 4, 0.284968, 0.284968, 884.193, 120004, 6489.25, 6489.25, 1.58003E-14, 89.1944, 89.1944, 89.1944, 1.44329E-15, 6, 684249, 684249, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 34.209, 2, 20002, 3, 3, 16.8573, 16.8573, 1, direct_order6_test_13_6_1.mat
