EPSPOWER,power_1.txt
EPSSUBSPACE,subspace_2.txt
EPSARNOLDI,arnoldi_3.txt
EPSLANCZOS,lanczos_4.txt
EPSKRYLOVSCHUR,krylovschur_5.txt
EPSGD,gd_6.txt
EPSJD,jd_7.txt
EPSCISS,ciss_8.txt
EPSRQCG,rqcg_9.txt
PEPLINEAR,linear_10.txt
PEPARNOLDI,qarnoldi_11.txt
PEPTOAR,toar_12.txt
NEPRII,rii_13.txt
NEPSLP,slp_14.txt
NEPNARNOLDI,narnoldi_15.txt
NEPINTERPOL,interpol_16.txt
MFNKRYLOV,krylov_17.txt
SVDCROSS,cross_18.txt
SVDCYCLIC,cyclic_19.txt
NOCONVERGENCE,noconvergence_20.txt




