lambda-max-by-magnitude-im,right-bandwidth,n-nonzero-diags,n-dummy-rows,blocksize,max-nnzeros-per-row,diag-definite,avgnnzprow,lambda-max-by-magnitude-re,ellipse-cy,nnzup,ruhe75-bound,avg-diag-dist,nnz,lambda-min-by-magnitude-re,lambda-max-by-im-part-im,left-bandwidth,norm1,sigma-min,upband,nnzeros,lambda-min-by-magnitude-im,diagonal-average,diagonal-dominance,dummy-rows,ritz-values-r,nnzlow,colours,lambda-max-by-im-part-re,col-variability,trace-abs,ritz-values-c,diag-zerostart,loband,positive-fraction,trace,min-nnzeros-per-row,diagonal-sign,row-variability,nrows,colour-offsets,n-colours,diagonal-variance,departure,dummy-rows-kind,kappa,sigma-max,colour-set-sizes,sigma-diag-dist,n-ritz-values,ellipse-ax,ellipse-ay,ellipse-cx,normF,normInf,lambda-max-by-real-part-im,lambda-max-by-real-part-re,nnzdia,avgdistfromdiag, time, solver, class
0,1800,3123,0,76,1310,0,6,0.002150298,0,5581,0.08645941,792.7765,11119,0.000351332,0,1763,2.957396,0.0896009,1800,11119,0,0.003899085,-1.072868,0,0,3725,0,0.000615978,295.84,7.069041,0,1813,1763,0.5813953,7.069041,2,1,295.84,1813,0,7,0.03972554,0.04062131,0,512.5285,1.610171,0,1327519,43,1.30505,0.002339745,0.3050501,4.579824,2.99671,0,1.6101,1813,6,0.00021029,19932321,-1
0,1800,3123,0,76,1310,0,6,0.002150298,0,5581,0.08645941,792.7765,11119,0.000351332,0,1763,2.957396,0.0896009,1800,11119,0,0.003899085,-1.072868,0,0,3725,0,0.000615978,295.84,7.069041,0,1813,1763,0.5813953,7.069041,2,1,295.84,1813,0,7,0.03972554,0.04062131,0,512.5285,1.610171,0,1327519,43,1.30505,0.002339745,0.3050501,4.579824,2.99671,0,1.6101,1813,6,0.00011206,36025721,1
0,1800,3123,0,76,1310,0,6,0.002150298,0,5581,0.08645941,792.7765,11119,0.000351332,0,1763,2.957396,0.0896009,1800,11119,0,0.003899085,-1.072868,0,0,3725,0,0.000615978,295.84,7.069041,0,1813,1763,0.5813953,7.069041,2,1,295.84,1813,0,7,0.03972554,0.04062131,0,512.5285,1.610171,0,1327519,43,1.30505,0.002339745,0.3050501,4.579824,2.99671,0,1.6101,1813,6,0.00017309,37052868,-1
0,1801,3112,0,76,1310,0,6,1.017819,0,5591,0.9822668,790.0977,11168,2.20E-05,0,1763,1.075141,0.9822669,1801,11168,0,0.000113842,-1.036252,0,0,3764,0,1.017819,11.9998,0.2063957,0,1813,1763,0.6052632,0.2063957,2,1,11.9998,1813,0,7,0.00083061,0.009101919,0,12464210,1.018064,0,1326367,76,1.008909,6.46E-05,0.00890943,4.242802,1.10685,0,1.017819,1813,6,0.0016508,45869639,-1
0,1801,3112,0,76,1310,0,6,1.017819,0,5591,0.9822668,790.0977,11168,2.20E-05,0,1763,1.075141,0.9822669,1801,11168,0,0.000113842,-1.036252,0,0,3764,0,1.017819,11.9998,0.2063957,0,1813,1763,0.6052632,0.2063957,2,1,11.9998,1813,0,7,0.00083061,0.009101919,0,12464210,1.018064,0,1326367,76,1.008909,6.46E-05,0.00890943,4.242802,1.10685,0,1.017819,1813,6,0.002383,32168839,-1
0,1801,3112,0,76,1310,0,6,1.017819,0,5591,0.9822668,790.0977,11168,2.20E-05,0,1763,1.075141,0.9822669,1801,11168,0,0.000113842,-1.036252,0,0,3764,0,1.017819,11.9998,0.2063957,0,1813,1763,0.6052632,0.2063957,2,1,11.9998,1813,0,7,0.00083061,0.009101919,0,12464210,1.018064,0,1326367,76,1.008909,6.46E-05,0.00890943,4.242802,1.10685,0,1.017819,1813,6,0.00036192,32168837,-1
0,1801,3112,0,76,1310,0,6,1.017819,0,5591,0.9822668,790.0977,11168,2.20E-05,0,1763,1.075141,0.9822669,1801,11168,0,0.000113842,-1.036252,0,0,3764,0,1.017819,11.9998,0.2063957,0,1813,1763,0.6052632,0.2063957,2,1,11.9998,1813,0,7,0.00083061,0.009101919,0,12464210,1.018064,0,1326367,76,1.008909,6.46E-05,0.00890943,4.242802,1.10685,0,1.017819,1813,6,1.79769313486e+308,90783920,-1
0,1801,3112,0,76,1310,0,6,1.017819,0,5591,0.9822668,790.0977,11168,2.20E-05,0,1763,1.075141,0.9822669,1801,11168,0,0.000113842,-1.036252,0,0,3764,0,1.017819,11.9998,0.2063957,0,1813,1763,0.6052632,0.2063957,2,1,11.9998,1813,0,7,0.00083061,0.009101919,0,12464210,1.018064,0,1326367,76,1.008909,6.46E-05,0.00890943,4.242802,1.10685,0,1.017819,1813,6,0.00032806,29030070,-1
0,1801,3112,0,76,1310,0,6,1.017819,0,5591,0.9822668,790.0977,11168,2.20E-05,0,1763,1.075141,0.9822669,1801,11168,0,0.000113842,-1.036252,0,0,3764,0,1.017819,11.9998,0.2063957,0,1813,1763,0.6052632,0.2063957,2,1,11.9998,1813,0,7,0.00083061,0.009101919,0,12464210,1.018064,0,1326367,76,1.008909,6.46E-05,0.00890943,4.242802,1.10685,0,1.017819,1813,6,0.0021939,36564232,-1
0,1801,3112,0,76,1310,0,6,1.017819,0,5591,0.9822668,790.0977,11168,2.20E-05,0,1763,1.075141,0.9822669,1801,11168,0,0.000113842,-1.036252,0,0,3764,0,1.017819,11.9998,0.2063957,0,1813,1763,0.6052632,0.2063957,2,1,11.9998,1813,0,7,0.00083061,0.009101919,0,12464210,1.018064,0,1326367,76,1.008909,6.46E-05,0.00890943,4.242802,1.10685,0,1.017819,1813,6,1.79769313486e+308,81986705,-1
0,1801,3112,0,76,1310,0,6,1.017819,0,5591,0.9822668,790.0977,11168,2.20E-05,0,1763,1.075141,0.9822669,1801,11168,0,0.000113842,-1.036252,0,0,3764,0,1.017819,11.9998,0.2063957,0,1813,1763,0.6052632,0.2063957,2,1,11.9998,1813,0,7,0.00083061,0.009101919,0,12464210,1.018064,0,1326367,76,1.008909,6.46E-05,0.00890943,4.242802,1.10685,0,1.017819,1813,6,0.00045276,69654763,-1
0,1801,3112,0,76,1310,0,6,1.017819,0,5591,0.9822668,790.0977,11168,2.20E-05,0,1763,1.075141,0.9822669,1801,11168,0,0.000113842,-1.036252,0,0,3764,0,1.017819,11.9998,0.2063957,0,1813,1763,0.6052632,0.2063957,2,1,11.9998,1813,0,7,0.00083061,0.009101919,0,12464210,1.018064,0,1326367,76,1.008909,6.46E-05,0.00890943,4.242802,1.10685,0,1.017819,1813,6,0.00083804,19932321,-1
0,1801,3112,0,76,1310,0,6,1.017819,0,5591,0.9822668,790.0977,11168,2.20E-05,0,1763,1.075141,0.9822669,1801,11168,0,0.000113842,-1.036252,0,0,3764,0,1.017819,11.9998,0.2063957,0,1813,1763,0.6052632,0.2063957,2,1,11.9998,1813,0,7,0.00083061,0.009101919,0,12464210,1.018064,0,1326367,76,1.008909,6.46E-05,0.00890943,4.242802,1.10685,0,1.017819,1813,6,0.0002749,36025721,-1
0,1801,3112,0,76,1310,0,6,1.017819,0,5591,0.9822668,790.0977,11168,2.20E-05,0,1763,1.075141,0.9822669,1801,11168,0,0.000113842,-1.036252,0,0,3764,0,1.017819,11.9998,0.2063957,0,1813,1763,0.6052632,0.2063957,2,1,11.9998,1813,0,7,0.00083061,0.009101919,0,12464210,1.018064,0,1326367,76,1.008909,6.46E-05,0.00890943,4.242802,1.10685,0,1.017819,1813,6,0.00017214,37052868,1
0,1801,3126,0,76,1310,0,6,5.544549,0,5669,0.06077387,793.6791,11238,0.000351093,0,1763,7.749682,0.08181135,1801,11238,0,0.00632685,-1.053779,0,0,3756,0,5.544549,261.0569,11.47058,0,1813,1763,0.7142857,11.47058,2,1,261.0569,1813,0,7,0.09937656,0.04187731,0,263.5557,5.544571,0,1327058,98,3.272275,0,2.272275,6.945972,7.789352,0,5.544549,1813,6,0.0069826,45869639,-1
0,1801,3126,0,76,1310,0,6,5.544549,0,5669,0.06077387,793.6791,11238,0.000351093,0,1763,7.749682,0.08181135,1801,11238,0,0.00632685,-1.053779,0,0,3756,0,5.544549,261.0569,11.47058,0,1813,1763,0.7142857,11.47058,2,1,261.0569,1813,0,7,0.09937656,0.04187731,0,263.5557,5.544571,0,1327058,98,3.272275,0,2.272275,6.945972,7.789352,0,5.544549,1813,6,0.0003829,32168839,-1
0,1801,3126,0,76,1310,0,6,5.544549,0,5669,0.06077387,793.6791,11238,0.000351093,0,1763,7.749682,0.08181135,1801,11238,0,0.00632685,-1.053779,0,0,3756,0,5.544549,261.0569,11.47058,0,1813,1763,0.7142857,11.47058,2,1,261.0569,1813,0,7,0.09937656,0.04187731,0,263.5557,5.544571,0,1327058,98,3.272275,0,2.272275,6.945972,7.789352,0,5.544549,1813,6,0.000108,32168837,1
0,1801,3126,0,76,1310,0,6,5.544549,0,5669,0.06077387,793.6791,11238,0.000351093,0,1763,7.749682,0.08181135,1801,11238,0,0.00632685,-1.053779,0,0,3756,0,5.544549,261.0569,11.47058,0,1813,1763,0.7142857,11.47058,2,1,261.0569,1813,0,7,0.09937656,0.04187731,0,263.5557,5.544571,0,1327058,98,3.272275,0,2.272275,6.945972,7.789352,0,5.544549,1813,6,0.00022292,29030070,-1
0,1801,3126,0,76,1310,0,6,5.544549,0,5669,0.06077387,793.6791,11238,0.000351093,0,1763,7.749682,0.08181135,1801,11238,0,0.00632685,-1.053779,0,0,3756,0,5.544549,261.0569,11.47058,0,1813,1763,0.7142857,11.47058,2,1,261.0569,1813,0,7,0.09937656,0.04187731,0,263.5557,5.544571,0,1327058,98,3.272275,0,2.272275,6.945972,7.789352,0,5.544549,1813,6,0.00010896,7285382,1
0,1801,3126,0,76,1310,0,6,5.544549,0,5669,0.06077387,793.6791,11238,0.000351093,0,1763,7.749682,0.08181135,1801,11238,0,0.00632685,-1.053779,0,0,3756,0,5.544549,261.0569,11.47058,0,1813,1763,0.7142857,11.47058,2,1,261.0569,1813,0,7,0.09937656,0.04187731,0,263.5557,5.544571,0,1327058,98,3.272275,0,2.272275,6.945972,7.789352,0,5.544549,1813,6,0.0020394,36564232,-1
0,1801,3126,0,76,1310,0,6,5.544549,0,5669,0.06077387,793.6791,11238,0.000351093,0,1763,7.749682,0.08181135,1801,11238,0,0.00632685,-1.053779,0,0,3756,0,5.544549,261.0569,11.47058,0,1813,1763,0.7142857,11.47058,2,1,261.0569,1813,0,7,0.09937656,0.04187731,0,263.5557,5.544571,0,1327058,98,3.272275,0,2.272275,6.945972,7.789352,0,5.544549,1813,6,1.79769313486e+308,81986705,-1
0,1801,3126,0,76,1310,0,6,5.544549,0,5669,0.06077387,793.6791,11238,0.000351093,0,1763,7.749682,0.08181135,1801,11238,0,0.00632685,-1.053779,0,0,3756,0,5.544549,261.0569,11.47058,0,1813,1763,0.7142857,11.47058,2,1,261.0569,1813,0,7,0.09937656,0.04187731,0,263.5557,5.544571,0,1327058,98,3.272275,0,2.272275,6.945972,7.789352,0,5.544549,1813,6,0.00015211,69654763,-1
0,1801,3126,0,76,1310,0,6,5.544549,0,5669,0.06077387,793.6791,11238,0.000351093,0,1763,7.749682,0.08181135,1801,11238,0,0.00632685,-1.053779,0,0,3756,0,5.544549,261.0569,11.47058,0,1813,1763,0.7142857,11.47058,2,1,261.0569,1813,0,7,0.09937656,0.04187731,0,263.5557,5.544571,0,1327058,98,3.272275,0,2.272275,6.945972,7.789352,0,5.544549,1813,6,0.00021315,19932321,-1
0,1801,3126,0,76,1310,0,6,5.544549,0,5669,0.06077387,793.6791,11238,0.000351093,0,1763,7.749682,0.08181135,1801,11238,0,0.00632685,-1.053779,0,0,3756,0,5.544549,261.0569,11.47058,0,1813,1763,0.7142857,11.47058,2,1,261.0569,1813,0,7,0.09937656,0.04187731,0,263.5557,5.544571,0,1327058,98,3.272275,0,2.272275,6.945972,7.789352,0,5.544549,1813,6,0.0001173,36025721,-1
0,1801,3126,0,76,1310,0,6,5.544549,0,5669,0.06077387,793.6791,11238,0.000351093,0,1763,7.749682,0.08181135,1801,11238,0,0.00632685,-1.053779,0,0,3756,0,5.544549,261.0569,11.47058,0,1813,1763,0.7142857,11.47058,2,1,261.0569,1813,0,7,0.09937656,0.04187731,0,263.5557,5.544571,0,1327058,98,3.272275,0,2.272275,6.945972,7.789352,0,5.544549,1813,6,8.80E-05,37052868,1
0,1801,3127,0,76,1310,0,6,0.000351093,0,5673,0.06374692,793.8216,11244,2.00E-12,0,1763,4.910904,0.08051119,1801,11244,0,0.005222131,-1.031233,0,0,3758,0,2.60E-11,270.5304,9.467724,0,1813,1763,0.7254902,9.467724,2,1,270.5304,1813,0,7,0.06139247,0.03146076,0,164.5511,2.758605,0,1328154,102,1.879289,0,0.8792893,5.168219,4.931754,0,2.758579,1813,6,0.0013058,45869639,-1
0,1801,3127,0,76,1310,0,6,0.000351093,0,5673,0.06374692,793.8216,11244,2.00E-12,0,1763,4.910904,0.08051119,1801,11244,0,0.005222131,-1.031233,0,0,3758,0,2.60E-11,270.5304,9.467724,0,1813,1763,0.7254902,9.467724,2,1,270.5304,1813,0,7,0.06139247,0.03146076,0,164.5511,2.758605,0,1328154,102,1.879289,0,0.8792893,5.168219,4.931754,0,2.758579,1813,6,0.0002172,32168839,-1
0,1801,3127,0,76,1310,0,6,0.000351093,0,5673,0.06374692,793.8216,11244,2.00E-12,0,1763,4.910904,0.08051119,1801,11244,0,0.005222131,-1.031233,0,0,3758,0,2.60E-11,270.5304,9.467724,0,1813,1763,0.7254902,9.467724,2,1,270.5304,1813,0,7,0.06139247,0.03146076,0,164.5511,2.758605,0,1328154,102,1.879289,0,0.8792893,5.168219,4.931754,0,2.758579,1813,6,1.79769313486e+308,90783920,-1
0,1801,3127,0,76,1310,0,6,0.000351093,0,5673,0.06374692,793.8216,11244,2.00E-12,0,1763,4.910904,0.08051119,1801,11244,0,0.005222131,-1.031233,0,0,3758,0,2.60E-11,270.5304,9.467724,0,1813,1763,0.7254902,9.467724,2,1,270.5304,1813,0,7,0.06139247,0.03146076,0,164.5511,2.758605,0,1328154,102,1.879289,0,0.8792893,5.168219,4.931754,0,2.758579,1813,6,0.00033832,29030070,-1
0,1801,3127,0,76,1310,0,6,0.000351093,0,5673,0.06374692,793.8216,11244,2.00E-12,0,1763,4.910904,0.08051119,1801,11244,0,0.005222131,-1.031233,0,0,3758,0,2.60E-11,270.5304,9.467724,0,1813,1763,0.7254902,9.467724,2,1,270.5304,1813,0,7,0.06139247,0.03146076,0,164.5511,2.758605,0,1328154,102,1.879289,0,0.8792893,5.168219,4.931754,0,2.758579,1813,6,0.00010681,7285382,1
0,1801,3127,0,76,1310,0,6,0.000351093,0,5673,0.06374692,793.8216,11244,2.00E-12,0,1763,4.910904,0.08051119,1801,11244,0,0.005222131,-1.031233,0,0,3758,0,2.60E-11,270.5304,9.467724,0,1813,1763,0.7254902,9.467724,2,1,270.5304,1813,0,7,0.06139247,0.03146076,0,164.5511,2.758605,0,1328154,102,1.879289,0,0.8792893,5.168219,4.931754,0,2.758579,1813,6,0.0002799,36564232,-1
0,1801,3127,0,76,1310,0,6,0.000351093,0,5673,0.06374692,793.8216,11244,2.00E-12,0,1763,4.910904,0.08051119,1801,11244,0,0.005222131,-1.031233,0,0,3758,0,2.60E-11,270.5304,9.467724,0,1813,1763,0.7254902,9.467724,2,1,270.5304,1813,0,7,0.06139247,0.03146076,0,164.5511,2.758605,0,1328154,102,1.879289,0,0.8792893,5.168219,4.931754,0,2.758579,1813,6,1.79769313486e+308,81986705,-1
