1,s,trsyl,standard,upper quasi-triangular,full,608
2,d,trsyl,standard,upper quasi-triangular,full,609
3,c,trsyl,standard,upper quasi-triangular,full,610
4,z,trsyl,standard,upper quasi-triangular,full,611
5,s,tgsyl,generalized,upper quasi-triangular,full,612
6,d,tgsyl,generalized,upper quasi-triangular,full,613
7,c,tgsyl,generalized,upper quasi-triangular,full,614
8,z,tgsyl,generalized,upper quasi-triangular,full,615
