1,s,getrs,general,full,Doxygen/docs/html/sgetrs_8f.html,computational; solve A*X = B using LU; Transpose; computed by SGETRF,121
2,d,getrs,general,full,Doxygen/docs/html/dgetrs_8f.html,computational; solve A*X = B using LU; Transpose; computed by DGETRF,122
3,c,getrs,general,full,Doxygen/docs/html/cgetrs_8f.html,computational; solve A*X = B using LU; Transpose; computed by CGETRF,123
4,z,getrs,general,full,Doxygen/docs/html/zgetrs_8f.html,computational; solve A*X = B using LU; Transpose; computed by ZGETRF,124
5,s,gbtrs,general,band,Doxygen/docs/html/sgbtrs_8f.html,computational; solve A*X = B using LU; Transpose; computed by SGBTRF,125
6,d,gbtrs,general,band,Doxygen/docs/html/dgbtrs_8f.html,computational; solve A*X = B using LU; Transpose; computed by DGBTRF,126
7,c,gbtrs,general,band,Doxygen/docs/html/cgbtrs_8f.html,computational; solve A*X = B using LU; Transpose; computed by CGBTRF,127
8,z,gbtrs,general,band,Doxygen/docs/html/zgbtrs_8f.html,computational; solve A*X = B using LU; Transpose; computed by ZGBTRF,128
9,s,gttrs,general,tridiagonal,Doxygen/docs/html/sgttrs_8f.html,computational; solve A*X = B using LU; Transpose; computed by SGTTRF,129
10,d,gttrs,general,tridiagonal,Doxygen/docs/html/dgttrs_8f.html,computational; solve A*X = B using LU; Transpose; computed by DGTTRF,130
11,c,gttrs,general,tridiagonal,Doxygen/docs/html/cgttrs_8f.html,computational; solve A*X = B using LU; Transpose; computed by CGTTRF,131
12,z,gttrs,general,tridiagonal,Doxygen/docs/html/zgttrs_8f.html,computational; solve A*X = B using LU; Transpose; computed by ZGTTRF,132
13,s,potrs,SPD,full,Doxygen/docs/html/spotrs_8f.html,computational; solve A*X = B using Cholesky; computed by SPOTRF,133
14,d,potrs,SPD,full,Doxygen/docs/html/dpotrs_8f.html,computational; solve A*X = B using Cholesky; computed by DPOTRF,134
15,c,potrs,HPD,full,Doxygen/docs/html/cpotrs_8f.html,computational; solve A*X = B using Cholesky; computed by CPOTRF,135
16,z,potrs,HPD,full,Doxygen/docs/html/zpotrs_8f.html,computational; solve A*X = B using Cholesky; computed by ZPOTRF,136
17,s,pptrs,SPD,packed,Doxygen/docs/html/spptrs_8f.html,computational; solve A*X = B using Cholesky; computed by SPPTRF,137
18,d,pptrs,SPD,packed,Doxygen/docs/html/dpptrs_8f.html,computational; solve A*X = B using Cholesky; computed by DPPTRF,138
19,c,pptrs,HPD,packed,Doxygen/docs/html/cpptrs_8f.html,computational; solve A*X = B using Cholesky; computed by CPPTRF,139
20,z,pptrs,HPD,packed,Doxygen/docs/html/zpptrs_8f.html,computational; solve A*X = B using Cholesky; computed by ZPPTRF,140
21,s,pbtrs,SPD,band,Doxygen/docs/html/spbtrs_8f.html,computational; solve A*X = B using Cholesky; computed by SPBTRF,141
22,d,pbtrs,SPD,band,Doxygen/docs/html/dpbtrs_8f.html,computational; solve A*X = B using Cholesky; computed by DPBTRF,142
23,c,pbtrs,HPD,band,Doxygen/docs/html/cpbtrs_8f.html,computational; solve A*X = B using Cholesky; computed by CPBTRF,143
24,z,pbtrs,HPD,band,Doxygen/docs/html/zpbtrs_8f.html,computational; solve A*X = B using Cholesky; computed by ZPBTRF,144
