MinNonzerosPerRow,RowVariance,ColumnVariance,DiagonalVariance,Nonzeros ,Dimension,FrobeniusNorm ,SymmetricFrobeniusNorm ,AntiSymmetricFrobeniusNorm,OneNorm,InfinityNorm, SymmetricInfinityNorm,AntiSymmetricInfinityNorm,MaxNonzerosPerRow ,Trace , AbsoluteTrace,MinNonzerosPerRow,AvgNonzerosPerRow,DummyRows,DummyRowsKind,NumericValueSymmetryV1,NonZeroPatternSymmetryV1,NumericValueSymmetryV2,NonZeroPatternSymmetryV2,RowDiagonalDominance ,ColumnDiagonalDominance ,DiagonalAverage,DiagonalSign ,DiagonalNonZeros ,lowerBandwidth ,upperBandwidth ,MatrixSymmetric ,matrix
  4,  1.609,   1.609,  6473.42,  109615,  20002,  17390.3, 17390.3,  2.08298E-13,  248.875,  248.875,  248.875, 3.55271E-15, 6, 1.74269E+06, 1.74269E+06, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 87.1259, 2,  20002, 3,Q 3, 0, direct_order4_test_79_2_1.mat
  4,  5.02768E+11,   5.02768E+11,  1.35672e+15,  120004,  20002,  6.64048E+09, 6.64048E+09,  871015,  1.0281E+08,  1.0281E+08,  1.02809E+08, 19896.5, 6, 5.8042E+11, 5.8042E+11, 4, 5, 0, 0, 0, 0, 0.999862, 0.999862, 0, 0, 2.90181e+07, 2,  20002, 3,Q 3, 0, direct_13_4_1.mat
  4,  0.119875,   0.119875,  275.456,  100794,  20002,  3730.97, 3730.97,  5.86635E-15,  49.8187,  49.8187,  49.8187, 5.55112E-16, 6, 409348, 409348, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 20.4653, 2,  20002, 3,Q 3, 0, direct_order8_test_59_1_1.mat
  1,  2.35884E+08,   2.35884E+08,  6.67381e+10,  327493,  20402,  3.08449E+08, 3.08378E+08,  6.60492E+06,  4.5E+06,  4.5E+06,  4.5E+06, 750000, 18, 3.98E+10, 3.98E+10, 1, 16, 0, 0, 0, 0, 0.998328, 0.998328, 0, 0, 1.95079e+06, 2,  20402, 405,Q 405, 0, thermal_expansion_test_1_1_1.mat
  4,  1.60563,   1.60563,  6473.38,  109611,  20002,  17390.2, 17390.2,  2.08241E-13,  248.713,  248.713,  248.713, 3.55271E-15, 6, 1.74269E+06, 1.74269E+06, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 87.1256, 2,  20002, 3,Q 3, 0, direct_order4_test_55_1_1.mat
  3,  0.509057,   0.509077,  291.572,  80001,  20001,  12328.2, 12328.2,  37.6049,  101.818,  101.066,  101.442, 0.376049, 5, 1.6768E+06, 1.6768E+06, 3, 3, 0, 0, 0, 0, 0.99814, 0.99814, 2, 2, 83.836, 2,  20001, 10001,Q 10001, 0, mollified_langmuir_desorption_72_1_1.mat
  4,  4.98118E+11,   4.98118E+11,  1.35433e+15,  120004,  20002,  6.63541E+09, 6.63541E+09,  871500,  1.02378E+08,  1.02378E+08,  1.02377E+08, 19900.3, 6, 5.80081E+11, 5.80081E+11, 4, 5, 0, 0, 0, 0, 0.999862, 0.999862, 0, 0, 2.90011e+07, 2,  20002, 3,Q 3, 0, direct_20_2_1.mat
  1,  0.00819586,   0.00844439,  28.8571,  3358471,  40000,  2392.47, 2364.04,  367.731,  68.6386,  60.5719,  63.7089, 14.1084, 108, 367562, 367562, 1, 83, 0, 0, 0, 0, 0.905785, 0.905785, 0, 0, 9.18906, 2,  40000, 867,Q 867, 0, terzaghi_42_1_1.mat
  4,  0.275237,   0.275237,  884.243,  118450,  20002,  6489.41, 6489.41,  1.5787E-14,  88.0729,  88.0729,  88.0729, 1.44329E-15, 6, 684265, 684265, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 34.2099, 2,  20002, 3,Q 3, 0, direct_order6_test_47_3_1.mat
  4,  1.6103,   1.6103,  6473.44,  109618,  20002,  17390.3, 17390.3,  2.08301E-13,  248.938,  248.938,  248.938, 3.55271E-15, 6, 1.74269E+06, 1.74269E+06, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 87.126, 2,  20002, 3,Q 3, 0, direct_order4_test_90_3_1.mat
  2,  3.05582E-05,   3.07228E-05,  1.2158e-05,  30001,  10001,  37.2505, 37.2505,  0.0694307,  0.610778,  0.590518,  0.565962, 0.0484987, 3, 3616.02, 3616.02, 2, 2, 0, 0, 0, 0, 0.999981, 0.999981, 2, 2, 0.361566, 2,  10001, 1,Q 1, 0, AC_mobility_derivative_test_15_4_1.mat
  4,  0.118628,   0.118628,  275.474,  100804,  20002,  3731.07, 3731.07,  5.91448E-15,  49.5114,  49.5114,  49.5114, 6.66134E-16, 6, 409357, 409357, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 20.4658, 2,  20002, 3,Q 3, 0, direct_order8_test_91_1_1.mat
  4,  4.89432E+11,   4.89432E+11,  1.34858e+15,  120004,  20002,  6.6232E+09, 6.6232E+09,  872443,  1.01673E+08,  1.01673E+08,  1.01672E+08, 19910.2, 6, 5.79269E+11, 5.79269E+11, 4, 5, 0, 0, 0, 0, 0.999862, 0.999862, 0, 0, 2.89605e+07, 2,  20002, 3,Q 3, 0, direct_36_6_1.mat
  4,  0.27635,   0.27635,  884.256,  118450,  20002,  6489.46, 6489.46,  1.58027E-14,  88.2346,  88.2346,  88.2346, 1.44329E-15, 6, 684270, 684270, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 34.2101, 2,  20002, 3,Q 3, 0, direct_order6_test_55_3_1.mat
  4,  0.277881,   0.277881,  884.27,  118450,  20002,  6489.5, 6489.5,  1.58143E-14,  88.4838,  88.4838,  88.4838, 1.44329E-15, 6, 684274, 684274, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 34.2103, 2,  20002, 3,Q 3, 0, direct_order6_test_64_9_1.mat
  4,  0.118642,   0.118642,  275.472,  100804,  20002,  3731.06, 3731.06,  5.83897E-15,  49.5154,  49.5154,  49.5154, 5.55112E-16, 6, 409356, 409356, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 20.4658, 2,  20002, 3,Q 3, 0, direct_order8_test_88_2_1.mat
  4,  0.282408,   0.282408,  884.197,  118446,  20002,  6489.26, 6489.26,  1.5812E-14,  88.9052,  88.9052,  88.9052, 1.44329E-15, 6, 684250, 684250, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 34.2091, 2,  20002, 3,Q 3, 0, direct_order6_test_17_12_1.mat
  4,  0.13473,   0.13473,  275.435,  100756,  20002,  3730.85, 3730.85,  2.19274E-14,  53.5341,  53.5341,  53.5341, 6.66134E-16, 6, 409335, 409335, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 20.4647, 2,  20002, 3,Q 3, 0, direct_order8_test_2_5_1.mat
  4,  1.60579,   1.60579,  6473.38,  109613,  20002,  17390.2, 17390.2,  2.08259E-13,  248.72,  248.72,  248.72, 3.55271E-15, 6, 1.74269E+06, 1.74269E+06, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 87.1256, 2,  20002, 3,Q 3, 0, direct_order4_test_56_5_1.mat
  4,  0.12064,   0.12064,  275.452,  100794,  20002,  3730.95, 3730.95,  5.86845E-15,  50.0049,  50.0049,  50.0049, 5.55112E-16, 6, 409346, 409346, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 20.4652, 2,  20002, 3,Q 3, 0, direct_order8_test_50_4_1.mat
  4,  0.278934,   0.278934,  884.278,  118450,  20002,  6489.53, 6489.53,  1.58136E-14,  88.6269,  88.6269,  88.6269, 1.44329E-15, 6, 684277, 684277, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 34.2104, 2,  20002, 3,Q 3, 0, direct_order6_test_70_10_1.mat
  8,  0.691546,   0.632326,  587.557,  362404,  20402,  6403.85, 5911.39,  2462.65,  227.206,  296.13,  261.147, 34.9826, 18, 474427, 478505, 8, 17, 0, 0, 0, 0, 0.802382, 0.802382, 0, 0, 23.4538, 3,  20402, 405,Q 405, 0, TotalFreeEnergy_test_2_2_1.mat
  4,  0.118714,   0.118714,  275.478,  100812,  20002,  3731.1, 3731.1,  5.96842E-15,  49.5226,  49.5226,  49.5226, 8.88178E-16, 6, 409359, 409359, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 20.4659, 2,  20002, 3,Q 3, 0, direct_order8_test_97_1_1.mat
  4,  0.250584,   0.248863,  779.477,  120004,  20002,  6400.84, 6384.41,  458.323,  104.205,  111.705,  107.122, 4.58333, 6, 564017, 564017, 4, 5, 0, 0, 0, 0, 0.957784, 0.957784, 0, 0, 28.198, 2,  20002, 3,Q 3, 0, split_order4_test_28_1_1.mat
  4,  1.61106,   1.61106,  6473.45,  109619,  20002,  17390.3, 17390.3,  2.08243E-13,  248.974,  248.974,  248.974, 3.55271E-15, 6, 1.7427E+06, 1.7427E+06, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 87.1261, 2,  20002, 3,Q 3, 0, direct_order4_test_97_4_1.mat
  4,  1.60862,   1.60862,  6473.42,  109615,  20002,  17390.3, 17390.3,  2.08259E-13,  248.856,  248.856,  248.856, 3.55271E-15, 6, 1.74269E+06, 1.74269E+06, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 87.1259, 2,  20002, 3,Q 3, 0, direct_order4_test_76_3_1.mat
  4,  1.60364,   1.60364,  6473.27,  109605,  20002,  17390.1, 17390.1,  2.08299E-13,  248.617,  248.617,  248.617, 6.21725E-15, 6, 1.74267E+06, 1.74267E+06, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 87.1249, 2,  20002, 3,Q 3, 0, direct_order4_test_19_3_1.mat
  4,  0.251185,   0.249464,  779.52,  120004,  20002,  6400.95, 6384.52,  458.323,  104.258,  111.758,  107.175, 4.58333, 6, 564031, 564031, 4, 5, 0, 0, 0, 0, 0.957784, 0.957784, 0, 0, 28.1987, 2,  20002, 3,Q 3, 0, split_order4_test_44_2_1.mat
  4,  0.00845465,   0.00845366,  1.12964,  178928,  20164,  928.133, 928.109,  6.68863,  23.9927,  24.0492,  23.993, 0.36195, 9, 124165, 124165, 4, 8, 0, 0, 0, 0, 0.996517, 0.996517, 0, 0, 6.15774, 2,  20164, 568,Q 568, 0, kobayashi_10_3_1.mat
  3,  0.509057,   0.509077,  291.553,  80001,  20001,  12328.3, 12328.3,  37.5231,  101.818,  101.068,  101.443, 0.375231, 5, 1.67682E+06, 1.67682E+06, 3, 3, 0, 0, 0, 0, 0.998144, 0.998144, 2, 2, 83.8366, 2,  20001, 10001,Q 10001, 0, langmuir_desorption_67_1_1.mat
  3,  0.509057,   0.509077,  291.557,  80001,  20001,  12328.3, 12328.2,  37.5399,  101.818,  101.067,  101.443, 0.375399, 5, 1.67681E+06, 1.67681E+06, 3, 3, 0, 0, 0, 0, 0.998143, 0.998143, 2, 2, 83.8365, 2,  20001, 10001,Q 10001, 0, mollified_langmuir_desorption_68_1_1.mat
  4,  1.60288,   1.60288,  6473.33,  109609,  20002,  17390.2, 17390.2,  2.08265E-13,  248.57,  248.57,  248.57, 3.55271E-15, 6, 1.74268E+06, 1.74268E+06, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 87.1252, 2,  20002, 3,Q 3, 0, direct_order4_test_35_2_1.mat
  1,  0.000608806,   0.000470057,  0.663231,  3368041,  40000,  596.239, 552.029,  225.311,  18.713,  23.7147,  16.2702, 8.37607, 108, 80835.8, 80835.8, 1, 84, 0, 0, 0, 0, 0.830737, 0.830737, 0, 0, 2.0209, 2,  40000, 8787,Q 8787, 0, mandel_58_1_1.mat
  4,  4.88358E+11,   4.88358E+11,  1.34775e+15,  120004,  20002,  6.62144E+09, 6.62144E+09,  872584,  1.01586E+08,  1.01586E+08,  1.01584E+08, 19911.7, 6, 5.79152E+11, 5.79152E+11, 4, 5, 0, 0, 0, 0, 0.999862, 0.999862, 0, 0, 2.89547e+07, 2,  20002, 3,Q 3, 0, direct_38_10_1.mat
  4,  1.60398,   1.60398,  6473.27,  109606,  20002,  17390.1, 17390.1,  2.08318E-13,  248.635,  248.635,  248.635, 3.55271E-15, 6, 1.74267E+06, 1.74267E+06, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 87.1248, 2,  20002, 3,Q 3, 0, direct_order4_test_18_7_1.mat
  4,  0.127783,   0.127783,  275.438,  100766,  20002,  3730.87, 3730.87,  5.90196E-15,  51.7947,  51.7947,  51.7947, 5.55112E-16, 6, 409337, 409337, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 20.4648, 2,  20002, 3,Q 3, 0, direct_order8_test_11_5_1.mat
  4,  0.00845157,   0.00840142,  1.10222,  178928,  20164,  928.189, 928.168,  6.20678,  24.0394,  24.1877,  24.0849, 0.301244, 9, 124244, 124244, 4, 8, 0, 0, 0, 0, 0.996691, 0.996691, 0, 0, 6.1617, 2,  20164, 568,Q 568, 0, kobayashi_5_20_1.mat
  4,  0.667026,   0.665297,  194.185,  120004,  20002,  4145.28, 4119.87,  458.323,  117.374,  124.874,  120.291, 4.58333, 6, 278639, 278639, 4, 5, 0, 0, 0, 0, 0.942466, 0.942466, 0, 0, 13.9305, 2,  20002, 3,Q 3, 0, split_order8_test_26_1_1.mat
  4,  1.98072,   1.97899,  2733.48,  120004,  20002,  12369.5, 12361.1,  458.323,  244.203,  251.703,  247.12, 4.58333, 6, 1.04621E+06, 1.04621E+06, 4, 5, 0, 0, 0, 0, 0.977841, 0.977841, 0, 0, 52.3053, 2,  20002, 3,Q 3, 0, split_order6_test_30_1_1.mat
  2,  3.17758E-05,   3.19899E-05,  1.2072e-05,  30001,  10001,  37.1131, 37.113,  0.0690501,  0.625445,  0.596663,  0.58166, 0.0477743, 3, 3598.91, 3598.91, 2, 2, 0, 0, 0, 0, 0.999981, 0.999981, 2, 2, 0.359855, 2,  10001, 1,Q 1, 0, AC_mobility_derivative_test_10_3_1.mat
  4,  0.119238,   0.119238,  275.46,  100802,  20002,  3731, 3731,  5.87685E-15,  49.6627,  49.6627,  49.6627, 5.55112E-16, 6, 409350, 409350, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 20.4655, 2,  20002, 3,Q 3, 0, direct_order8_test_69_12_1.mat
  4,  0.250926,   0.249206,  779.507,  120004,  20002,  6400.92, 6384.49,  458.323,  104.235,  111.735,  107.152, 4.58333, 6, 564027, 564027, 4, 5, 0, 0, 0, 0, 0.957784, 0.957784, 0, 0, 28.1985, 2,  20002, 3,Q 3, 0, split_order4_test_39_1_1.mat
  4,  0.283315,   0.283315,  884.308,  118450,  20002,  6489.62, 6489.62,  1.57878E-14,  89.0804,  89.0804,  89.0804, 1.44329E-15, 6, 684287, 684287, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 34.2109, 2,  20002, 3,Q 3, 0, direct_order6_test_95_3_1.mat
  4,  4.97008E+11,   4.97008E+11,  1.35369e+15,  120004,  20002,  6.63405E+09, 6.63405E+09,  871587,  1.02288E+08,  1.02288E+08,  1.02287E+08, 19901.4, 6, 5.7999E+11, 5.7999E+11, 4, 5, 0, 0, 0, 0, 0.999862, 0.999862, 0, 0, 2.89966e+07, 2,  20002, 3,Q 3, 0, direct_21_8_1.mat
  4,  0.277999,   0.277999,  884.21,  118450,  20002,  6489.31, 6489.31,  1.57894E-14,  88.4022,  88.4022,  88.4022, 1.44329E-15, 6, 684254, 684254, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 34.2093, 2,  20002, 3,Q 3, 0, direct_order6_test_27_5_1.mat
  4,  0.727317,   0.725587,  194.074,  120004,  20002,  4144.96, 4119.55,  458.323,  124.993,  132.493,  127.91, 4.58333, 6, 278580, 278580, 4, 5, 0, 0, 0, 0, 0.942465, 0.942465, 0, 0, 13.9276, 2,  20002, 3,Q 3, 0, split_order8_test_11_1_1.mat
  4,  0.276846,   0.276846,  884.261,  118450,  20002,  6489.47, 6489.47,  1.58377E-14,  88.3226,  88.3226,  88.3226, 1.44329E-15, 6, 684271, 684271, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 34.2101, 2,  20002, 3,Q 3, 0, direct_order6_test_58_6_1.mat
  4,  0.127782,   0.127782,  275.438,  100766,  20002,  3730.87, 3730.87,  5.83686E-15,  51.7947,  51.7947,  51.7947, 5.55112E-16, 6, 409337, 409337, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 20.4648, 2,  20002, 3,Q 3, 0, direct_order8_test_11_15_1.mat
  4,  0.00834845,   0.00834683,  1.09722,  178928,  20164,  927.91, 927.887,  6.49399,  24.0408,  24.0452,  24.0391, 0.301852, 9, 124217, 124217, 4, 8, 0, 0, 0, 0, 0.996461, 0.996461, 0, 0, 6.16034, 2,  20164, 568,Q 568, 0, kobayashi_2_18_1.mat
  4,  0.276068,   0.276068,  884.223,  118450,  20002,  6489.35, 6489.35,  1.5826E-14,  88.1771,  88.1771,  88.1771, 1.44329E-15, 6, 684259, 684259, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 34.2095, 2,  20002, 3,Q 3, 0, direct_order6_test_35_2_1.mat
  3,  0.509057,   0.509077,  291.711,  80001,  20001,  12327.7, 12327.7,  38.2172,  101.818,  101.054,  101.436, 0.382172, 5, 1.67672E+06, 1.67672E+06, 3, 3, 0, 0, 0, 0, 0.998109, 0.998109, 2, 2, 83.8319, 2,  20001, 10001,Q 10001, 0, langmuir_desorption_126_1_1.mat
  4,  0.130003,   0.130003,  275.436,  100764,  20002,  3730.86, 3730.86,  5.9498E-15,  52.3687,  52.3687,  52.3687, 1.11022E-15, 6, 409336, 409336, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 20.4648, 2,  20002, 3,Q 3, 0, direct_order8_test_7_14_1.mat
  4,  0.280149,   0.280149,  884.286,  118448,  20002,  6489.55, 6489.55,  1.58151E-14,  88.7544,  88.7544,  88.7544, 1.44329E-15, 6, 684279, 684279, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 34.2106, 2,  20002, 3,Q 3, 0, direct_order6_test_76_3_1.mat
  1,  4.15023,   4.15023,  4666.13,  379302,  21714,  42367.3, 42367.3,  4.05409E-13,  565.559,  565.559,  565.559, 2.4869E-14, 26, 5.50192E+06, 5.50192E+06, 1, 17, 0, 0, 0, 0, 1, 1, 0, 0, 253.381, 2,  21714, 20579,Q 20579, 0, GrGr_OffDiag_test_5_1_1.mat
  1,  2.35884E+08,   2.35884E+08,  6.67381e+10,  327493,  20402,  3.08449E+08, 3.08378E+08,  6.60492E+06,  4.5E+06,  4.5E+06,  4.5E+06, 750000, 18, 3.98E+10, 3.98E+10, 1, 16, 0, 0, 0, 0, 0.998328, 0.998328, 0, 0, 1.95079e+06, 2,  20402, 405,Q 405, 0, applied_strain_test_1_8_1.mat
  4,  0.119595,   0.119595,  275.457,  100794,  20002,  3730.98, 3730.98,  6.00137E-15,  49.7502,  49.7502,  49.7502, 5.55112E-16, 6, 409349, 409349, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 20.4654, 2,  20002, 3,Q 3, 0, direct_order8_test_63_12_1.mat
  4,  0.00836772,   0.00844349,  18.0841,  1500390,  51005,  1630.96, 1630.89,  14.772,  32.8978,  33.1589,  28.2387, 7.62486, 45, 259397, 259397, 4, 29, 0, 0, 0, 0, 0.999476, 0.999476, 0, 0, 5.08572, 2,  51005, 811,Q 41000, 0, mobility_derivative_direct_coupled_test_1_49_1.mat
  4,  0.119406,   0.119406,  275.459,  100800,  20002,  3730.99, 3730.99,  5.90405E-15,  49.7041,  49.7041,  49.7041, 5.55112E-16, 6, 409350, 409350, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 20.4654, 2,  20002, 3,Q 3, 0, direct_order8_test_66_8_1.mat
  4,  0.118664,   0.118664,  275.47,  100804,  20002,  3731.06, 3731.06,  5.91031E-15,  49.521,  49.521,  49.521, 5.55112E-16, 6, 409355, 409355, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 20.4657, 2,  20002, 3,Q 3, 0, direct_order8_test_86_12_1.mat
  4,  1.60437,   1.60437,  6473.26,  109605,  20002,  17390.1, 17390.1,  2.08255E-13,  248.656,  248.656,  248.656, 3.55271E-15, 6, 1.74267E+06, 1.74267E+06, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 87.1248, 2,  20002, 3,Q 3, 0, direct_order4_test_17_9_1.mat
  4,  4.87721E+11,   4.87721E+11,  1.34725e+15,  120004,  20002,  6.62038E+09, 6.62038E+09,  872651,  1.01534E+08,  1.01534E+08,  1.01532E+08, 19912.7, 6, 5.79082E+11, 5.79082E+11, 4, 5, 0, 0, 0, 0, 0.999862, 0.999862, 0, 0, 2.89512e+07, 2,  20002, 3,Q 3, 0, direct_40_3_1.mat
  4,  0.123923,   0.123923,  275.443,  100780,  20002,  3730.9, 3730.9,  5.97461E-15,  50.8046,  50.8046,  50.8046, 9.99201E-16, 6, 409340, 409340, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 20.465, 2,  20002, 3,Q 3, 0, direct_order8_test_25_3_1.mat
  3,  0.509057,   0.509077,  291.301,  80001,  20001,  12329.2, 12329.2,  36.4128,  101.818,  101.09,  101.454, 0.364128, 5, 1.67696E+06, 1.67696E+06, 3, 3, 0, 0, 0, 0, 0.998199, 0.998199, 2, 2, 83.844, 2,  20001, 10001,Q 10001, 0, mollified_langmuir_desorption_21_1_1.mat
  4,  0.277388,   0.277388,  884.213,  118450,  20002,  6489.32, 6489.32,  1.58011E-14,  88.3318,  88.3318,  88.3318, 1.44329E-15, 6, 684255, 684255, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 34.2093, 2,  20002, 3,Q 3, 0, direct_order6_test_29_1_1.mat
  4,  1.60517,   1.60517,  6473.37,  109612,  20002,  17390.2, 17390.2,  2.08282E-13,  248.691,  248.691,  248.691, 4.44089E-15, 6, 1.74268E+06, 1.74268E+06, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 87.1255, 2,  20002, 3,Q 3, 0, direct_order4_test_52_2_1.mat
  4,  0.283732,   0.283732,  884.312,  118450,  20002,  6489.63, 6489.63,  1.58416E-14,  89.1235,  89.1235,  89.1235, 1.44329E-15, 6, 684288, 684288, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 34.211, 2,  20002, 3,Q 3, 0, direct_order6_test_98_11_1.mat
  2,  3.05595E-05,   3.07241E-05,  1.21583e-05,  30001,  10001,  37.2505, 37.2505,  0.0694319,  0.610792,  0.590536,  0.565975, 0.0485032, 3, 3616.02, 3616.02, 2, 2, 0, 0, 0, 0, 0.999981, 0.999981, 2, 2, 0.361566, 2,  10001, 1,Q 1, 0, AC_mobility_derivative_test_15_7_1.mat
  4,  0.118759,   0.118759,  275.479,  100812,  20002,  3731.1, 3731.1,  5.97048E-15,  49.5335,  49.5335,  49.5335, 5.55112E-16, 6, 409360, 409360, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 20.4659, 2,  20002, 3,Q 3, 0, direct_order8_test_98_9_1.mat
  4,  0.125701,   0.125701,  275.44,  100772,  20002,  3730.88, 3730.88,  5.91239E-15,  51.259,  51.259,  51.259, 6.66134E-16, 6, 409339, 409339, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 20.4649, 2,  20002, 3,Q 3, 0, direct_order8_test_17_15_1.mat
  4,  1.60406,   1.60406,  6473.35,  109610,  20002,  17390.2, 17390.2,  2.08255E-13,  248.637,  248.637,  248.637, 3.55271E-15, 6, 1.74268E+06, 1.74268E+06, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 87.1254, 2,  20002, 3,Q 3, 0, direct_order4_test_45_2_1.mat
  4,  1.60712,   1.60712,  6473.4,  109617,  20002,  17390.3, 17390.3,  2.08274E-13,  248.784,  248.784,  248.784, 3.55271E-15, 6, 1.74269E+06, 1.74269E+06, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 87.1257, 2,  20002, 3,Q 3, 0, direct_order4_test_65_3_1.mat
  4,  1.60272,   1.60272,  6473.32,  109610,  20002,  17390.2, 17390.2,  2.08272E-13,  248.562,  248.562,  248.562, 4.44089E-15, 6, 1.74268E+06, 1.74268E+06, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 87.1252, 2,  20002, 3,Q 3, 0, direct_order4_test_33_3_1.mat
  3,  0.509056,   0.509077,  291.776,  80001,  20001,  12327.5, 12327.5,  38.5027,  101.818,  101.048,  101.433, 0.385027, 5, 1.67668E+06, 1.67668E+06, 3, 3, 0, 0, 0, 0, 0.998095, 0.998095, 2, 2, 83.83, 2,  20001, 10001,Q 10001, 0, langmuir_desorption_173_1_1.mat
  4,  0.281309,   0.281309,  884.199,  118450,  20002,  6489.27, 6489.27,  1.58136E-14,  88.7806,  88.7806,  88.7806, 1.44329E-15, 6, 684251, 684251, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 34.2091, 2,  20002, 3,Q 3, 0, direct_order6_test_19_1_1.mat
  4,  1.60912,   1.60912,  6473.43,  109615,  20002,  17390.3, 17390.3,  2.08271E-13,  248.881,  248.881,  248.881, 4.44089E-15, 6, 1.74269E+06, 1.74269E+06, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 87.1259, 2,  20002, 3,Q 3, 0, direct_order4_test_80_1_1.mat
  2,  2.93858E-05,   2.9681E-05,  1.21495e-05,  30001,  10001,  37.1636, 37.1636,  0.0688596,  0.597941,  0.559036,  0.567389, 0.0413997, 3, 3605.37, 3605.37, 2, 2, 0, 0, 0, 0, 0.999983, 0.999983, 2, 2, 0.360501, 2,  10001, 1,Q 1, 0, AC_mobility_derivative_test_12_4_1.mat
  2,  3.34385E-05,   3.35011E-05,  1.19033e-05,  30001,  10001,  37.3975, 37.3975,  0.0687376,  0.63955,  0.628562,  0.582742, 0.056865, 3, 3633.5, 3633.5, 2, 2, 0, 0, 0, 0, 0.99998, 0.99998, 2, 2, 0.363314, 2,  10001, 1,Q 1, 0, AC_mobility_derivative_test_20_7_1.mat
  4,  0.00835191,   0.00834625,  1.0988,  178928,  20164,  927.972, 927.951,  6.26708,  24.0373,  24.1402,  24.0569, 0.319719, 9, 124224, 124224, 4, 8, 0, 0, 0, 0, 0.996672, 0.996672, 0, 0, 6.16066, 2,  20164, 568,Q 568, 0, kobayashi_3_10_1.mat
  3,  0.509057,   0.509077,  291.415,  80001,  20001,  12328.8, 12328.7,  36.9148,  101.818,  101.08,  101.449, 0.369148, 5, 1.6769E+06, 1.6769E+06, 3, 3, 0, 0, 0, 0, 0.998174, 0.998174, 2, 2, 83.8406, 2,  20001, 10001,Q 10001, 0, mollified_langmuir_desorption_38_1_1.mat
  4,  0.275452,   0.275452,  884.231,  118450,  20002,  6489.38, 6489.38,  1.58136E-14,  88.1029,  88.1029,  88.1029, 1.44329E-15, 6, 684262, 684262, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 34.2097, 2,  20002, 3,Q 3, 0, direct_order6_test_40_1_1.mat
  4,  0.275325,   0.275325,  884.235,  118450,  20002,  6489.39, 6489.39,  1.58253E-14,  88.0867,  88.0867,  88.0867, 1.44329E-15, 6, 684263, 684263, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 34.2097, 2,  20002, 3,Q 3, 0, direct_order6_test_42_7_1.mat
  4,  1.60336,   1.60336,  6473.28,  109607,  20002,  17390.1, 17390.1,  2.08314E-13,  248.602,  248.602,  248.602, 3.55271E-15, 6, 1.74267E+06, 1.74267E+06, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 87.1249, 2,  20002, 3,Q 3, 0, direct_order4_test_20_6_1.mat
