1,s,gees,/sgees.f
2,d,gees,/dgees.f
3,c,gees,/cgees.f
4,z,gees,/zgees.f
5,s,geesx,/sgeesx.f
6,d,geesx,/dgeesx.f
7,c,geesx,/cgeesx.f
8,z,geesx,/zgeesx.f
9,s,geev,/sgeev.f
10,d,geev,/dgeev.f
11,c,geev,/cgeev.f
12,z,geev,/zgeev.f
13,s,geevx,/sgeevx.f
14,d,geevx,/dgeevx.f
15,c,geevx,/cgeevx.f
16,z,geevx,/zgeevx.f
17,z,gesdd,/zgesdd.f
18,d,gesdd,/dgesdd.f
19,s,gesdd,/sgesdd.f
20,z,gesdd,/zgesdd.f
21,z,gesvd,/zgesvd.f
22,d,gesvd,/dgesvd.f
23,s,gesvd,/sgesvd.f
24,z,gesvd,/zgesvd.f
25,c,hbev,/chbev.f
26,z,hbev,/zhbev.f
27,c,hbevd,/chbevd.f
28,z,hbevd,/zhbevd.f
29,c,hbevx,/chbevx.f
30,z,hbevx,/zhbevx.f
31,c,heev,/cheev.f
32,z,heev,/zheev.f
33,c,heevd,/cheevd.f
34,z,heevd,/zheevd.f
35,c,heevr,/cheevr.f
36,z,heevr,/zheevr.f
37,c,heevx,/cheevx.f
38,z,heevx,/zheevx.f
39,c,hpev,/chpev.f
40,z,hpev,/zhpev.f
41,c,hpevd,/chpevd.f
42,z,hpevd,/zhpevd.f
43,c,hpevx,/chpevx.f
44,z,hpevx,/zhpevx.f
45,s,sbev,/ssbev.f
46,d,sbev,/dsbev.f
47,s,sbevd,/ssbevd.f
48,d,sbevd,/dsbevd.f
49,s,sbevx,/ssbevx.f
50,d,sbevx,/dsbevx.f
51,s,spev,/sspev.f
52,d,spev,/dspev.f
53,s,spevd,/sspevd.f
54,d,spevd,/dspevd.f
55,s,spevx,/sspevx.f
56,d,spevx,/dspevx.f
57,s,stegr,/sstegr.f
58,d,stegr,/dstegr.f
59,c,stegr,/cstegr.f
60,z,stegr,/zstegr.f
61,s,stemr,/sstemr.f
62,d,stemr,/dstemr.f
63,c,stemr,/cstemr.f
64,z,stemr,/zstemr.f
65,s,stev,/sstev.f
66,d,stev,/dstev.f
67,s,stevd,/sstevd.f
68,d,stevd,/dstevd.f
69,s,stevr,/sstevr.f
70,d,stevr,/dstevr.f
71,s,stevx,/sstevx.f
72,d,stevx,/dstevx.f
73,s,syev,/ssyev.f
74,d,syev,/dsyev.f
75,s,syevd,/ssyevd.f
76,d,syevd,/dsyevd.f
77,s,syevr,/ssyevr.f
78,d,syevr,/dsyevr.f
79,s,syevx,/ssyevx.f
80,d,syevx,/dsyevx.f
