zgetrs.f,"['TRANS', 'N', 'NRHS', 'A', 'LDA', 'IPIV', 'LDB']",['INFO'],['B']
zgttrs.f,"['TRANS', 'N', 'NRHS', 'DL', 'D', 'DU', 'DU2', 'IPIV', 'LDB']",['INFO'],['B']
zhetrs.f,"['UPLO', 'N', 'NRHS', 'A', 'LDA', 'IPIV', 'LDB']",['INFO'],['B']
zhetrs2.f,"['UPLO', 'N', 'NRHS', 'A', 'LDA', 'IPIV', 'LDB']","['WORK', 'INFO']",['B']
zhptrs.f,"['UPLO', 'N', 'NRHS', 'AP', 'IPIV', 'LDB']",['INFO'],['B']
zpbtrs.f,"['UPLO', 'N', 'KD', 'NRHS', 'AB', 'LDAB', 'LDB']",['INFO'],['B']
zpftrs.f,"['TRANSR', 'UPLO', 'N', 'NRHS', 'A', 'LDB']",['INFO'],['B']
zpotrs.f,"['UPLO', 'N', 'NRHS', 'A', 'LDA', 'LDB']",['INFO'],['B']
zpptrs.f,"['UPLO', 'N', 'NRHS', 'AP', 'LDB']",['INFO'],['B']
zpttrs.f,"['UPLO', 'N', 'NRHS', 'D', 'E', 'LDB']",['INFO'],['B']
zsptrs.f,"['UPLO', 'N', 'NRHS', 'AP', 'IPIV', 'LDB']",['INFO'],['B']
zsytrs.f,"['UPLO', 'N', 'NRHS', 'A', 'LDA', 'IPIV', 'LDB']",['INFO'],['B']
zsytrs2.f,"['UPLO', 'N', 'NRHS', 'A', 'LDA', 'IPIV', 'LDB']","['WORK', 'INFO']",['B']
ztbtrs.f,"['UPLO', 'TRANS', 'DIAG', 'N', 'KD', 'NRHS', 'AB', 'LDAB', 'LDB']",['INFO'],['B']
ztptrs.f,"['UPLO', 'TRANS', 'DIAG', 'N', 'NRHS', 'AP', 'LDB']",['INFO'],['B']
ztrtrs.f,"['UPLO', 'TRANS', 'DIAG', 'N', 'NRHS', 'A', 'LDA', 'LDB']",['INFO'],['B']
