avg-diag-dist,norm1,col-variability,min-nnzeros-per-row,row-variability,kappa,solver,class,matrix_name,solver_time,predicted-class,default_time,Time Difference,SpeedUp
751.1841,1.221141,18.62187,1,18.62187,1.532423,29030070,good,t3dl_a,0.000761,fair,0.000978,-22.19,1.285151117
751.1841,1.221141,18.62187,1,18.62187,1.532423,36025721,bad,t3dl_a,0.000973,good,0.000978,-0.51,1.005138746
176.6775,1306,1.740363,2,1.740363,18376.04,32168839,fair,CAG_mat364,0.001115,good,0.001115,0,1
176.6775,1306,1.740363,2,1.740363,18376.04,69654763,fair,CAG_mat364,0.000566,good,0.001115,-49.24,1.969964664
4647.173,2,4,1,4,33.05747,32168839,bad,poli_large,0.001039,fair,0.001039,0,1
4647.173,2,4,1,4,33.05747,69654763,good,poli_large,0.000791,fair,0.001039,-23.87,1.313527181
66.22222,37362.49,1.044205,4,1.258102,1.305113,88865077,fair,t2d_q4_A_32,0.144049,good,0.006192,2226.37,0.042985373
22.18571,6.143375,1.928747,2,1.928747,1.287178,37052868,fair,west0067,0.000024,bad,0.000007,242.86,0.291666667
751.1841,1.221141,18.62187,1,18.62187,4986.502,45869638,good,t3dl,0.029422,fair,0.043827,-32.87,1.489599619
751.1841,1.221141,18.62187,1,18.62187,4986.502,45869637,good,t3dl,0.028455,fair,0.043827,-35.07,1.540221402
751.1841,1.221141,18.62187,1,18.62187,4986.502,7285384,bad,t3dl,0.031984,fair,0.043827,-27.02,1.370278889
751.1841,1.221141,18.62187,1,18.62187,4986.502,36025724,bad,t3dl,0.033622,fair,0.043827,-23.28,1.303521504
751.1841,1.221141,18.62187,1,18.62187,4986.502,32168838,bad,t3dl,0.031546,fair,0.043827,-28.02,1.389304508
751.1841,1.221141,18.62187,1,18.62187,4986.502,88865079,bad,t3dl,0.035131,fair,0.043827,-19.84,1.247530671
751.1841,1.221141,18.62187,1,18.62187,4986.502,88865077,good,t3dl,0.025193,fair,0.043827,-42.52,1.739649903
751.1841,1.221141,18.62187,1,18.62187,4986.502,85483012,good,t3dl,0.02568,fair,0.043827,-41.41,1.706658879
751.1841,1.221141,18.62187,1,18.62187,4986.502,45869640,good,t3dl,0.027513,fair,0.043827,-37.22,1.592956057
751.1841,1.221141,18.62187,1,18.62187,4986.502,7285383,good,t3dl,0.029889,fair,0.043827,-31.8,1.466325404
751.1841,1.221141,18.62187,1,18.62187,4986.502,37052870,good,t3dl,0.029445,fair,0.043827,-32.82,1.488436067
751.1841,1.221141,18.62187,1,18.62187,4986.502,37052871,good,t3dl,0.0299,fair,0.043827,-31.78,1.465785953
751.1841,1.221141,18.62187,1,18.62187,4986.502,36025721,bad,t3dl,0.031613,fair,0.043827,-27.87,1.386360042
751.1841,1.221141,18.62187,1,18.62187,4986.502,37052869,good,t3dl,0.027524,fair,0.043827,-37.2,1.59231943
4245.215,40,1.146128,1,1.146128,10,45869638,bad,nopoly,0.017238,fair,0.028213,-38.9,1.636674788
4245.215,40,1.146128,1,1.146128,10,45869637,good,nopoly,0.014629,fair,0.028213,-48.15,1.928566546
4245.215,40,1.146128,1,1.146128,10,7285384,good,nopoly,0.016157,fair,0.028213,-42.73,1.746178127
4245.215,40,1.146128,1,1.146128,10,36025724,bad,nopoly,0.018749,fair,0.028213,-33.54,1.504773588
4245.215,40,1.146128,1,1.146128,10,32168838,bad,nopoly,0.018186,fair,0.028213,-35.54,1.551358188
4245.215,40,1.146128,1,1.146128,10,88865076,good,nopoly,0.014836,fair,0.028213,-47.41,1.901658129
4245.215,40,1.146128,1,1.146128,10,88865077,good,nopoly,0.01352,fair,0.028213,-52.08,2.086760355
4245.215,40,1.146128,1,1.146128,10,95762354,bad,nopoly,0.018531,fair,0.028213,-34.32,1.522475851
4245.215,40,1.146128,1,1.146128,10,7285383,good,nopoly,0.016323,fair,0.028213,-42.14,1.728420021
4245.215,40,1.146128,1,1.146128,10,36025721,good,nopoly,0.016656,fair,0.028213,-40.96,1.693864073
795.7945,3.445624,6.787812,1,6.787812,5.390654,36564232,bad,zenios,0.000054,fair,0.00004,35,0.740740741
795.7945,3.445624,6.787812,1,6.787812,5.390654,37052868,bad,zenios,0.000051,good,0.00004,27.5,0.784313725
124.9746,5260.175,23.49056,1,23.49056,1.59468,69654763,good,s3rmq4m1,0.000681,fair,0.018681,-96.35,27.43171806
4619.115,104,1.113943,1,1.113943,50.34842,89269801,good,Reuters911_Day_12,0.012066,fair,0.021751,-44.53,1.802668656
4619.115,104,1.113943,1,1.113943,50.34842,30870721,bad,Reuters911_Day_12,0.013779,fair,0.021751,-36.65,1.578561579
4619.115,104,1.113943,1,1.113943,50.34842,36025724,good,Reuters911_Day_12,0.011011,fair,0.021751,-49.38,1.975388248
4619.115,104,1.113943,1,1.113943,50.34842,32168838,good,Reuters911_Day_12,0.01196,fair,0.021751,-45.01,1.818645485
4619.115,104,1.113943,1,1.113943,50.34842,32168837,good,Reuters911_Day_12,0.012372,fair,0.021751,-43.12,1.758082768
4619.115,104,1.113943,1,1.113943,50.34842,49834417,bad,Reuters911_Day_12,0.013226,fair,0.021751,-39.19,1.644563738
4619.115,104,1.113943,1,1.113943,50.34842,11256942,bad,Reuters911_Day_12,0.013602,fair,0.021751,-37.46,1.599103073
4619.115,104,1.113943,1,1.113943,50.34842,11256941,good,Reuters911_Day_12,0.011818,fair,0.021751,-45.67,1.840497546
4619.115,104,1.113943,1,1.113943,50.34842,11256944,bad,Reuters911_Day_12,0.014086,fair,0.021751,-35.24,1.544157319
4619.115,104,1.113943,1,1.113943,50.34842,31459546,good,Reuters911_Day_12,0.011644,fair,0.021751,-46.47,1.868000687
4619.115,104,1.113943,1,1.113943,50.34842,91845162,good,Reuters911_Day_12,0.012263,fair,0.021751,-43.62,1.773709533
4619.115,104,1.113943,1,1.113943,50.34842,95762355,bad,Reuters911_Day_12,0.014311,fair,0.021751,-34.21,1.519879813
4619.115,104,1.113943,1,1.113943,50.34842,18868443,good,Reuters911_Day_12,0.010423,fair,0.021751,-52.08,2.086827209
4619.115,104,1.113943,1,1.113943,50.34842,18868442,good,Reuters911_Day_12,0.011359,fair,0.021751,-47.78,1.914869267
4619.115,104,1.113943,1,1.113943,50.34842,95762354,good,Reuters911_Day_12,0.012192,bad,0.021751,-43.95,1.784038714
4619.115,104,1.113943,1,1.113943,50.34842,29030070,good,Reuters911_Day_12,0.012085,fair,0.021751,-44.44,1.799834506
4619.115,104,1.113943,1,1.113943,50.34842,30870723,good,Reuters911_Day_12,0.012196,fair,0.021751,-43.93,1.783453591
4619.115,104,1.113943,1,1.113943,50.34842,7285383,good,Reuters911_Day_12,0.011078,fair,0.021751,-49.07,1.963441054
4619.115,104,1.113943,1,1.113943,50.34842,29553943,good,Reuters911_Day_12,0.01131,fair,0.021751,-48,1.92316534
4619.115,104,1.113943,1,1.113943,50.34842,69654762,good,Reuters911_Day_12,0.010979,fair,0.021751,-49.52,1.981145824
4619.115,104,1.113943,1,1.113943,50.34842,19932324,good,Reuters911_Day_12,0.011083,fair,0.021751,-49.05,1.962555265
4619.115,104,1.113943,1,1.113943,50.34842,49834420,bad,Reuters911_Day_12,0.013218,fair,0.021751,-39.23,1.645559086
4619.115,104,1.113943,1,1.113943,50.34842,36025721,good,Reuters911_Day_12,0.012102,fair,0.021751,-44.36,1.79730623
4619.115,104,1.113943,1,1.113943,50.34842,75830647,bad,Reuters911_Day_12,0.013581,fair,0.021751,-37.56,1.601575731
0,0.000011,9.743589,1,9.743589,5281.914,7285384,fair,chipcool1_E,0.029433,bad,0.03257,-9.63,1.106581048
0,0.000011,9.743589,1,9.743589,5281.914,57331599,good,chipcool1_E,0.018653,fair,0.03257,-42.73,1.746099823
0,0.000011,9.743589,1,9.743589,5281.914,88865076,good,chipcool1_E,0.016099,fair,0.03257,-50.57,2.023107025
0,0.000011,9.743589,1,9.743589,5281.914,88865077,good,chipcool1_E,0.016013,fair,0.03257,-50.84,2.033972397
0,0.000011,9.743589,1,9.743589,5281.914,12321508,good,chipcool1_E,0.018683,fair,0.03257,-42.64,1.743296045
0,0.000011,9.743589,1,9.743589,5281.914,26415433,good,chipcool1_E,0.018544,fair,0.03257,-43.06,1.756363244
0,0.000011,9.743589,1,9.743589,5281.914,7285382,good,chipcool1_E,0.019329,fair,0.03257,-40.65,1.685032852
0,0.000011,9.743589,1,9.743589,5281.914,7285383,good,chipcool1_E,0.0191,fair,0.03257,-41.36,1.705235602
0,0.000011,9.743589,1,9.743589,5281.914,81986705,bad,chipcool1_E,0.022198,fair,0.03257,-31.85,1.467249302
0,0.000011,9.743589,1,9.743589,5281.914,36025721,bad,chipcool1_E,0.022282,fair,0.03257,-31.59,1.461717979
0,1.10188,5.97202,1,5.97202,1.18756,69654763,bad,flowmeter5_E,0.000114,good,0.000086,32.56,0.754385965
66.22222,1895.947,0.964094,4,1.071613,59879.56,36025722,fair,t2d_q4_A_25,0.183027,bad,0.006342,2785.95,0.034650625
66.22222,1895.947,0.964094,4,1.071613,59879.56,88865076,fair,t2d_q4_A_25,0.173653,bad,0.006342,2638.14,0.036521108
66.22222,1895.947,0.964094,4,1.071613,59879.56,88865077,fair,t2d_q4_A_25,0.143424,good,0.006342,2161.49,0.044218541
66.22222,12789.05,1.122296,4,1.252157,1.503853,32168839,bad,t2d_q9_A_22,0.006344,bad,0.006344,0,1
249.1577,18404410,20.45239,1,20.45239,2.389409,95762352,good,cz40948,0.058979,fair,333.2154,-99.98,5649.729565
249.1577,18404410,20.45239,1,20.45239,2.389409,95762355,bad,cz40948,0.068525,fair,333.2154,-99.98,4862.683692
249.1577,18404410,20.45239,1,20.45239,2.389409,95762353,bad,cz40948,0.070888,fair,333.2154,-99.98,4700.589663
249.1577,18404410,20.45239,1,20.45239,2.389409,7285383,good,cz40948,0.055643,fair,333.2154,-99.98,5988.451378
249.1577,18404410,20.45239,1,20.45239,2.389409,81986705,good,cz40948,0.050681,fair,333.2154,-99.98,6574.759772
382.5217,19.01436,20.6992,1,20.6992,1.100813,32168839,fair,lhr02,0.000095,good,0.000095,0,1
382.5217,19.01436,20.6992,1,20.6992,1.100813,36564232,good,lhr02,0.000066,fair,0.000095,-30.53,1.439393939
380.9263,19.01436,20.6992,1,20.6992,1.168659,36564232,good,lhr01,0.000041,fair,0.000037,10.81,0.902439024
380.9263,19.01436,20.6992,1,20.6992,1.168659,36025721,fair,lhr01,0.000347,good,0.000037,837.84,0.106628242
380.9263,19.01436,20.6992,1,20.6992,1.168659,37052868,fair,lhr01,0.000053,good,0.000037,43.24,0.698113208
3768.934,407175.6,6.956126,2,7.153659,120.2018,36564232,good,rajat13,0.002103,fair,0.048531,-95.67,23.07703281
1766.2,34.00327,115.0295,1,115.0295,2.234751,36564232,fair,lhr07,0.000329,good,0.000225,46.22,0.683890578
1766.2,34.00327,115.0295,1,115.0295,2.234751,37052868,fair,lhr07,0.000331,good,0.000225,47.11,0.679758308
3357.687,2947531,15.80011,1,16.29494,4404925000,36025721,good,c-28,0.000079,fair,0.000078,1.28,0.987341772
3695.335,2228051,8,1,9.417835,2.47E+14,36025721,good,c-29,0.000097,bad,0.000118,-17.8,1.216494845
3019.319,518813.7,8,1,9.809822,335474900,36025721,good,c-26,0.000078,bad,0.000078,0,1
5238.26,39168,4.291458,3,4.291458,270803.4,29030070,good,big,0.000478,fair,2.5555,-99.98,5346.23431
3044.998,51113.18,8,1,9.144222,5.10E+12,36025721,good,c-24,0.000113,fair,0.000097,16.49,0.85840708
2614.427,2111.702,8,1,9.262202,3.043978,36564232,bad,c-25,0.00015,fair,0.000121,23.97,0.806666667
2614.427,2111.702,8,1,9.262202,3.043978,69654763,good,c-25,0.000145,fair,0.000121,19.83,0.834482759
2614.427,2111.702,8,1,9.262202,3.043978,36025721,good,c-25,0.000118,fair,0.000121,-2.48,1.025423729
2817.264,64187.34,16.75002,1,16.15871,19.09824,36025721,good,c-22,0.000069,fair,0.00007,-1.43,1.014492754
2875.458,1214.7,8,1,9.727277,2632249,37052868,fair,c-23,0.000111,good,0.000071,56.34,0.63963964
2145.974,16396730,8,1,9.195952,3145559000,36025721,good,c-20,0.000056,bad,0.000055,1.82,0.982142857
66.22222,5335.601,1.037953,4,1.133933,164416.8,32168839,fair,t2d_q4_A_23,0.006445,good,0.006445,0,1
6310.585,9403,2.872156,1,2.872156,20.96123,36564232,good,Reuters911,0.000422,fair,0.000354,19.21,0.838862559
1913.373,6743057000,27.93371,1,27.42213,1174.046,45869639,fair,gyro_k,0.061863,good,0.001594,3780.99,0.025766613
1913.373,6743057000,27.93371,1,27.42213,1174.046,36564232,bad,gyro_k,0.002009,good,0.001594,26.04,0.793429567
1913.373,6743057000,27.93371,1,27.42213,1174.046,36025721,good,gyro_k,0.001495,fair,0.001594,-6.21,1.066220736
2411.993,1.00E+20,20,1,20,35232270,36564232,good,bips98_1450,0.003934,fair,18.09195,-99.98,4598.868836
12701.06,300616500,308.868,4,309.4761,9.002768,53362206,bad,invextr1_new,0.068916,fair,29.591,-99.77,429.3777933
12701.06,300616500,308.868,4,309.4761,9.002768,81986705,bad,invextr1_new,0.068104,fair,29.591,-99.77,434.4972395
12701.06,300616500,308.868,4,309.4761,9.002768,1216556,good,invextr1_new,0.052931,fair,29.591,-99.82,559.0485727
12701.06,300616500,308.868,4,309.4761,9.002768,36025721,good,invextr1_new,0.058345,fair,29.591,-99.8,507.1728511
955.7804,9453,2.158362,2,2.158362,189347.9,36025721,fair,CAG_mat1916,0.007233,good,0.0293,-75.31,4.050877921
955.7804,9453,2.158362,2,2.158362,189347.9,37052868,good,CAG_mat1916,0.000254,fair,0.0293,-99.13,115.3543307
59.6,5.01005,1.147373,1,1.147373,1.903725,32168839,fair,fv2,0.000246,good,0.000246,0,1
6827.318,138457900,25.59061,2,19.77358,9874.285,85483012,bad,g7jac100,0.055085,fair,314.2712,-99.98,5705.204684
6827.318,138457900,25.59061,2,19.77358,9874.285,29030069,bad,g7jac100,0.05847,fair,314.2712,-99.98,5374.913631
6827.318,138457900,25.59061,2,19.77358,9874.285,29030070,good,g7jac100,0.041862,fair,314.2712,-99.99,7507.31451
6827.318,138457900,25.59061,2,19.77358,9874.285,81986705,bad,g7jac100,0.052436,fair,314.2712,-99.98,5993.424365
6827.318,138457900,25.59061,2,19.77358,9874.285,37052870,bad,g7jac100,0.05368,fair,314.2712,-99.98,5854.530551
6827.318,138457900,25.59061,2,19.77358,9874.285,37052871,good,g7jac100,0.046326,fair,314.2712,-99.99,6783.905366
6827.318,138457900,25.59061,2,19.77358,9874.285,37052869,good,g7jac100,0.04543,fair,314.2712,-99.99,6917.701959
6827.318,138457900,25.59061,2,19.77358,9874.285,37052868,good,g7jac100,0.047421,fair,314.2712,-99.98,6627.257966
3481.943,34.01184,300.0004,1,300.0004,1.311383,32168839,fair,lhr14c,0.000654,good,0.000654,0,1
20.85714,1,18.37362,1,18.37362,4359635000,32168839,fair,watt_1,0.000918,good,0.000918,0,1
102.0418,2004013,36.09691,1,36.09691,9694526,36564232,good,oscil_dcop_46,0.000973,fair,11.58181,-99.99,11903.1963
19.55556,474.46,11.15028,2,11.50642,9296.963,29030070,good,young3c,0.000032,fair,0.14184,-99.98,4432.5
66.22222,55.45941,0.958951,4,1.019407,10475.32,32168839,bad,t2d_q4_A_06,0.006604,bad,0.006604,0,1
561.7257,0.000074,8.240137,1,8.240137,6.349324,45869638,good,rail_1357,0.009229,fair,0.023687,-61.04,2.566583595
561.7257,0.000074,8.240137,1,8.240137,6.349324,45869637,good,rail_1357,0.008505,fair,0.023687,-64.09,2.785067607
561.7257,0.000074,8.240137,1,8.240137,6.349324,89269804,good,rail_1357,0.009217,fair,0.023687,-61.09,2.569925138
561.7257,0.000074,8.240137,1,8.240137,6.349324,85483012,good,rail_1357,0.008857,fair,0.023687,-62.61,2.674381845
561.7257,0.000074,8.240137,1,8.240137,6.349324,37052870,bad,rail_1357,0.010745,fair,0.023687,-54.64,2.204467194
561.7257,0.000074,8.240137,1,8.240137,6.349324,37052871,good,rail_1357,0.008194,fair,0.023687,-65.41,2.890773737
561.7257,0.000074,8.240137,1,8.240137,6.349324,37052868,good,rail_1357,0.009416,fair,0.023687,-60.25,2.515611725
387.4652,1404.806,7.933329,1,7.615429,97.84757,36564232,good,rdist3a,0.000092,fair,0.000092,0,1
387.4652,1404.806,7.933329,1,7.615429,97.84757,37052868,fair,rdist3a,0.000155,good,0.000092,68.48,0.593548387
1295.211,62073.03,13.73004,2,9.192277,7.882301,36025721,fair,extr1b_A_14,0.000102,good,0.000096,6.25,0.941176471
2427.571,45364.64,31.51135,2,29.87791,1.291673,32168839,fair,hydr1c_A_16,0.000224,good,0.000224,0,1
2427.571,45364.64,31.51135,2,29.87791,1.291673,69654763,bad,hydr1c_A_16,0.000178,good,0.000224,-20.54,1.258426966
2408.001,2316742,37.32772,2,39.37148,188.7254,69654763,bad,hydr1c_A_14,0.000168,good,0.000206,-18.45,1.226190476
52.2381,12,0.30103,1,0.30103,20.27642,36564232,good,football,0.000007,bad,0.000006,16.67,0.857142857
52.2381,12,0.30103,1,0.30103,20.27642,37052868,bad,football,0.000008,good,0.000006,33.33,0.75
2408.001,2316742,31.56401,2,29.0309,184.4178,69654763,bad,hydr1c_A_12,0.000169,good,0.00021,-19.52,1.24260355
793.8216,1.916559,99.21325,2,99.21325,81.59196,32168839,good,adder_dcop_18,0.000089,fair,0.000089,0,1
793.8216,1.916559,99.21325,2,99.21325,81.59196,36564232,bad,adder_dcop_18,0.000123,fair,0.000089,38.2,0.723577236
793.8216,1.916559,99.21325,2,99.21325,81.59196,36025721,bad,adder_dcop_18,0.000119,good,0.000089,33.71,0.74789916
0,0,11.27474,1,11.27474,67.28444,29030070,fair,filter2D_E,0.009919,good,0.010305,-3.75,1.038915213
0,0,11.27474,1,11.27474,67.28444,36564232,good,filter2D_E,0.000044,fair,0.010305,-99.57,234.2045455
4781.382,1.00E+12,44.25141,1,44.25141,411.785,29030069,good,bips07_3078,0.018628,fair,0.049205,-62.14,2.641453726
4781.382,1.00E+12,44.25141,1,44.25141,411.785,81986705,bad,bips07_3078,0.025603,fair,0.049205,-47.97,1.921845096
793.8216,1.904575,215.6511,2,215.6511,64.03587,32168839,good,adder_dcop_19,0.000174,fair,0.000174,0,1
793.8216,1.904575,215.6511,2,215.6511,64.03587,69654763,good,adder_dcop_19,0.000152,fair,0.000174,-12.64,1.144736842
2426.757,45361.07,27.64377,2,26.92431,1.116794,37052868,bad,hydr1c_A_19,0.000298,fair,0.00025,19.2,0.838926174
121.0667,4.778741,6.438518,4,6.438518,18817.34,7285384,good,wang2,0.052397,fair,0.130403,-59.82,2.488749356
121.0667,4.778741,6.438518,4,6.438518,18817.34,88865077,good,wang2,0.064009,fair,0.130403,-50.91,2.037260385
121.0667,4.778741,6.438518,4,6.438518,18817.34,57331600,good,wang2,0.05519,fair,0.130403,-57.68,2.362801232
121.0667,4.778741,6.438518,4,6.438518,18817.34,18868442,bad,wang2,0.072792,fair,0.130403,-44.18,1.791446862
121.0667,4.778741,6.438518,4,6.438518,18817.34,29553942,bad,wang2,0.070126,fair,0.130403,-46.22,1.859552805
849.6811,8129.613,59.48493,2,57.87321,4.90858,32168839,good,onetone2,0.000688,fair,0.000688,0,1
849.6811,8129.613,59.48493,2,57.87321,4.90858,36564232,good,onetone2,0.000587,fair,0.000688,-14.68,1.172061329
793.8216,1.939259,236.888,2,236.888,57.42411,30870723,fair,adder_dcop_17,0.011644,good,0.000088,13131.82,0.00755754
793.8216,1.939259,236.888,2,236.888,57.42411,37052868,fair,adder_dcop_17,0.000175,good,0.000088,98.86,0.502857143
793.8216,2.432901,231.392,2,231.392,10.0628,36025721,good,adder_dcop_14,0.000112,bad,0.000187,-40.11,1.669642857
