103.1031,33046,18.93333,18.76616,9,18.76616,223,16566.99,0.001698,69654763,good
103.1031,33046,18.93333,18.76616,9,18.76616,223,16566.99,0.001413,36025721,good
52.96175,7401,87.25475,17.72024,9,17.71031,183,8.226292,0.000106,29030070,good
52.96175,7401,19.02222,17.58468,9,17.58468,183,34144.15,0.000212,36025721,good
9779.248,196592,7.020041,9.939635,3,10.05847,37415,64852.74,0.129707,7285381,good
9779.248,196592,7.020041,9.939635,3,10.05847,37415,64852.74,0.109875,7285382,good
9779.248,196592,7.020041,9.939635,3,10.05847,37415,64852.74,0.11143,7285383,good
1766.2,163716,34.00427,300.1218,1,300.1485,5456,2.024221,0.00034,32168839,bad
1766.2,163716,34.00427,300.1218,1,300.1485,5456,2.024221,0.002029,36025721,bad
793.8216,11258,1.644563,98.94544,2,98.94544,3127,62.8272,0.000259,69654763,good
793.8216,11258,1.644563,98.94544,2,98.94544,3127,101.9363,0.000183,37052868,bad
2924.34,49232,1.00E+20,20,1,20,7162,34180740,0.000799,36564232,good
793.8216,11258,1.644563,98.94544,2,98.94544,3127,94.88779,0.000175,37052868,bad
45.75,315,14,0,3,0,112,8.60E+15,0.000011,32168839,bad
45.75,315,14,0,3,0,112,8.60E+15,0.000012,36564232,bad
3210.688,57915,8,0,9,0,12532,4.16E+14,0.014719,8520536,good
3210.688,57915,8,0,9,0,12532,4.16E+14,0.01607,29030072,good
3210.688,57915,8,0,9,0,12532,4.16E+14,0.012552,81986705,good
1068.327,682797,1394711,9.490537,56,7.745396,4273,1335.685,0.018463,36564232,bad
2344.653,127182,1179444,18.02107,2,18.02107,3269,262112.2,0.02216,18868444,good
2344.653,127182,1179444,18.02107,2,18.02107,3269,262112.2,0.017655,32168840,good
2344.653,127182,1179444,18.02107,2,18.02107,3269,262112.2,0.023927,37052870,good
1631.25,1387773,3285071,8.483076,56,8.315519,6525,2647.755,0.011898,29030070,good
20.59524,202157,0.171015,6.981426,1,6.981426,42,1.036928,0.000712,32168839,bad
20.59524,202157,0.171015,6.981426,1,6.981426,42,1.036928,0.000858,36564232,bad
128.5492,2319,20004,17.18981,3,17.18981,264,41557460,0.000103,36564232,good
2048.003,36879,2000004,26.87428,3,26.87428,4103,313286.2,0.000701,32168839,good
1024.006,18447,20004,24.46265,3,24.46265,2055,50605.8,0.000446,36564232,good
1024.006,18447,20004,24.46265,3,24.46265,2055,50605.8,0.000338,36025721,good
3693.732,325863,30119.95,22.07428,1,20.89415,869,1.825854,0.000921,29030070,good
531.1134,56175,12208740,21.60955,2,18.71334,679,90.24236,0.019423,7285384,good
531.1134,56175,12208740,21.60955,2,18.71334,679,90.24236,0.021223,57331597,good
531.1134,56175,12208740,21.60955,2,18.71334,679,90.24236,0.02014,95762353,good
531.1134,56175,12208740,21.60955,2,18.71334,679,90.24236,0.019939,29030070,good
531.1134,56175,12208740,21.60955,2,18.71334,679,90.24236,0.016173,81986705,good
2408.201,24801,2316819,30.66471,2,28.1316,7952,183.76,0.000191,32168839,good
2408.201,24801,2316819,30.66471,2,28.1316,7952,183.76,0.000217,37052868,good
2408.001,24809,2316819,30.06439,2,27.71961,7953,183.7612,0.000185,37052868,bad
2516.491,45385,1.00E+20,20,1,20,6676,56603850,0.0203,7285384,good
2516.491,45385,1.00E+20,20,1,20,6676,56603850,0.018753,32168838,good
2516.491,45385,1.00E+20,20,1,20,6676,56603850,0.019408,32168837,good
2516.491,45385,1.00E+20,20,1,20,6676,56603850,0.021001,95762355,good
2516.491,45385,1.00E+20,20,1,20,6676,56603850,0.021715,95762353,good
2516.491,45385,1.00E+20,20,1,20,6676,56603850,0.017547,85483012,good
2516.491,45385,1.00E+20,20,1,20,6676,56603850,0.01861,37052870,good
2516.491,45385,1.00E+20,20,1,20,6676,56603850,0.017752,37052871,good
2516.491,45385,1.00E+20,20,1,20,6676,56603850,0.018283,36025721,good
2516.491,45385,1.00E+20,20,1,20,6676,56603850,0.016666,37052868,good
66.22222,87025,5.333333,1.034632,4,1.034632,9,2145.693,0.008282,36564232,good
1145.818,155731,22.89451,16.67064,1,16.66817,2292,2.87792,0.000414,59072883,good
1145.818,155731,22.89451,16.67064,1,16.66817,2292,2.87792,0.000698,32874610,bad
66.22222,87025,5.333333,1.034632,4,1.034632,9,2145.693,0.008219,36564232,good
12537.49,6764231,200542.3,10.28527,3,10.28527,14689,7.260631,0.011267,32168839,good
12537.49,6764231,200542.3,10.28527,3,10.28527,14689,7.260631,0.011175,37052868,good
964.4461,19635,20373660,24.44239,2,19.29646,1002,60222.06,0.000105,29030070,good
460.3435,5976,5.727274,77.12,2,77.12,1601,6.203451,0.000613,69654763,good
751.1841,265113,1.221141,18.62187,1,18.62187,1483,1.532423,0.000761,29030070,good
751.1841,265113,1.221141,18.62187,1,18.62187,1483,1.532423,0.00121,36564232,bad
176.6775,13585,1306,1.740363,2,1.740363,707,18376.04,0.001115,32168839,bad
176.6775,13585,1306,1.740363,2,1.740363,707,18376.04,0.001413,36564232,bad
176.6775,13585,1306,1.740363,2,1.740363,707,18376.04,0.009823,7285383,bad
176.6775,13585,1306,1.740363,2,1.740363,707,18376.04,0.000566,69654763,bad
4647.173,33074,2,4,1,4,5407,33.05747,0.001365,36564232,bad
4647.173,33074,2,4,1,4,5407,33.05747,0.000791,69654763,good
751.1841,265113,1.221141,18.62187,1,18.62187,1483,4986.502,0.029422,45869638,good
751.1841,265113,1.221141,18.62187,1,18.62187,1483,4986.502,0.028455,45869637,good
751.1841,265113,1.221141,18.62187,1,18.62187,1483,4986.502,0.031984,7285384,good
751.1841,265113,1.221141,18.62187,1,18.62187,1483,4986.502,0.033622,36025724,good
751.1841,265113,1.221141,18.62187,1,18.62187,1483,4986.502,0.031546,32168838,good
751.1841,265113,1.221141,18.62187,1,18.62187,1483,4986.502,0.029889,7285383,good
751.1841,265113,1.221141,18.62187,1,18.62187,1483,4986.502,0.029445,37052870,good
751.1841,265113,1.221141,18.62187,1,18.62187,1483,4986.502,0.0299,37052871,good
751.1841,265113,1.221141,18.62187,1,18.62187,1483,4986.502,0.031613,36025721,good
4245.215,40808,40,1.146128,1,1.146128,7028,10,0.017238,45869638,good
4245.215,40808,40,1.146128,1,1.146128,7028,10,0.014629,45869637,good
4245.215,40808,40,1.146128,1,1.146128,7028,10,0.016157,7285384,good
4245.215,40808,40,1.146128,1,1.146128,7028,10,0.018186,32168838,good
4245.215,40808,40,1.146128,1,1.146128,7028,10,0.014836,88865076,good
4245.215,40808,40,1.146128,1,1.146128,7028,10,0.01352,88865077,good
4245.215,40808,40,1.146128,1,1.146128,7028,10,0.016323,7285383,good
4245.215,40808,40,1.146128,1,1.146128,7028,10,0.016656,36025721,good
124.9746,143300,5260.175,23.49056,1,23.49056,118,1.59468,0.000681,69654763,good
4619.115,16107,104,1.113943,1,1.113943,2426,50.34842,0.012066,89269801,good
4619.115,16107,104,1.113943,1,1.113943,2426,50.34842,0.013779,30870721,good
4619.115,16107,104,1.113943,1,1.113943,2426,50.34842,0.01196,32168838,good
4619.115,16107,104,1.113943,1,1.113943,2426,50.34842,0.012372,32168837,good
4619.115,16107,104,1.113943,1,1.113943,2426,50.34842,0.013226,49834417,good
4619.115,16107,104,1.113943,1,1.113943,2426,50.34842,0.013602,11256942,good
4619.115,16107,104,1.113943,1,1.113943,2426,50.34842,0.011818,11256941,good
4619.115,16107,104,1.113943,1,1.113943,2426,50.34842,0.012263,91845162,good
4619.115,16107,104,1.113943,1,1.113943,2426,50.34842,0.012085,29030070,good
4619.115,16107,104,1.113943,1,1.113943,2426,50.34842,0.012196,30870723,good
4619.115,16107,104,1.113943,1,1.113943,2426,50.34842,0.013218,49834420,good
4619.115,16107,104,1.113943,1,1.113943,2426,50.34842,0.012102,36025721,good
4619.115,16107,104,1.113943,1,1.113943,2426,50.34842,0.013581,75830647,good
0,20082,0.000011,9.743589,1,9.743589,1,5281.914,0.018653,57331599,good
0,20082,0.000011,9.743589,1,9.743589,1,5281.914,0.016099,88865076,good
0,20082,0.000011,9.743589,1,9.743589,1,5281.914,0.016013,88865077,good
0,20082,0.000011,9.743589,1,9.743589,1,5281.914,0.018683,12321508,good
0,20082,0.000011,9.743589,1,9.743589,1,5281.914,0.018544,26415433,good
0,20082,0.000011,9.743589,1,9.743589,1,5281.914,0.019329,7285382,good
0,20082,0.000011,9.743589,1,9.743589,1,5281.914,0.0191,7285383,good
66.22222,87025,93191.72,1.283613,4,1.420731,9,1.403883,0.00882,36564232,bad
249.1577,412148,18404410,20.45239,1,20.45239,875,2.389409,0.058979,95762352,good
249.1577,412148,18404410,20.45239,1,20.45239,875,2.389409,0.068525,95762355,good
249.1577,412148,18404410,20.45239,1,20.45239,875,2.389409,0.055643,7285383,good
249.1577,412148,18404410,20.45239,1,20.45239,875,2.389409,0.050681,81986705,good
382.5217,40110,19.01436,20.6992,1,20.6992,1129,1.100813,0.000095,32168839,bad
380.9263,20044,19.01436,20.6992,1,20.6992,1126,1.168659,0.000053,37052868,bad
3768.934,48928,407175.6,6.956126,2,7.153659,14948,120.2018,0.002103,36564232,good
1766.2,163716,34.00327,115.0295,1,115.0295,5456,2.234751,0.000329,36564232,bad
1766.2,163716,34.00327,115.0295,1,115.0295,5456,2.234751,0.000331,37052868,bad
5238.26,91465,39168,4.291458,3,4.291458,17813,270803.4,0.000478,29030070,good
2614.427,26716,2111.702,8,1,9.262202,2118,3.043978,0.00015,36564232,good
2614.427,26716,2111.702,8,1,9.262202,2118,3.043978,0.000145,69654763,good
2817.264,16332,64187.34,16.75002,1,16.15871,1883,19.09824,0.000119,69654763,bad
2875.458,17524,1214.7,8,1,9.727277,1987,2632249,0.000101,36025721,bad
2875.458,17524,1214.7,8,1,9.727277,1987,2632249,0.000111,37052868,bad
66.22222,87025,5335.601,1.037953,4,1.133933,9,164416.8,0.006445,32168839,bad
66.22222,87025,5335.601,1.037953,4,1.133933,9,164416.8,0.00843,36564232,bad
6310.585,161370,9403,2.872156,1,2.872156,12601,20.96123,0.000504,37052868,bad
2411.993,45062,1.00E+20,20,1,20,6895,35232270,0.003934,36564232,good
12701.06,1793881,300616500,308.868,4,309.4761,44154,9.002768,0.068916,53362206,good
12701.06,1793881,300616500,308.868,4,309.4761,44154,9.002768,0.068104,81986705,good
12701.06,1793881,300616500,308.868,4,309.4761,44154,9.002768,0.052931,1216556,good
12701.06,1793881,300616500,308.868,4,309.4761,44154,9.002768,0.058345,36025721,good
955.7804,195985,9453,2.158362,2,2.158362,3825,189347.9,0.0293,32168839,bad
955.7804,195985,9453,2.158362,2,2.158362,3825,189347.9,0.018909,95762352,bad
955.7804,195985,9453,2.158362,2,2.158362,3825,189347.9,0.030917,11256941,bad
955.7804,195985,9453,2.158362,2,2.158362,3825,189347.9,0.020845,95762353,bad
955.7804,195985,9453,2.158362,2,2.158362,3825,189347.9,0.023008,99720138,bad
955.7804,195985,9453,2.158362,2,2.158362,3825,189347.9,0.031773,36564232,bad
59.6,48413,5.01005,1.147373,1,1.147373,5,1.903725,0.000246,32168839,bad
59.6,48413,5.01005,1.147373,1,1.147373,5,1.903725,0.000248,69654763,bad
6827.318,384636,138457900,25.59061,2,19.77358,4180,9874.285,0.055085,85483012,good
6827.318,384636,138457900,25.59061,2,19.77358,4180,9874.285,0.041862,29030070,good
6827.318,384636,138457900,25.59061,2,19.77358,4180,9874.285,0.052436,81986705,good
6827.318,384636,138457900,25.59061,2,19.77358,4180,9874.285,0.05368,37052870,good
6827.318,384636,138457900,25.59061,2,19.77358,4180,9874.285,0.046326,37052871,good
6827.318,384636,138457900,25.59061,2,19.77358,4180,9874.285,0.04543,37052869,good
6827.318,384636,138457900,25.59061,2,19.77358,4180,9874.285,0.047421,37052868,good
3481.943,321988,34.01184,300.0004,1,300.0004,10000,1.311383,0.000654,32168839,bad
102.0418,1608,2004013,36.09691,1,36.09691,311,9694526,0.000973,36564232,good
19.55556,3988,474.46,11.15028,2,11.50642,9,9296.963,0.000032,29030070,good
66.22222,87025,55.45941,0.958951,4,1.019407,9,10475.32,0.006491,32168839,good
561.7257,5171,0.000074,8.240137,1,8.240137,977,6.349324,0.011103,36025724,bad
561.7257,5171,0.000074,8.240137,1,8.240137,977,6.349324,0.010745,37052870,bad
561.7257,5171,0.000074,8.240137,1,8.240137,977,6.349324,0.011732,19932324,bad
387.4652,63830,1404.806,7.933329,1,7.615429,316,97.84757,0.000092,36564232,good
387.4652,63830,1404.806,7.933329,1,7.615429,316,97.84757,0.000155,37052868,bad
1295.211,11886,62073.03,13.73004,2,9.192277,4289,7.882301,0.000102,36025721,bad
2427.571,28873,45364.64,31.51135,2,29.87791,8313,1.291673,0.000224,32168839,bad
793.8216,11258,1.916559,99.21325,2,99.21325,3127,81.59196,0.000123,36564232,bad
793.8216,11258,1.916559,99.21325,2,99.21325,3127,81.59196,0.000154,69654763,bad
0,1668,0,11.27474,1,11.27474,1,67.28444,0.000044,36564232,good
4781.382,76496,1E+12,44.25141,1,44.25141,10951,411.785,0.018628,29030069,good
793.8216,11257,1.904575,215.6511,2,215.6511,3127,64.03587,0.000174,32168839,good
2426.757,28836,45361.07,27.64377,2,26.92431,8310,1.116794,0.000298,37052868,good
121.0667,19093,4.778741,6.438518,4,6.438518,15,18817.34,0.052397,7285384,good
121.0667,19093,4.778741,6.438518,4,6.438518,15,18817.34,0.064009,88865077,good
121.0667,19093,4.778741,6.438518,4,6.438518,15,18817.34,0.05519,57331600,good
121.0667,19093,4.778741,6.438518,4,6.438518,15,18817.34,0.070126,29553942,good
793.8216,11258,1.939259,236.888,2,236.888,3127,57.42411,0.000175,37052868,bad
793.8216,11258,2.432901,231.392,2,231.392,3127,10.0628,0.000167,69654763,bad
460.3435,5976,6.153592,198.0524,2,198.0524,1601,4.371173,0.000678,69654763,good
80.8,201201,4419.587,2.589691,3,2.588603,5,3978.371,0.078359,81986705,good
3150.77,433071,3.04E+12,21.66378,2,30.9457,4407,102.736,0.030186,85483012,good
3150.77,433071,3.04E+12,21.66378,2,30.9457,4407,102.736,0.037889,29030070,good
3150.77,433071,3.04E+12,21.66378,2,30.9457,4407,102.736,0.032711,81986705,good
3150.77,433071,3.04E+12,21.66378,2,30.9457,4407,102.736,0.029095,37052871,good
3150.77,433071,3.04E+12,21.66378,2,30.9457,4407,102.736,0.038259,37052869,good
3150.77,433071,3.04E+12,21.66378,2,30.9457,4407,102.736,0.028159,37052868,good
28344.85,684223,1389.099,13.59389,3,13.59389,19144,3.658075,0.004283,37052868,bad
43,20861,124.7753,5.39564,1,5.39564,87,2.573104,0.0001,32168839,bad
43,20861,124.7753,5.39564,1,5.39564,87,2.573104,0.000144,36564232,bad
43,20861,124.7753,5.39564,1,5.39564,87,2.573104,0.00012,69654763,bad
43,20861,124.7753,5.39564,1,5.39564,87,2.573104,0.000081,36025721,bad
115.0087,93781,272.2243,7.553177,1,7.550828,231,2.717751,0.000358,32168839,bad
115.0087,93781,272.2243,7.553177,1,7.550828,231,2.717751,0.000347,29030070,bad
115.0087,93781,272.2243,7.553177,1,7.550828,231,2.717751,0.000294,36025721,bad
173.6044,2381,382221.5,6.976348,2,7.131486,412,67.0685,0.000016,37052868,bad
531.1134,285215,2097152,9.976185,2,13.15285,679,7249.37,0.054624,81986705,bad
793.8216,11258,1.663608,98.94544,2,98.94544,3127,62.22572,0.000174,37052868,bad
793.8216,11258,1.664156,98.94544,2,98.94544,3127,86.5411,0.000175,37052868,good
121.0667,19093,4.778741,6.438518,4,6.438518,15,8790.966,0.001407,32168839,good
793.8216,11258,1.663667,98.94544,2,98.94544,3127,95.33113,0.000182,37052868,bad
1903.612,106526,9984.465,54.5609,1,54.55913,2369,2.046673,0.000473,11256941,good
1903.612,106526,9984.465,54.5609,1,54.55913,2369,2.046673,0.001292,32874610,bad
0,9669,1.10188,5.97202,1,5.97202,1,343621.6,0.014747,45869638,good
0,9669,1.10188,5.97202,1,5.97202,1,343621.6,0.013715,7285384,good
0,9669,1.10188,5.97202,1,5.97202,1,343621.6,0.014125,49598911,good
0,9669,1.10188,5.97202,1,5.97202,1,343621.6,0.011888,57331598,good
0,9669,1.10188,5.97202,1,5.97202,1,343621.6,0.015594,95762355,good
0,9669,1.10188,5.97202,1,5.97202,1,343621.6,0.014491,90783920,good
0,9669,1.10188,5.97202,1,5.97202,1,343621.6,0.014321,26415435,good
0,9669,1.10188,5.97202,1,5.97202,1,343621.6,0.011542,26415432,good
0,9669,1.10188,5.97202,1,5.97202,1,343621.6,0.015623,32874611,good
6721.03,345098,67963.69,32.88357,1,32.95132,642,1.871946,0.001628,69654763,good
2408.001,24809,2258658,29.13269,2,26.93115,7953,183.8645,0.000186,32168839,good
2408.001,24809,2258658,29.13269,2,26.93115,7953,183.8645,0.000218,37052868,good
2427.573,28863,52046.66,28.40147,2,26.60359,8311,1.162148,0.000268,29030070,good
2427.857,28848,52685.83,28.91176,2,26.91073,8312,1.174209,0.000245,69654763,bad
2955.838,24148,13,0,1,0,5559,9.773147,0.000133,36564232,bad
66.22222,87025,5.333333,1.034632,4,1.034632,9,2145.693,0.008057,36564232,good
66.22222,87025,1864.36,1.267202,4,1.427216,9,284102.1,0.009018,36564232,bad
87.65015,25674,72043.86,25.27004,1,25.27004,343,201492.7,0.012328,95762352,good
87.65015,25674,72043.86,25.27004,1,25.27004,343,201492.7,0.013049,29030070,good
87.65015,25674,72043.86,25.27004,1,25.27004,343,201492.7,0.010544,7285383,good
87.65015,25674,72043.86,25.27004,1,25.27004,343,201492.7,0.014022,37052869,good
87.65015,25674,72043.86,25.27004,1,25.27004,343,201492.7,0.013918,37052868,good
43.2426,34855,416.002,2.315972,2,2.318065,169,10007160,0.012045,81986705,good
43.2426,34855,416.002,2.315972,2,2.318065,169,10007160,0.01293,69654763,good
6950.65,1853104,43.0883,8.455419,12,8.455419,27801,171.2122,0.14861,36564232,good
43.2426,34855,416,2.31597,2,2.318063,169,1445220,0.007361,36564232,good
10434.39,2190591,696.3039,8.814721,1,8.842271,12789,102.5906,0.108634,45869639,good
